Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Status
atomizer-5ml,5 ml Atomizer Bottle,SKU,GB-CYL-CLR-5ML-ATM-SLV-03,GB-CYL-CLR-5ML-ATM-SLV-03,shopify,1000,deny,manual,3.05,active
atomizer-5ml,,SKU,GB-CYL-BLU-5ML-ATM-BLU,GB-CYL-BLU-5ML-ATM-BLU,shopify,1000,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-CLR-5ML-ATM-GLD,GB-CYL-CLR-5ML-ATM-GLD,shopify,1000,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-CLR-5ML-ATM-RED,GB-CYL-CLR-5ML-ATM-RED,shopify,1000,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-CLR-5ML-ATM-SLV-01,GB-CYL-CLR-5ML-ATM-SLV-01,shopify,1000,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-CLR-5ML-ATM-SLV-02,GB-CYL-CLR-5ML-ATM-SLV-02,shopify,1000,deny,manual,3.05,
atomizer-5ml,,SKU,GB-CYL-BLK-5ML-ATM-BLK,GB-CYL-BLK-5ML-ATM-BLK,shopify,1000,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-BLK-5ML-ATM-BLK-02,GB-CYL-BLK-5ML-ATM-BLK-02,shopify,1000,deny,manual,3.05,
atomizer-5ml,,SKU,GB-CYL-PNK-5ML-ATM-PNK-02,GB-CYL-PNK-5ML-ATM-PNK-02,shopify,1000,deny,manual,3.05,
atomizer-5ml,,SKU,GB-CYL-BLK-5ML-ATM-BLK-01,GB-CYL-BLK-5ML-ATM-BLK-01,,0,deny,manual,2.80,
atomizer-5ml,,SKU,GB-CYL-PNK-5ML-ATM-PNK,GB-CYL-PNK-5ML-ATM-PNK,,0,deny,manual,3.05,
royal-13ml-clear-13-415-rollon,13 ml Clear Royal Roll-On Bottle,SKU,GB-RYL-CLR-13ML-ROL-SLDT,GB-RYL-CLR-13ML-ROL-SLDT,shopify,1000,deny,manual,0.81,active
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-MSLV,GB-RYL-CLR-13ML-ROL-MSLV,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-SSLV,GB-RYL-CLR-13ML-ROL-SSLV,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-BKDT,GB-RYL-CLR-13ML-ROL-BKDT,shopify,1000,deny,manual,0.81,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-BKDT,GB-RYL-CLR-13ML-MRL-BKDT,shopify,1000,deny,manual,0.89,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-SBLK,GB-RYL-CLR-13ML-MRL-SBLK,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-MCPR,GB-RYL-CLR-13ML-MRL-MCPR,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-MGLD,GB-RYL-CLR-13ML-MRL-MGLD,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-SGLD,GB-RYL-CLR-13ML-MRL-SGLD,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-PKDT,GB-RYL-CLR-13ML-MRL-PKDT,shopify,1000,deny,manual,0.89,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-SLDT,GB-RYL-CLR-13ML-MRL-SLDT,shopify,1000,deny,manual,0.89,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-MSLV,GB-RYL-CLR-13ML-MRL-MSLV,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-MRL-SSLV,GB-RYL-CLR-13ML-MRL-SSLV,shopify,1000,deny,manual,0.82,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-SBLK,GB-RYL-CLR-13ML-ROL-SBLK,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-MCPR,GB-RYL-CLR-13ML-ROL-MCPR,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-MGLD,GB-RYL-CLR-13ML-ROL-MGLD,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-SGLD,GB-RYL-CLR-13ML-ROL-SGLD,shopify,1000,deny,manual,0.74,
royal-13ml-clear-13-415-rollon,,SKU,GB-RYL-CLR-13ML-ROL-PKDT,GB-RYL-CLR-13ML-ROL-PKDT,shopify,1000,deny,manual,0.81,
circle-100ml-clear-18-415-lotionpump,100 ml Clear Circle Lotion Pump Bottle,SKU,LB-CIR-CLR-100ML-LPM-COCP,LB-CIR-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.05,active
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-MGLD,LB-CIR-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-SGLD,LB-CIR-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-SBLK,LB-CIR-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-MSLV,LB-CIR-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-SSLV,LB-CIR-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-lotionpump,,SKU,LB-CIR-CLR-100ML-LPM-CPR,LB-CIR-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.05,
round-78ml-frosted-18-415-reducer,78 ml Frosted Round Reducer Bottle,SKU,GB-RND-FRS-78ML-RDC-MSLV-T,GB-RND-FRS-78ML-RDC-MSLV-T,shopify,1000,deny,manual,2.52,active
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-MSLV,GB-RND-FRS-78ML-RDC-MSLV,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-WHT,GB-RND-FRS-78ML-RDC-WHT,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-IVLT,GB-RND-FRS-78ML-RDC-IVLT,shopify,1000,deny,manual,2.80,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-PKLT,GB-RND-FRS-78ML-RDC-PKLT,shopify,1000,deny,manual,2.80,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-BKLT,GB-RND-FRS-78ML-RDC-BKLT,shopify,1000,deny,manual,2.80,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-SGLD,GB-RND-FRS-78ML-RDC-SGLD,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-SBLK-T,GB-RND-FRS-78ML-RDC-SBLK-T,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-SBLK,GB-RND-FRS-78ML-RDC-SBLK,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-BRLT,GB-RND-FRS-78ML-RDC-BRLT,shopify,1000,deny,manual,2.80,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-LBLT,GB-RND-FRS-78ML-RDC-LBLT,shopify,1000,deny,manual,2.80,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-SSLV,GB-RND-FRS-78ML-RDC-SSLV,shopify,1000,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-MSLV-01,GB-RND-FRS-78ML-RDC-MSLV-01,,0,deny,manual,2.52,
round-78ml-frosted-18-415-reducer,,SKU,GB-RND-FRS-78ML-RDC-SBLK-01,GB-RND-FRS-78ML-RDC-SBLK-01,,0,deny,manual,2.52,
empire-50ml-clear-18-415-antiquespray-tassel,50 ml Clear Empire Vintage Bulb Spray Bottle with Tassel,SKU,GB-EMP-CLR-50ML-AST-RED,GB-EMP-CLR-50ML-AST-RED,shopify,1000,deny,manual,6.90,active
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-WHT,GB-EMP-CLR-50ML-AST-WHT,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-MSLV,GB-EMP-CLR-50ML-AST-MSLV,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-BLK,GB-EMP-CLR-50ML-AST-BLK,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-GLD,GB-EMP-CLR-50ML-AST-GLD,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-IVGD,GB-EMP-CLR-50ML-AST-IVGD,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-LVN,GB-EMP-CLR-50ML-AST-LVN,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-PNK,GB-EMP-CLR-50ML-AST-PNK,shopify,1000,deny,manual,6.90,
empire-50ml-clear-18-415-antiquespray-tassel,,SKU,GB-EMP-CLR-50ML-AST-IVSL,GB-EMP-CLR-50ML-AST-IVSL,shopify,1000,deny,manual,6.90,
round-128ml-frosted-18-415-antiquespray,128 ml Frosted Round Vintage Bulb Spray Bottle,SKU,GB-RND-FRS-128ML-ASP-RED,GB-RND-FRS-128ML-ASP-RED,shopify,1000,deny,manual,6.40,active
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-MSLV,GB-RND-FRS-128ML-ASP-MSLV,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-WHT,GB-RND-FRS-128ML-ASP-WHT,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-08,GB-RND-FRS-128ML-ASP-08,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-02,GB-RND-FRS-128ML-ASP-02,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-03,GB-RND-FRS-128ML-ASP-03,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-04,GB-RND-FRS-128ML-ASP-04,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-05,GB-RND-FRS-128ML-ASP-05,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-07,GB-RND-FRS-128ML-ASP-07,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-09,GB-RND-FRS-128ML-ASP-09,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-06,GB-RND-FRS-128ML-ASP-06,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-BLK,GB-RND-FRS-128ML-ASP-BLK,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-01,GB-RND-FRS-128ML-ASP-01,shopify,1000,deny,manual,7.15,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-SGLD,GB-RND-FRS-128ML-ASP-SGLD,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-IVGD,GB-RND-FRS-128ML-ASP-IVGD,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-IVSL,GB-RND-FRS-128ML-ASP-IVSL,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-LVN,GB-RND-FRS-128ML-ASP-LVN,shopify,1000,deny,manual,6.40,
round-128ml-frosted-18-415-antiquespray,,SKU,GB-RND-FRS-128ML-ASP-PNK,GB-RND-FRS-128ML-ASP-PNK,shopify,1000,deny,manual,6.40,
elegant-100ml-frosted-18-415-lotionpump,100 ml Frosted Elegant Lotion Pump Bottle,SKU,LB-ELG-FRS-100ML-LPM-MGLD,LB-ELG-FRS-100ML-LPM-MGLD,shopify,1000,deny,manual,3.80,active
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-SGLD,LB-ELG-FRS-100ML-LPM-SGLD,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-SBLK,LB-ELG-FRS-100ML-LPM-SBLK,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-MSLV,LB-ELG-FRS-100ML-LPM-MSLV,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-SSLV,LB-ELG-FRS-100ML-LPM-SSLV,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-OVCP-T,LB-ELG-FRS-100ML-LPM-OVCP-T,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-CPR,LB-ELG-FRS-100ML-LPM-CPR,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-lotionpump,,SKU,LB-ELG-FRS-100ML-LPM-COCP,LB-ELG-FRS-100ML-LPM-COCP,shopify,1000,deny,manual,3.80,
circle-100ml-frosted-18-415-lotionpump,100 ml Frosted Circle Lotion Pump Bottle,SKU,LB-CIR-FRS-100ML-LPM-COCP,LB-CIR-FRS-100ML-LPM-COCP,shopify,1000,deny,manual,3.55,active
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-MGLD,LB-CIR-FRS-100ML-LPM-MGLD,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-SGLD,LB-CIR-FRS-100ML-LPM-SGLD,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-SBLK,LB-CIR-FRS-100ML-LPM-SBLK,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-MSLV,LB-CIR-FRS-100ML-LPM-MSLV,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-SSLV,LB-CIR-FRS-100ML-LPM-SSLV,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-lotionpump,,SKU,LB-CIR-FRS-100ML-LPM-CPR,LB-CIR-FRS-100ML-LPM-CPR,shopify,1000,deny,manual,3.55,
square-15ml-clear-13-415-rollon,15 ml Clear Square Roll-On Bottle,SKU,GB-SQR-CLR-15ML-MRL-SBLK,GB-SQR-CLR-15ML-MRL-SBLK,shopify,1000,deny,manual,0.85,active
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-MCPR,GB-SQR-CLR-15ML-MRL-MCPR,shopify,1000,deny,manual,0.85,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-MGLD,GB-SQR-CLR-15ML-MRL-MGLD,shopify,1000,deny,manual,0.85,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-SGLD,GB-SQR-CLR-15ML-MRL-SGLD,shopify,1000,deny,manual,0.85,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-PKDT,GB-SQR-CLR-15ML-MRL-PKDT,shopify,1000,deny,manual,0.92,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-SLDT,GB-SQR-CLR-15ML-MRL-SLDT,shopify,1000,deny,manual,0.92,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-MSLV,GB-SQR-CLR-15ML-MRL-MSLV,shopify,1000,deny,manual,0.85,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-SSLV,GB-SQR-CLR-15ML-MRL-SSLV,shopify,1000,deny,manual,0.85,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-SSLV,GB-SQR-CLR-15ML-ROL-SSLV,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-SGLD,GB-SQR-CLR-15ML-ROL-SGLD,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-SBLK,GB-SQR-CLR-15ML-ROL-SBLK,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-MCPR,GB-SQR-CLR-15ML-ROL-MCPR,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-MGLD,GB-SQR-CLR-15ML-ROL-MGLD,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-PKDT,GB-SQR-CLR-15ML-ROL-PKDT,shopify,1000,deny,manual,0.84,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-SLDT,GB-SQR-CLR-15ML-ROL-SLDT,shopify,1000,deny,manual,0.84,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-MSLV,GB-SQR-CLR-15ML-ROL-MSLV,shopify,1000,deny,manual,0.77,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-ROL-BKDT,GB-SQR-CLR-15ML-ROL-BKDT,shopify,1000,deny,manual,0.84,
square-15ml-clear-13-415-rollon,,SKU,GB-SQR-CLR-15ML-MRL-BKDT,GB-SQR-CLR-15ML-MRL-BKDT,shopify,1000,deny,manual,0.92,
cylinder-100ml-clear-18-415-lotionpump,100 ml Clear Cylinder Lotion Pump Bottle,SKU,LB-CYL-CLR-100ML-LPM-COCP,LB-CYL-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.05,active
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-SBLK,LB-CYL-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-SGLD,LB-CYL-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-SSLV,LB-CYL-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-MGLD,LB-CYL-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-MSLV,LB-CYL-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-lotionpump,,SKU,LB-CYL-CLR-100ML-LPM-CPR,LB-CYL-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.05,
diva-100ml-clear-18-415-lotionpump,100 ml Clear Diva Lotion Pump Bottle,SKU,LB-DVA-CLR-100ML-LPM-COCP,LB-DVA-CLR-100ML-LPM-COCP,shopify,1000,deny,manual,3.45,active
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-MGLD,LB-DVA-CLR-100ML-LPM-MGLD,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-SGLD,LB-DVA-CLR-100ML-LPM-SGLD,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-SBLK,LB-DVA-CLR-100ML-LPM-SBLK,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-MSLV,LB-DVA-CLR-100ML-LPM-MSLV,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-SSLV,LB-DVA-CLR-100ML-LPM-SSLV,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-lotionpump,,SKU,LB-DVA-CLR-100ML-LPM-CPR,LB-DVA-CLR-100ML-LPM-CPR,shopify,1000,deny,manual,3.45,
circle-15ml-clear-13-415-rollon,15 ml Clear Circle Roll-On Bottle,SKU,GB-CIR-CLR-15ML-ROL-SBLK,GB-CIR-CLR-15ML-ROL-SBLK,shopify,1000,deny,manual,0.74,active
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-MCPR,GB-CIR-CLR-15ML-ROL-MCPR,shopify,1000,deny,manual,0.74,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-MGLD,GB-CIR-CLR-15ML-ROL-MGLD,shopify,1000,deny,manual,0.74,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-SGLD,GB-CIR-CLR-15ML-ROL-SGLD,shopify,1000,deny,manual,0.74,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-PKDT,GB-CIR-CLR-15ML-ROL-PKDT,shopify,1000,deny,manual,0.81,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-SLDT,GB-CIR-CLR-15ML-ROL-SLDT,shopify,1000,deny,manual,0.81,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-MSLV,GB-CIR-CLR-15ML-ROL-MSLV,shopify,1000,deny,manual,0.74,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-SSLV,GB-CIR-CLR-15ML-ROL-SSLV,shopify,1000,deny,manual,0.74,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-ROL-BKDT,GB-CIR-CLR-15ML-ROL-BKDT,shopify,1000,deny,manual,0.81,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-BKDT,GB-CIR-CLR-15ML-MRL-BKDT,shopify,1000,deny,manual,0.89,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-SBLK,GB-CIR-CLR-15ML-MRL-SBLK,shopify,1000,deny,manual,0.82,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-MCPR,GB-CIR-CLR-15ML-MRL-MCPR,shopify,1000,deny,manual,0.82,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-MGLD,GB-CIR-CLR-15ML-MRL-MGLD,shopify,1000,deny,manual,0.82,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-SGLD,GB-CIR-CLR-15ML-MRL-SGLD,shopify,1000,deny,manual,0.82,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-PKDT,GB-CIR-CLR-15ML-MRL-PKDT,shopify,1000,deny,manual,0.89,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-SLDT,GB-CIR-CLR-15ML-MRL-SLDT,shopify,1000,deny,manual,0.89,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-MSLV,GB-CIR-CLR-15ML-MRL-MSLV,shopify,1000,deny,manual,0.82,
circle-15ml-clear-13-415-rollon,,SKU,GB-CIR-CLR-15ML-MRL-SSLV,GB-CIR-CLR-15ML-MRL-SSLV,shopify,1000,deny,manual,0.82,
sleek-50ml-clear-18-415-antiquespray,50 ml Clear Sleek Vintage Bulb Spray Bottle,SKU,GB-SLK-CLR-50ML-ASP-LVN,GB-SLK-CLR-50ML-ASP-LVN,shopify,1000,deny,manual,5.55,active
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-PNK,GB-SLK-CLR-50ML-ASP-PNK,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-MSLV,GB-SLK-CLR-50ML-ASP-MSLV,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-IVSL,GB-SLK-CLR-50ML-ASP-IVSL,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-GLD,GB-SLK-CLR-50ML-ASP-GLD,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-IVGD,GB-SLK-CLR-50ML-ASP-IVGD,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-WHT,GB-SLK-CLR-50ML-ASP-WHT,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-RED,GB-SLK-CLR-50ML-ASP-RED,shopify,1000,deny,manual,5.55,
sleek-50ml-clear-18-415-antiquespray,,SKU,GB-SLK-CLR-50ML-ASP-BLK,GB-SLK-CLR-50ML-ASP-BLK,shopify,1000,deny,manual,5.55,
atomizer-10ml,10 ml Atomizer Bottle,SKU,GB-CYL-BLK-10ML-ATM-BLK-01,GB-CYL-BLK-10ML-ATM-BLK-01,shopify,1000,deny,manual,3.15,active
atomizer-10ml,,SKU,GB-CYL-BLK-10ML-ATM-BLK-02,GB-CYL-BLK-10ML-ATM-BLK-02,shopify,1000,deny,manual,3.40,
atomizer-10ml,,SKU,GB-CYL-BLU-10ML-ATM-BLU,GB-CYL-BLU-10ML-ATM-BLU,shopify,1000,deny,manual,3.15,
