Handle,Title,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Status
circle-100ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-100ML-SPR-MGLD,GB-CIR-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-100ML-SPR-SGLD,GB-CIR-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-100ML-SPR-SBLK,GB-CIR-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-100ML-SPR-MSLV,GB-CIR-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.05,
circle-100ml-clear-18-415-perfumespray,,SKU,GB-CIR-CLR-100ML-SPR-SSLV,GB-CIR-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.05,
square-15ml-clear-13-415,15 ml Clear Square Bottle with Cap,SKU,GB-SQR-CLR-15ML-S,GB-SQR-CLR-15ML-S,shopify,1000,deny,manual,0.44,active
square-15ml-clear-13-415,,SKU,GB-VIA-CLR-15ML-GLD-T-02,GB-VIA-CLR-15ML-GLD-T-02,shopify,1000,deny,manual,0.62,
square-15ml-clear-13-415,,SKU,GB-VIA-CLR-15ML-SLV-T-02,GB-VIA-CLR-15ML-SLV-T-02,shopify,1000,deny,manual,0.62,
square-15ml-clear-13-415,,SKU,GB-VIA-WHT-15ML-WHT-S-02,GB-VIA-WHT-15ML-WHT-S-02,shopify,1000,deny,manual,0.44,
square-15ml-clear-13-415,,SKU,GB-SQR-CLR-15ML-SGLD-S,GB-SQR-CLR-15ML-SGLD-S,shopify,1000,deny,manual,0.60,
square-15ml-clear-13-415,,SKU,GB-SQR-CLR-15ML-MCPR-S,GB-SQR-CLR-15ML-MCPR-S,shopify,1000,deny,manual,0.60,
square-15ml-clear-13-415,,SKU,GB-SQR-CLR-15ML-MGLD-S,GB-SQR-CLR-15ML-MGLD-S,shopify,1000,deny,manual,0.60,
square-15ml-clear-13-415,,SKU,GB-SQR-CLR-15ML-MSLV-S,GB-SQR-CLR-15ML-MSLV-S,shopify,1000,deny,manual,0.60,
square-15ml-clear-13-415,,SKU,GB-SQR-CLR-15ML-SBLK-S,GB-SQR-CLR-15ML-SBLK-S,shopify,1000,deny,manual,0.60,
circle-100ml-frosted-18-415-perfumespray,100 ml Frosted Circle Bottle,SKU,GB-CIR-FRS-100ML-SPR-CPR,GB-CIR-FRS-100ML-SPR-CPR,shopify,1000,deny,manual,3.55,active
circle-100ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-100ML-SPR-MGLD,GB-CIR-FRS-100ML-SPR-MGLD,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-100ML-SPR-SGLD,GB-CIR-FRS-100ML-SPR-SGLD,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-100ML-SPR-SBLK,GB-CIR-FRS-100ML-SPR-SBLK,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-100ML-SPR-MSLV,GB-CIR-FRS-100ML-SPR-MSLV,shopify,1000,deny,manual,3.55,
circle-100ml-frosted-18-415-perfumespray,,SKU,GB-CIR-FRS-100ML-SPR-SSLV,GB-CIR-FRS-100ML-SPR-SSLV,shopify,1000,deny,manual,3.55,
sleek-100ml-clear-18-415-reducer,100 ml Clear Sleek Reducer Bottle,SKU,GB-SLK-CLR-100ML-RDC-IVLT,GB-SLK-CLR-100ML-RDC-IVLT,shopify,1000,deny,manual,2.30,active
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-PKLT,GB-SLK-CLR-100ML-RDC-PKLT,shopify,1000,deny,manual,2.30,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-SGLD,GB-SLK-CLR-100ML-RDC-SGLD,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-SBLK-T,GB-SLK-CLR-100ML-RDC-SBLK-T,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-SBLK,GB-SLK-CLR-100ML-RDC-SBLK,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-BRLT,GB-SLK-CLR-100ML-RDC-BRLT,shopify,1000,deny,manual,2.30,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-LBLT,GB-SLK-CLR-100ML-RDC-LBLT,shopify,1000,deny,manual,2.30,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-SSLV,GB-SLK-CLR-100ML-RDC-SSLV,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-MSLV-T,GB-SLK-CLR-100ML-RDC-MSLV-T,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-MSLV,GB-SLK-CLR-100ML-RDC-MSLV,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-WHT,GB-SLK-CLR-100ML-RDC-WHT,shopify,1000,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-BKLT,GB-SLK-CLR-100ML-RDC-BKLT,shopify,1000,deny,manual,2.30,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-MSLV-01,GB-SLK-CLR-100ML-RDC-MSLV-01,,0,deny,manual,2.02,
sleek-100ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-100ML-RDC-SBLK-01,GB-SLK-CLR-100ML-RDC-SBLK-01,,0,deny,manual,2.02,
circle-30ml-clear-15-415,30 ml Clear Circle Bottle with Cap,SKU,GB-CIR-CLR-30ML-GLD-T,GB-CIR-CLR-30ML-GLD-T,shopify,1000,deny,manual,1.40,active
circle-30ml-clear-15-415,,SKU,GB-CIR-CLR-30ML-SLV-T,GB-CIR-CLR-30ML-SLV-T,shopify,1000,deny,manual,1.40,
cylinder-100ml-clear-18-415-perfumespray,100 ml Clear Cylinder Bottle,SKU,GB-CYL-CLR-100ML-SPR-CPR,GB-CYL-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.05,active
cylinder-100ml-clear-18-415-perfumespray,,SKU,GB-CYL-CLR-100ML-SPR-MGLD,GB-CYL-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-perfumespray,,SKU,GB-CYL-CLR-100ML-SPR-SGLD,GB-CYL-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-perfumespray,,SKU,GB-CYL-CLR-100ML-SPR-SBLK,GB-CYL-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-perfumespray,,SKU,GB-CYL-CLR-100ML-SPR-MSLV,GB-CYL-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.05,
cylinder-100ml-clear-18-415-perfumespray,,SKU,GB-CYL-CLR-100ML-SPR-SSLV,GB-CYL-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.05,
cylinder-5ml-clear-13-415-rollon,5 ml Clear Cylinder Roll-On Bottle,SKU,GB-CYL-CLR-5ML-MRL-SBLK,GB-CYL-CLR-5ML-MRL-SBLK,shopify,1000,deny,manual,0.61,active
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-MCPR,GB-CYL-CLR-5ML-MRL-MCPR,shopify,1000,deny,manual,0.61,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-MGLD,GB-CYL-CLR-5ML-MRL-MGLD,shopify,1000,deny,manual,0.61,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-SGLD,GB-CYL-CLR-5ML-MRL-SGLD,shopify,1000,deny,manual,0.61,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-PKDT,GB-CYL-CLR-5ML-MRL-PKDT,shopify,1000,deny,manual,0.68,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-SLDT,GB-CYL-CLR-5ML-MRL-SLDT,shopify,1000,deny,manual,0.68,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-MSLV,GB-CYL-CLR-5ML-MRL-MSLV,shopify,1000,deny,manual,0.61,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-SSLV,GB-CYL-CLR-5ML-MRL-SSLV,shopify,1000,deny,manual,0.61,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-BKDT,GB-CYL-CLR-5ML-ROL-BKDT,shopify,1000,deny,manual,0.60,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-SSLV,GB-CYL-CLR-5ML-ROL-SSLV,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-SBLK,GB-CYL-CLR-5ML-ROL-SBLK,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-SGLD,GB-CYL-CLR-5ML-ROL-SGLD,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-SLDT,GB-CYL-CLR-5ML-ROL-SLDT,shopify,1000,deny,manual,0.60,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-PKDT,GB-CYL-CLR-5ML-ROL-PKDT,shopify,1000,deny,manual,0.60,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-MCPR,GB-CYL-CLR-5ML-ROL-MCPR,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-MGLD,GB-CYL-CLR-5ML-ROL-MGLD,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-ROL-MSLV,GB-CYL-CLR-5ML-ROL-MSLV,shopify,1000,deny,manual,0.53,
cylinder-5ml-clear-13-415-rollon,,SKU,GB-CYL-CLR-5ML-MRL-BKDT,GB-CYL-CLR-5ML-MRL-BKDT,shopify,1000,deny,manual,0.68,
elegant-60ml-frosted-18-415-antiquespray,60 ml Frosted Elegant Vintage Bulb Spray Bottle,SKU,GB-ELG-FRS-60ML-ASP-GLD,GB-ELG-FRS-60ML-ASP-GLD,shopify,1000,deny,manual,6.10,active
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-IVGD,GB-ELG-FRS-60ML-ASP-IVGD,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-IVSL,GB-ELG-FRS-60ML-ASP-IVSL,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-LVN,GB-ELG-FRS-60ML-ASP-LVN,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-PNK,GB-ELG-FRS-60ML-ASP-PNK,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-RED,GB-ELG-FRS-60ML-ASP-RED,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-MSLV,GB-ELG-FRS-60ML-ASP-MSLV,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-WHT-02,GB-ELG-FRS-60ML-ASP-WHT-02,shopify,1000,deny,manual,6.10,
elegant-60ml-frosted-18-415-antiquespray,,SKU,GB-ELG-FRS-60ML-ASP-BLK,GB-ELG-FRS-60ML-ASP-BLK,shopify,1000,deny,manual,6.10,
diva-100ml-clear-18-415-perfumespray,100 ml Clear Diva Bottle,SKU,GB-DVA-CLR-100ML-SPR-CPR,GB-DVA-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.45,active
diva-100ml-clear-18-415-perfumespray,,SKU,GB-DVA-CLR-100ML-SPR-MGLD,GB-DVA-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-perfumespray,,SKU,GB-DVA-CLR-100ML-SPR-SGLD,GB-DVA-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-perfumespray,,SKU,GB-DVA-CLR-100ML-SPR-SBLK,GB-DVA-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-perfumespray,,SKU,GB-DVA-CLR-100ML-SPR-MSLV,GB-DVA-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.45,
diva-100ml-clear-18-415-perfumespray,,SKU,GB-DVA-CLR-100ML-SPR-SSLV,GB-DVA-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.45,
diva-30ml-clear-18-415-reducer,30 ml Clear Diva Reducer Bottle,SKU,GB-DVA-CLR-30ML-RDC-BKLT,GB-DVA-CLR-30ML-RDC-BKLT,shopify,1000,deny,manual,2.30,active
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-SGLD,GB-DVA-CLR-30ML-RDC-SGLD,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-SBLK-T,GB-DVA-CLR-30ML-RDC-SBLK-T,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-SBLK,GB-DVA-CLR-30ML-RDC-SBLK,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-BRLT,GB-DVA-CLR-30ML-RDC-BRLT,shopify,1000,deny,manual,2.30,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-LBLT,GB-DVA-CLR-30ML-RDC-LBLT,shopify,1000,deny,manual,2.30,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-SSLV,GB-DVA-CLR-30ML-RDC-SSLV,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-MSLV-T,GB-DVA-CLR-30ML-RDC-MSLV-T,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-MSLV,GB-DVA-CLR-30ML-RDC-MSLV,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-WHT,GB-DVA-CLR-30ML-RDC-WHT,shopify,1000,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-PKLT,GB-DVA-CLR-30ML-RDC-PKLT,shopify,1000,deny,manual,2.30,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-IVLT,GB-DVA-CLR-30ML-RDC-IVLT,shopify,1000,deny,manual,2.30,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-MSLV-01,GB-DVA-CLR-30ML-RDC-MSLV-01,,0,deny,manual,2.02,
diva-30ml-clear-18-415-reducer,,SKU,GB-DVA-CLR-30ML-RDC-SBLK-01,GB-DVA-CLR-30ML-RDC-SBLK-01,,0,deny,manual,2.02,
elegant-100ml-clear-18-415-perfumespray,100 ml Clear Elegant Bottle,SKU,GB-ELG-CLR-100ML-SPR-CPR,GB-ELG-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.30,active
elegant-100ml-clear-18-415-perfumespray,,SKU,GB-ELG-CLR-100ML-SPR-SBLK,GB-ELG-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-perfumespray,,SKU,GB-ELG-CLR-100ML-SPR-SGLD,GB-ELG-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-perfumespray,,SKU,GB-ELG-CLR-100ML-SPR-MGLD,GB-ELG-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-perfumespray,,SKU,GB-ELG-CLR-100ML-SPR-MSLV,GB-ELG-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.30,
elegant-100ml-clear-18-415-perfumespray,,SKU,GB-ELG-CLR-100ML-SPR-SSLV,GB-ELG-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.30,
boston-round-60ml-cobalt-blue-20-400-dropper,60 ml Cobalt Blue Boston Round Dropper Bottle,SKU,GB-BSR-CBL-60ML-BLK-T-02,GB-BSR-CBL-60ML-BLK-T-02,shopify,1000,deny,manual,0.90,active
boston-round-60ml-cobalt-blue-20-400-dropper,,SKU,GB-BSR-CBL-60ML-WHT-T-01,GB-BSR-CBL-60ML-WHT-T-01,shopify,1000,deny,manual,0.75,
boston-round-60ml-cobalt-blue-20-400-dropper,,SKU,GB-BSR-CBL-60ML-WHT-T-02,GB-BSR-CBL-60ML-WHT-T-02,shopify,1000,deny,manual,0.90,
boston-round-60ml-cobalt-blue-20-400-dropper,,SKU,GB-BSR-CBL-60ML-WHT-T-03,GB-BSR-CBL-60ML-WHT-T-03,shopify,1000,deny,manual,0.90,
boston-round-60ml-cobalt-blue-20-400-dropper,,SKU,GB-BSR-CBL-60ML-BLK-T-01,GB-BSR-CBL-60ML-BLK-T-01,shopify,1000,deny,manual,0.75,
elegant-100ml-frosted-18-415-perfumespray,100 ml Frosted Elegant Bottle,SKU,GB-ELG-FRS-100ML-SPR-CPR,GB-ELG-FRS-100ML-SPR-CPR,shopify,1000,deny,manual,3.80,active
elegant-100ml-frosted-18-415-perfumespray,,SKU,GB-ELG-FRS-100ML-SPR-SBLK,GB-ELG-FRS-100ML-SPR-SBLK,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-perfumespray,,SKU,GB-ELG-FRS-100ML-SPR-SGLD,GB-ELG-FRS-100ML-SPR-SGLD,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-perfumespray,,SKU,GB-ELG-FRS-100ML-SPR-MSLV,GB-ELG-FRS-100ML-SPR-MSLV,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-perfumespray,,SKU,GB-ELG-FRS-100ML-SPR-SSLV,GB-ELG-FRS-100ML-SPR-SSLV,shopify,1000,deny,manual,3.80,
elegant-100ml-frosted-18-415-perfumespray,,SKU,GB-ELG-FRS-100ML-SPR-MGLD,GB-ELG-FRS-100ML-SPR-MGLD,shopify,1000,deny,manual,3.80,
elegant-30ml-clear-15-415,30 ml Clear Elegant Bottle with Cap,SKU,GB-ELG-CLR-30ML-SGLD-T,GB-ELG-CLR-30ML-SGLD-T,shopify,1000,deny,manual,1.90,active
elegant-30ml-clear-15-415,,SKU,GB-ELG-CLR-30ML-SLV-T,GB-ELG-CLR-30ML-SLV-T,shopify,1000,deny,manual,1.90,
empire-100ml-clear-18-415-perfumespray,100 ml Clear Empire Bottle,SKU,GB-EMP-CLR-100ML-SPR-CPR,GB-EMP-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.50,active
empire-100ml-clear-18-415-perfumespray,,SKU,GB-EMP-CLR-100ML-SPR-MGLD,GB-EMP-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-perfumespray,,SKU,GB-EMP-CLR-100ML-SPR-SGLD,GB-EMP-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-perfumespray,,SKU,GB-EMP-CLR-100ML-SPR-SBLK,GB-EMP-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-perfumespray,,SKU,GB-EMP-CLR-100ML-SPR-MSLV,GB-EMP-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.50,
empire-100ml-clear-18-415-perfumespray,,SKU,GB-EMP-CLR-100ML-SPR-SSLV,GB-EMP-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.50,
lotion-pump-18-415,Lotion Pump — Thread 18-415,SKU,CMP-LPM-MTGD-18-415-07,CMP-LPM-MTGD-18-415-07,shopify,1000,deny,manual,1.40,active
lotion-pump-18-415,,SKU,CMP-LPM-SGLD-18-415,CMP-LPM-SGLD-18-415,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-SBLK-18-415,CMP-LPM-SBLK-18-415,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-MTSL-18-415-06,CMP-LPM-MTSL-18-415-06,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-MSLV-18-415-02,CMP-LPM-MSLV-18-415-02,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-SSLV-18-415,CMP-LPM-SSLV-18-415,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-MTCP-18-415-05,CMP-LPM-MTCP-18-415-05,shopify,1000,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-CPR-18-415,CMP-LPM-CPR-18-415,,0,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-MGLD-18-415,CMP-LPM-MGLD-18-415,,0,deny,manual,1.40,
lotion-pump-18-415,,SKU,CMP-LPM-MSLV-18-415-01,CMP-LPM-MSLV-18-415-01,,0,deny,manual,1.40,
elegant-30ml-frosted-15-415,30 ml Frosted Elegant Bottle with Cap,SKU,GB-ELG-FRS-30ML-GLD-T,GB-ELG-FRS-30ML-GLD-T,shopify,1000,deny,manual,1.90,active
elegant-30ml-frosted-15-415,,SKU,GB-ELG-FRS-30ML-SLV-T,GB-ELG-FRS-30ML-SLV-T,shopify,1000,deny,manual,1.90,
sleek-100ml-clear-18-415-perfumespray,100 ml Clear Sleek Bottle,SKU,GB-SLK-CLR-100ML-SPR-CPR,GB-SLK-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.05,active
sleek-100ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-100ML-SPR-SBLK,GB-SLK-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-100ML-SPR-SGLD,GB-SLK-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-100ML-SPR-MGLD,GB-SLK-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-100ML-SPR-MSLV,GB-SLK-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.05,
sleek-100ml-clear-18-415-perfumespray,,SKU,GB-SLK-CLR-100ML-SPR-SSLV,GB-SLK-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.05,
sleek-30ml-clear-18-415-reducer,30 ml Clear Sleek Reducer Bottle,SKU,GB-SLK-CLR-30ML-RDC-BKLT,GB-SLK-CLR-30ML-RDC-BKLT,shopify,1000,deny,manual,1.80,active
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-IVLT,GB-SLK-CLR-30ML-RDC-IVLT,shopify,1000,deny,manual,1.80,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-PKLT,GB-SLK-CLR-30ML-RDC-PKLT,shopify,1000,deny,manual,1.80,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-SGLD,GB-SLK-CLR-30ML-RDC-SGLD,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-SBLK-T,GB-SLK-CLR-30ML-RDC-SBLK-T,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-SBLK,GB-SLK-CLR-30ML-RDC-SBLK,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-BRLT,GB-SLK-CLR-30ML-RDC-BRLT,shopify,1000,deny,manual,1.80,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-LBLT,GB-SLK-CLR-30ML-RDC-LBLT,shopify,1000,deny,manual,1.80,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-SSLV,GB-SLK-CLR-30ML-RDC-SSLV,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-MSLV-T,GB-SLK-CLR-30ML-RDC-MSLV-T,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-MSLV,GB-SLK-CLR-30ML-RDC-MSLV,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-WHT,GB-SLK-CLR-30ML-RDC-WHT,shopify,1000,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-MSLV-01,GB-SLK-CLR-30ML-RDC-MSLV-01,,0,deny,manual,1.52,
sleek-30ml-clear-18-415-reducer,,SKU,GB-SLK-CLR-30ML-RDC-SBLK-01,GB-SLK-CLR-30ML-RDC-SBLK-01,,0,deny,manual,1.52,
slim-100ml-clear-18-415-perfumespray,100 ml Clear Slim Bottle,SKU,GB-SLM-CLR-100ML-SPR-CPR,GB-SLM-CLR-100ML-SPR-CPR,shopify,1000,deny,manual,3.05,active
slim-100ml-clear-18-415-perfumespray,,SKU,GB-SLM-CLR-100ML-SPR-SSLV,GB-SLM-CLR-100ML-SPR-SSLV,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-perfumespray,,SKU,GB-SLM-CLR-100ML-SPR-SGLD,GB-SLM-CLR-100ML-SPR-SGLD,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-perfumespray,,SKU,GB-SLM-CLR-100ML-SPR-MSLV,GB-SLM-CLR-100ML-SPR-MSLV,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-perfumespray,,SKU,GB-SLM-CLR-100ML-SPR-MGLD,GB-SLM-CLR-100ML-SPR-MGLD,shopify,1000,deny,manual,3.05,
slim-100ml-clear-18-415-perfumespray,,SKU,GB-SLM-CLR-100ML-SPR-SBLK,GB-SLM-CLR-100ML-SPR-SBLK,shopify,1000,deny,manual,3.05,
elegant-60ml-clear-18-415-dropper,60 ml Clear Elegant Dropper Bottle,SKU,GB-ELG-CLR-60ML-DRP-SLV,GB-ELG-CLR-60ML-DRP-SLV,shopify,1000,deny,manual,1.90,active
