sku,url,neck,family,glass,capacityMl,sha256,hasPurchase,stockUnavailable,error
GBRoyal13RollSlDot,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,13,ef7725360a79899b5ed0e3f4931d43bead76d0888a817185d1e68a5bdc1b9d8a,True,False,
LBCrcl100LtnClOvrCap,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,d5dbb953360f27eaf257e4a92eb633505982c43c626a4eddcfed12afe5fed7ee,True,False,
GBRndFrst78RdcrMtSlTall,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap,18-415,,Frosted,78,63ef9fdf24ad1180233831ce0ee4b7351a04e88ebb07e00e9971e45321f89903,True,False,
GBEmp50AnSpTslRed,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,3e08847b766663c01257a9f23574278680fff05fa2ba2d86004c748df1f1397f,True,False,
GBRndFrst128AnSpRed,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Frosted,128,28db88cc50db438816c10f292973972b24d67a7e71da1902a4e2c2f4da4628d8,True,True,
LBElgFrst100LtnMtGl,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,,Frosted,100,bce678c06f9960c1be65cb1dcc9b0ce06159f475b6d774261d7925d93d658511,True,False,
LBCrclFrst100LtnClOvrCap,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Frosted,100,2fbcdced61b1bfa38e88885c4970d5248c77e92390e1cba83a8a6058819e3eac,True,False,
GBRoyal13RollSlMatt,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,13,21d6c18153c49a9e86966dc26582a0043169f936546ba353e91846476b166780,True,False,
GBRndFrst78RdcrMtSl,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-silver-matte-cap,18-415,,Frosted,78,f3a3455decccd685373de8443f7985639b9268cdad57a86b180bc1efbad3d7aa,True,False,
GBSqr15MtlRollBlkSh,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,13-415,,Clear,15,d130123f5c6e18ff48b45d100b7dd1aa2cf6d69ecf6a1fba884fc3049146e927,True,False,
GBEmp50AnSpTslWht,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,8063f2575fb73dc637e6423264b2f232d62eb9addd4c170b3725d4f468a2bd1f,True,False,
GBRndFrst128AnSpMtSl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Frosted,128,e032ccc89c1f6570f6fc00019a53827277a4828101b4cf3984f664d3f85b2512,True,False,
LBElgFrst100LtnShnGl,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,,Frosted,100,396252e10a05717f4d896ce4298a8591e1e7a8170a6504d42d99a9060948fcc8,True,False,
GBRndFrst78RdcrWht,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-white-cap,18-415,,Frosted,78,7fe6184290976448ba23b4e4acd83bf0141321e65764d6715abbc66ab131806b,True,False,
LBCyl100LtnClOvrCap,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,Cylinder,Clear,100,06ae0997235dfaebbf498afb804b3582d12deec646432bdf98ee410284403ac4,True,False,
GBRoyal13RollSlSh,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,13,9ad33e4d5ee4014e3cf339b8a7a20f84be092e9c281dcac621556a61dc8d92ec,True,False,
GBSqr15MtlRollCuMatt,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,13-415,,Clear,15,42c090e3da0429356a45f739664fe35365f24ca1956e02bb19ff8f67b5a5032c,True,False,
GBEmp50AnSpTslMtSl,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Clear,50,d8de7405b4e0b33ba28adc0886917d2dda59cfe24d5a3381dd529d093f07f082,True,False,
GBRndFrst128AnSpWht,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Frosted,128,7dd5d1f453870829b7599db96b01db7892e38399f8ecf89085506ce44c31baed,True,False,
LBElgFrst100LtnShnBlk,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,,Frosted,100,e269b36ff0bd5a574e5ee4554f851ae7348227868e5dbe6a560c005871817048,True,False,
LBDiva100LtnClOvrCap,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,0b78c389aa0e2964a2f9b8c21ace754b5a0094b91ff462d96eb75a5fac385866,True,False,
GBRndFrst78RdcrIvyLthr,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap,18-415,,Frosted,78,517eb8104d44e4a4cf8c10929dda725fc65db666774762a7b862c31dcfb91c21,True,False,
GBCrcl15RollBlkSh,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Clear,15,1d8e51baa44dc716a47fe175ffa477796281ee3d05ca20ac0bc560ac39a7a139,True,False,
GBSqr15MtlRollGlMatt,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,13-415,,Clear,15,bc630672ff0162095bca2dc3c59bcdb196d60940d5acd81d06ed908046de7652,True,False,
GBSlk50AnSpLvn,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,0a0141159ccf5ea7c51cbadd8c580d683a89411faefe312342fc2d0d80a2977e,True,True,
GBRndFrst128AnSpTslRed,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,128,17b5097df96ca9f43a34538d666ad9b9b0bb9b98587ab09ca849fe5a3e0417e5,True,False,
LBElgFrst100LtnMtSl,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Frosted,100,c4a15012b5e7197b56e77985444c90b777fb1945e3f7c310691e98efaf01289d,True,False,
LBElg100LtnClOvrCap,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,c1a4cee15941b55240d1decacaee2e329a1b753ba5721773b2de713acb784a34,True,False,
GBRndFrst78RdcrPnkLthr,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap,18-415,,Frosted,78,e9e872c479ea57e47d4ae51132658b36297bb82e00f2c12145cc90e6668ec72a,True,False,
GBCrcl15RollCuMatt,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Clear,15,6ce2d2bc7f6033a80ab02176199073c190e6810d68d52ac7a3d1be65deefc7fb,True,False,
GBSqr15MtlRollGlSh,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,13-415,,Clear,15,cf333f4a1ebdd82f7fafa2912b570eafc86a192badf676d7da777505b1ac5786,True,False,
GBSlk50AnSpPnk,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,e5cf18b88435f9a95c9240fd305969670a86945be1ffdc4a5343aa35bf3eb725,True,False,
GBRndFrst128AnSpTslGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,128,b4e66bdb41330024164dfb661a5c0489a2ca9537ce0c675f81316c1dcf7678a9,True,False,
LBElgFrst100LtnShnSl,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Frosted,100,f8f67d19b0afd271c67a96f5aa58dbc98c6299a89ab20f49c6abf9d770fcec43,True,False,
LBEmp100LtnClOvrCap,https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,7fb48ed178d1a6cbe0ead55b9acd28296740d3cc45bdb63538775182d9bdfa29,True,False,
GBCrcl100RdcrPnkLthr,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-pink-faux-leather-cap,18-415,,Clear,100,e89afefdef1e811a64e1e2e0ba90ac66d9442326c235618488c624da9080d3cb,True,False,
GBCrcl15RollGlMatt,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-gold-cap,13-415,,Clear,15,c4347e0fdf7a37d93d2e7d10d69408867122ae0f8c663e5fa3d2bb7b1b1c9e9e,True,False,
GBSqr15MtlRollPinkDot,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,15,46fcf45398cb11f61867f9fd58e5b7754fd40566af32448337ec4d5ded03cd91,True,False,
GBSlk50AnSpMtSl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Clear,50,2ed8ce702758cb98926842881e0380601355bf5173b85f08644f327fa4c681b5,True,False,
GBRndFrst128AnSpTslIvyGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,128,d2e7328d1da5bac81fa172df327156d01809c197e7ae4a40ce83c48489b878f3,True,False,
LBElgFrst100WhtClOvrCp,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-white-rectangular-clear-over-the-cap,18-415,,Frosted,100,cf44b2874809a19d3df33a15dea00fee4aea94dd76a03063ab90aac21311741c,True,False,
LBSlk100LtnClOvrCap,https://www.bestbottles.com/product/sleek-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,100,55a2c33b793483c600dcc336bf3436452b0cce8c0ba21198fb964f45f4da17cc,True,False,
GBCrcl100RdcrShnGl,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-shiny-gold-cap,18-415,,Clear,100,5bdeed419f0007d8b37272d59637c27e09bc0ad017cbe1cb9e8e6ed5300a4380,True,False,
GBCrcl15RollGlSh,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Clear,15,7fe02fe2e6183519bec620913087eff9221bee9234979bd1dc04b78782e88cee,True,False,
GBSqr15MtlRollSlDot,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,15,ca97546b22d541a4e6eba17d2683b6c1ecdbfe9573e6e5ddc6dd78ee4d4ad1f3,True,False,
GBSlk50AnSpIvySl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,98a4bddbba1d1bcc83fac9be69a1a6fd818265c3f60fe410cb1edeecfbb0b36d,True,False,
GBRndFrst128AnSpTslIvySl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,128,5e2e058daf123fe608ac453b78886b95b946629eda591d9e16d13ba357f9d07a,True,False,
LBElgFrst100LtnCu,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Frosted,100,437f0612226b06d6c65e4cab0be7b17692978729c5558e9438b0cc4dd6f7cc99,True,False,
LBSlm100LtnCu,https://www.bestbottles.com/product/slim-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Clear,100,62f9bb220931ac321451ff575df86f047a93706af2168c6232926d419e9ccfa3,True,False,
GBCrcl100RdcrShnBlkTall,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-tall-black-shiny-cap,18-415,,Clear,100,fb4f28eec0e8ced5738e457c812ce15730a6f330749ba14ad48f8a814cce6cde,True,False,
GBCrcl15RollPinkDot,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,15,08d66218586d1a72b9442b4c34a2d287081baa1d0aefa6c5179aa21afeaf28ac,True,False,
GBSqr15MtlRollSlMatt,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,13-415,,Clear,15,489f495f98ac51ded076830f6c69ca442295597245b836c323bdfdb2bb44bb3e,True,False,
GBSlk50AnSpGl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,c697909a103e838d6e76f57d0b0132d83cf1f4466802a3e450c91602c3f87043,True,False,
GBRndFrst128AnSpTslLvn,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,128,3086866778c9f9c490cfe14477be8af940501b014e5372a308fe8760cd27563f,True,False,
LBElgFrst100LtnClOvrCap,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Frosted,100,09a33061e5572970b5748f2da8ead6acfd2fccd5f4f713b76da65289df13a761,True,False,
GBCrcl100RdcrShnBlk,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-black-shiny-cap,18-415,,Clear,100,24d97b880215570ccc306729db80032c12042dd8e8dd7e1e693e8356f76312fa,True,False,
GBCrcl15RollSlDot,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,15,0c19f42f3d7771c2133860fb5a2bcb1afbbea67be2c8ed3ed61a1231f1451356,True,False,
GBSqr15MtlRollSlSh,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,13-415,,Clear,15,a63958888e7f40a19f88bda346a519a14c88363331fd276125917a15c47619ad,True,False,
GBSlk50AnSpIvyGl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,50,aa9232695abdd63511f1507d4e069ec9538799ea7b5744b773e48514e135d186,True,True,
GBRndFrst128AnSpTslPnk,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Frosted,128,57cf271d718f11d1d4ec332d2e41c5197101f05d18d1a3d6a44bff849bf758fd,True,False,
LBRnd128LtnShnGl,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,,Clear,128,6e2e5ce2d9b90be4404ca441f5395a6badedbdd3c4341f1c125d64dbc0ef7d4b,True,False,
GBCrcl100RdcrBrwnLthr,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-brown-faux-leather-cap,18-415,,Clear,100,b161d4fd1f864262714aacf8a4502fb7576cebfd5e73c09e4d824adaf15606f4,True,False,
GBCrcl15RollSlMatt,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,15,b8bdcbeb30f3ca35cf01afdf9c8a2c49ff114b0c337f07bf83c80bf75e909953,True,False,
GBSlk50AnSpWht,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,dd6ec37525c81df3456bb11291b56a4d1232cfddb25dbf5810d8e9f568adb625,True,False,
GBRndFrst128AnSpTslWht,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Frosted,128,130f7f14aa239d784170673b0a95548c5e3496c04d087f531296e55d406d528d,True,False,
LBRnd128LtnMtSl,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Clear,128,71602b6fe2eb42bc58f48c6078e280f0fa5ba0072faafe1e0009fe08e6c4df09,True,False,
GBCrcl15RollSlSh,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,15,317417845e2b41fcfb5f39d2eb92a4f3daadfae790f44aef39b204fb8d7554b1,True,False,
LBRnd128LtnClOvrCap,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Clear,128,07753847a3e9e54e46ee7abf25aa388050223c520affa2e47cb6d7bceddc1a7a,True,False,
GBCrcl100RdcrLBrwnLthr,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,,Clear,100,73c3eb8730bd7d88aa8519894148f43cc4695b6b1f1b358bf3db9270be397608,True,False,
GBSlk50AnSpRed,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,50,2b2150cfbdf065e350b048a4b46e872c8e4f2c1ff9bd68155493a3137d383f87,True,True,
GBRndFrst128AnSpTslMtSl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Frosted,128,872841ee4a6c5d6ac4e556ba3ea53e5bfdceaa58632e2eaa31f308e516b9e1fa,True,False,
LBRnd128LtnCu,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Clear,128,0dac22cd12249d6c68e70e1fb23eaa380189983a7dd698f7a63b96516b1ac6a0,True,False,
LBRndFrst128LtnClOvrCap,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,18-415,,Frosted,128,7bc867ce01aafbfae9a5bc99dba4c3b61e75bf5bb435b6c753d7d7ad8389abb2,True,False,
GBElg15RollSlSh,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,15,cffaa67902148f27bb4b48e460d02e4a284c92ec2b4a3895d1389108c5b3aafc,True,False,
GBCrcl100RdcrShnSl,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-shiny-silver-cap,18-415,,Clear,100,1222a9bd7ab0a975394a33f2b68193a4abb984a85737a3c0912b5147b1a6d1b1,True,False,
GBSlk50AnSpTslLvn,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,da977801e9ea267b5e4bbf035d24759dbaa5918f80ec7842dab6b5ec7da30227,True,False,
LBRnd128LtnMtGl,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,,Clear,128,2e6cc51243678f2ff2daee3d70691bd97df66ce77135348ebaaf852d345f7caa,True,False,
GBCrcl100RdcrMtSlTall,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-tall-silver-matte-cap,18-415,,Clear,100,bf8030bba1ebc39fd97d10a02b3eabec679c1abbc00d6966d7e5fc79f2f12379,True,False,
GBElg15RollGlSh,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Clear,15,047a85d4aaea5e320ebf4ac7842432b04e023e754cd63716736160deb03fe52b,True,False,
GBSlk30SpryMtGl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-gold-spray-pump-and-cap,18-415,,Clear,30,63d328efa64cf2b05bf7a11662068fdc55b89752d25780997b3ccfb808caf343,True,False,
GBSlk50AnSpTslIvyGl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,cdb05f9f55c1cc339785cbd6c0cee479a9f265605c6f77c4cdd280fede599e59,True,False,
LBRnd128LtnShnBlk,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,,Clear,128,d346d99ed85fb0f9c7746162690982f85ef66ef04c694b86247dc37881c312ed,True,False,
GBCrcl100RdcrMtSl,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-silver-matte-cap,18-415,,Clear,100,f5b4805681ba66a80d27790ef4d2b4a3b2182fdb911e99ae21a27d0f3590b2d1,True,False,
GBElg15RollPinkDot,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,15,a9a8e22704b86188dea05799692e1d08429d5d4875c56779b4b8401e40b8b129,True,False,
GBSlk30SpryShnGl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-shiny-gold-spray-pump-and-cap,18-415,,Clear,30,df862a31b1ef82d04228fe77ca3998a245fffe2bed062824e783e7b796d6b787,True,False,
GBSlk50AnSpTslIvySl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,d9a9b250b9198e5a8fddeda2f47bdc4e700d5e6541761a5d5033e35d29caa048,True,False,
LBRnd128LtnShnSl,https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Clear,128,8260a2e2f14c2bafea7e49934abab47adbf113b5b66abd85635d6b71b3190a39,True,False,
GBElg15RollSlDot,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,15,0d7b837a65034f406a553ddedfd10060c1015152144b28af236bb31a9a9c4d1d,True,False,
GBCrcl100RdcrWht,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-white-cap,18-415,,Clear,100,3bfac60da7d25850f5734903e078a9b7e146e2c7a0d6bfd68b72724c6d1930d9,True,False,
GBSlk30SpryShnBlk,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Clear,30,fa050028bf691326282fef02ba1f169728596c1abf9ba0aba54248f5945316c6,True,False,
GBSlk50AnSpTslWht,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,a315fcd85e6126a1dcde22945ad08e0d71f64395b47d56fd495b3b3f4ecae7c0,True,False,
LBRndFrst128LtnMtGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,,Frosted,128,19a5eb83f6194746c7af5bcc33c34eacd2014dcc5ec12b6b4cc416c137dc2130,True,False,
GBElg15RollSlMatt,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,15,2f64f7d5eb318212d54387faf3f5f692ba6fd7759d0b40119e8208d304cfc087,True,False,
GBCrcl100RdcrIvyLthr,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-reducer-ivory-faux-leather-cap,18-415,,Clear,100,4a6996c9eb299eae03dd64f40f140a753d24b1c7f540dad47714df0666770786,True,False,
GBSlk30SpryMtSl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-silver-spray-pump-and-cap,18-415,,Clear,30,7fe5b9ff0c602838a345afa46263cd148da426870fbc6f9fab963f7162e966d5,True,False,
GBSlk50AnSpTslPnk,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,,Clear,50,ce22d22967e03355824016597810557b9af5a5b4c5f51ef42b03eebf9357ffc0,True,False,
LBRndFrst128LtnShnGl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,,Frosted,128,fb0d9bf9367ebf746e162df350de6ffccacbc48063e472112623e7e0dbc066d3,True,False,
GBElg15RollBlkSh,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Clear,15,bd15ea3b0a328a786eb3eca65ce85d12bc393052e4f87b136e829614ae7a91ad,True,False,
GBCrclFrst100RdcrShnSl,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-shiny-silver-cap,18-415,,Frosted,100,340c6f8b064ea42600e73a88c07e8c5066ba0de556cfb194c592380c439f82ec,True,False,
GBSlk30SpryShnSl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-shiny-silver-spray-and-cap,18-415,,Clear,30,3afec7e4fd3336209ea9f6de06846c302eff334ba0a501fbe565e67637f44ca9,True,False,
GBSlk50AnSpTslRed,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,,Clear,50,e842375add08f0ae2bedd6c812cc4e907b413bc02bf9746eaca4f1b103247822,True,False,
LBRndFrst128LtnShnBlk,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,,Frosted,128,2a448ba392de463d7744f226ad121018bc6ada8508dd0c743893b61c5cc56b05,True,False,
GBCrclFrst100RdcrShnGl,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-reducer-shiny-gold-cap,18-415,,Frosted,100,4fc6f4647142d1d2c89e0ee22e9e6dff2e74ffee11e03c3edb7f1e6ad380fee6,True,False,
GBElg15RollCuMatt,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Clear,15,b86fe9c27d72ae50548ee99f285590f814a80db294c4a062d6b54f408147f9c7,True,False,
GBSlm30SpryShnBlk,https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-shiny-black-spray-pump-and-cap,18-415,,Clear,30,2d07f75ea21ca1678ddad17cc37a2e7c3e41738dcc490322e2b33dbc6266d952,True,False,
GBSlk50AnSpTslMtSl,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,,Clear,50,6d9281d5ff92a03954d00de32ebb298718a69a916c07c614f6ed4b130e89c3e3,True,False,
LBRndFrst128LtnMtSl,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Frosted,128,c9f73652dd786a5edb086eb03abe2a8068cc73ad8d34cf639ef5f4de059f564b,True,False,
