sku,url,neck,family,glass,capacityMl,sha256,hasPurchase,stockUnavailable,error
GBCrcl50RdcrShnGl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-gold-cap,18-415,,Clear,50,c249f9925207effa9fe47007c8c8a4b13068f4ca940e618b70f3fddfd4fe9f0e,True,False,
GBTulip6RollSlDot,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,6,eea65585a455e664eb3f06a8c6b9b38f6e364f7b1e41625758b7601ce3bda795,True,True,
GBCylFrst9SpryShSl,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-shiny-silver-trim-and-cap,17-415,Cylinder,Frosted,9,f35d7fcbc88dbd8b1be3810729fd2980014529da4ee59dac7b09ed86ef331677,True,False,
GBCylBlu9MtlRollShnSl,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-shiny-silver-cap,17-415,Cylinder,Cobalt Blue,9,9fe8d2d9bdcd3c7b487c19943235ea43821f133b730d88465c7ea5713200b676,True,False,
GBCyl100AnSpTslLvn,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,Cylinder,Clear,100,cba2ae731aac482b3ae3dc6bdd65e44d8da53337c532a9dde0c56a98bce343ea,True,False,
LBCrcl50LtnMtSl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Clear,50,2c09639b51ae33d83011d01679f795ccda6f6b0aa5a084fa9b97974cf19c8b0b,True,False,
GBCylSwrl9MtlRollBlkDot,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-black-dot-cap,17-415,Cylinder,,9,214aceebb7f4fc457530c50b585b821317c1599b8532df7c79fd2445f820c7d9,True,False,
GBTulip6RollSlMatt,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,6,a48b27853e7caa8b3cb8bf0e78f0a2c0beda273782714a3262668c11a6a2f3b9,True,True,
GBCrcl50RdcrIvyLthr,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap,18-415,,Clear,50,9ed91b0f987745cc51d8e6050047d46aa6acc3e5b6bf91efd8bae623aea9ad22,True,False,
GBCylBlu9MtlRollMattCu,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-matte-copper-cap,17-415,Cylinder,Cobalt Blue,9,8c15603b6e3e179eec1bca92fc7c8d97358660b6ef384db2f3f37e74b8fff6f6,True,False,
GBCylFrst9SpryTur,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-turquoise-trim-and-cap,17-415,Cylinder,Frosted,9,17253e46cb0a953b76463d7780124f831ce38cb3fd142ca58252941bdbb8487d,True,False,
GBCyl100AnSpTslIvyGl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,Cylinder,Clear,100,72a6245e0d9922accd09fff675e8cc51c1c7a28550ffe55c186ff2b83ce57aa1,True,False,
LBCrcl50LtnShnSl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Clear,50,c09ffc95c754a3ba4bb1ad007c8d9a7c45a350047eeebcdf700edc29dadd274c,True,False,
GBTallCyl9MtlRollBlkDot,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,Cylinder,Clear,9,c18e9a403674433dc70adc6e2e7408421f7113fd0a1b7ecccae78ac0bcbd7ab1,True,False,
GBCrcl50RdcrPnkLthr,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap,18-415,,Clear,50,4e560bfae51d24f176f5246300030b275f32747f3c25f8e1059b35b36a12235d,True,False,
GBTulip6RollSlSh,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,6,bb6c5ee9736038eb0a9f50c1f0aecf615ce0541fd5b2a1ff3b2590cefa272296,True,True,
GBCylBlu9MtlRollShBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-shiny-black-cap,17-415,Cylinder,Cobalt Blue,9,47fa41dc6ec57794ab39963d11737ee1941cb576f0a7491b9fe026b016dc4f5b,True,False,
GBCylFrst9SpryRd,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-red-trim-and-cap,17-415,Cylinder,Frosted,9,f99e072ff07505c32b8800de2bd61b3c920d12ff3a2909468b5230f2ebbe039e,True,False,
GBCyl100AnSpTslIvySl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,Cylinder,Clear,100,228f90501b61200c806e7a9951bcb437e410d5e2c7874034ebf5a89ccc2ffbba,True,False,
LBCrcl50LtnCu,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Clear,50,745af4cdf80372b4445c42781d397d91f4e2152e402e36fd9341444e90525dca,True,False,
GBTallCylFrst9MtlRollBlkDot,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,Cylinder,Frosted,9,201db9b02927c47f46a94aca208ded778fb097bc6b75313be62345ff235a8223,True,False,
GBCrcl50RdcrShnBlkTall,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap,18-415,,Clear,50,39aa3b52579955540b96c8a53af5d2ac54a7cae19b3527ed52b689c5b69170b4,True,False,
GBSleek8RollBlkSh,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,13-415,,Clear,8,44f35b4af38067d76f9e134e9dbeae3a687593afa339a528d7ee8f6ea37f1f8b,True,False,
GBCylBlu9MtlRollWht,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-white-cap,17-415,Cylinder,Cobalt Blue,9,2e8a7d0bf8584822b6b5580f67de79ad7d9b2f580bea8e947d40603a1c7e7d8c,True,False,
GBCylSwrl9SpryGl,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-gold-trim-and-cap,17-415,Cylinder,,9,741c755da8a31469b16b25bbf7376457a1ba85ddd046de0a41f21ab399fe30aa,True,False,
GBCyl100AnSpTslWht,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,Cylinder,Clear,100,c94cba2628fa0a11231a4bd2d11283c09c3f61b80f3e12f1f43e5d334f6db0b1,True,False,
LBCrclFrst50LtnMtGl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,,Frosted,50,44a65c6956cd35490e58b59acd04ac11a7355b21163fc792fc5e5e585d3c05ae,True,False,
GBCrcl50RdcrShnBlk,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-black-shiny-cap,18-415,,Clear,50,e6c1726af5d2c73f53a1c71d0f0f9f918930a32018cec29b9724e8ee63dcfed7,True,False,
GBSleek8RollSlSh,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,13-415,,Clear,8,11e17bcd110a76f2899c9d28ce01a0fc79b62c187d4f90378c885ff7d0c10e31,True,False,
GBCylFrst9MtlRollWht,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-white-cap,17-415,Cylinder,Frosted,9,bb1d39ee9cd662c41081eed25f46d2cb812b47a9cbad4c65fb620b1ceae18535,True,False,
GBCylSwrl9SpryMattSl,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-matte-silver-trim-and-cap,17-415,Cylinder,,9,28863fc5d1c928072aa836034d125134ff0359bb979d4e83fe151ee2cdbda01a,True,False,
GBCyl100AnSpTslPnk,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,Cylinder,Clear,100,c6c784826b2d8f35011e9ca7b7af66f74c36f4433809a8a972d7f3bca7e71589,True,False,
LBCrclFrst50LtnShnGl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,,Frosted,50,45f3365ba2bbc2a9754d3a36a6d53f593069e21843f3e97ad105e61284ab9b19,True,False,
GBCrcl50RdcrBrwnLthr,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-brown-faux-leather-cap,18-415,,Clear,50,45535ce624051a4b86e2b781655d8be15e138d54c18c1f30a8a5bf2479542c70,True,False,
GBSleek8RollPinkDot,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,13-415,,Clear,8,f7522d0b0b1e3ec26e37d476a67a7a82cb39f69c85b64f49c8ea729188056525,True,False,
GBCylFrst9MtlRollMattCu,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-matte-copper-cap,17-415,Cylinder,Frosted,9,f51a616d350689ace7434c72e3ac5625300e9b590dda0c2151fb7d0a88df03f3,True,False,
GBCylSwrl9SpryShSl,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-shiny-silver-trim-and-cap,17-415,Cylinder,,9,ba3549b80e7a038affe252d619243076e4cbe0bf259e0add1b82f65b706ceae8,True,False,
GBCyl100AnSpTslRed,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,18-415,Cylinder,Clear,100,cfaba75f44c565bb6166f1f0fc6769f075f2c8c7073c232dd9e4315f377026ad,True,True,
GBSleek8RollSlDot,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,13-415,,Clear,8,2be57481803ef6ccabcc6428e46a31f0bf9e9c0c4208f58ef6a5d8b15fa6a6dc,True,False,
LBCrclFrst50LtnShnBlk,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,,Frosted,50,9febf33c9fbd7b0453f9b5020c19758bc99748adc32faac7afb9d43db54fd67f,True,False,
GBRect10MtlRollBlkDot,https://www.bestbottles.com/product/footed-rectangular-design-10-ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,10,074f751d0dd6fa3239c2b8a2404dc3025c245990dd17eda85fc5ebfeb1e0c1b3,True,False,
GBCrcl50RdcrLBrwnLthr,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,,Clear,50,8da2f978d278024f12fda5136d3450916e714389c0e612ad9438f4418e0755df,True,False,
GBCylFrst9MtlRollMattSl,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-matte-silver-cap,17-415,Cylinder,Frosted,9,28a6c4b6a394d54ba357c98b37aae63dbda2fb29d1f98f71204a3d59a7b3f9bf,True,False,
GBCylSwrl9SpryRd,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-red-trim-and-cap,17-415,Cylinder,,9,cceca84a97d7cbe75de782a3979984ae288b00552443bb29ef1ebaafee9a96ed,True,False,
GBCyl100AnSpTslMtSl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,18-415,Cylinder,Clear,100,d916ae6a67ef59daf468ce0939d3e906a41de29658b8af0edb33ab58d9b8a6b8,True,False,
LBCrclFrst50LtnMtSl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,,Frosted,50,1e53d452ded56dc3b8464f6fe1b1ea41525d7cc131135909a59cf3b4b317dcc9,True,False,
GBTallRect10MtlRollBlkDot,https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,10,7af6b1f0b52f1af34cdc021367bb9908e34a9a32d3a25116201f3d40813c6dfd,True,False,
GBSleek8RollCuMatt,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,13-415,,Clear,8,5d640a3113b1fa7e2cd7981733ba3c72f1a6312e8375cdabd50c8a716f2d1bf1,True,False,
GBCrcl50RdcrMtSlTall,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-silver-matte-cap,18-415,,Clear,50,99e7f1c86576578c4afb2de5e524df3e1d20b2d6c3f1bd8d491911c07e228f4b,True,False,
GBCylFrst9MtlRollSlDot,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-silver-dot-cap,17-415,Cylinder,Frosted,9,a4a2b0c8a254f1e8bbbb7ae7d52f0db268b79ae4aa1c50d60efd4332a3c28912,True,False,
GBCylSwrl9SpryTur,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-sprayer-turquoise-trim-and-cap,17-415,Cylinder,,9,ee2d762304a6f6a2aa5ef41ae211e86ccbfdbc026c078fc017a796f0b6ae1121,True,False,
GBCyl100AnSpTslGl,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,18-415,Cylinder,Clear,100,808cb83dde663c9d976f1319824afba1a75cd16f212907f9dd9e046ff16db2ae,True,False,
LBCrclFrst50LtnShnSl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,,Frosted,50,49af9b56491602c15b905181292b255a4a46d633a3659bc93f632fb525f4a864,True,False,
GBSleek8RollGlMatt,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,13-415,,Clear,8,a37c039dc9a1a1d2f5d046695edf0362fc8b270a12e49646647bd9016ac3c256,True,False,
GBCrcl50RdcrWht,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-white-cap,18-415,,Clear,50,cd05fc1c4829267050bc37384384b47cdbca605a54f808125a0fb848dd33878e,True,False,
GBCylFrst9MtlRollPnkDot,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-pink-dot-cap,17-415,Cylinder,Frosted,9,7c137cf1afd0032532eac4e4700b0d514ff27f50f9dd1a0db52aa82682125c8b,True,False,
GBTallCyl9SpryBluMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-blue-spray,13-415,Cylinder,Clear,9,daff17490587163d664a4d0d78eb450579dcbd2dabf1981c58882ebf89121700,True,False,
GBSlk30AnSpLvn,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,30,4052c4f0548be8678797b6ed491f13812586281e55ecedcbac5002bb116139ba,True,True,
GBDiva100AnSpMtSl,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Clear,100,6a30d91a113f32778fd09e016514828f8ec2a1b1df5eb6220897c7ef01dc54d2,True,False,
GBSleek8RollGlSh,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,13-415,,Clear,8,b3e433e800b63d3209158511db5403af1bab8f68ab6c7f8d24b95a7ba4df850f,True,False,
LBCrclFrst50LtnCu,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap,18-415,,Frosted,50,4df3c78aada6f313396ecd4aec3f868e4a329e9610309fabdf8e74b9f640747f,True,False,
GBRoyal13MtlRollBlkDot,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,13,73dd7319e73c0bf80dba6df4415464e397fdf66e8ab5a30e5baaf1bb38d8e967,True,False,
GBCrcl50RdcrMtSl,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-silver-matte-cap,18-415,,Clear,50,71e5f672d1f9637fa6b20ca90da070d6619af3b6035d0772e78cf4128c9c81bb,True,False,
GBCylFrst9MtlRollMattGl,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-matte-gold-cap,17-415,Cylinder,Frosted,9,abd438fac76e40a034df855a35b9b6ad0640cbda8d7014c943a55e93f1d21aa1,True,False,
GBTallCyl9SpryCuMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-copper-spray,13-415,Cylinder,Clear,9,fcdfc88093b64fa20b93958145f184c6921dfb9b6d5c4824e2dc72866cb8d39f,True,False,
GBSlk30AnSpPnk,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,30,050a5fc5996f17f6765e3913d0364bc63bbabb2f7deb03f3e35fb424c47db6ca,True,False,
GBDiva100AnSpGl,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Clear,100,c100288416a1f104fb1a538c1f70dc8691bf0832abde580d3dbc201c5f38aadb,True,False,
LBCyl50LtnMtGl,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap,18-415,Cylinder,Clear,50,a7a8c3499ba42061ab9459a107669fb43f7a41fd2ff330f12aeaebc59c8243c4,True,False,
GBCrclFrst50RdcrShnGl,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-shiny-gold-cap,18-415,,Frosted,50,5cc24a43053d11b48429104b55fddb447cac50c474b6ab2a3f8e1aa6548d81cb,True,False,
GBSleek8RollSlMatt,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,13-415,,Clear,8,258ac9c76a794d47d1e5e313a370c19089906e82da870e237160c0060e01df7b,True,False,
GBCrcl15MtlRollBlkDot,https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,15,36311c18205169ab58cc39044be8f3367717ecb8c750aa847643d92201b18e27,True,False,
GBCylFrst9MtlRollShnGl,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-shiny-gold-cap,17-415,Cylinder,Frosted,9,64bf8a8af7086e0c5445444aabb908d6053c7ff3e7d468f649148183040da923,True,False,
GBTallCyl9SpryBlkSh,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-shiny-black-spray,13-415,Cylinder,Clear,9,7bac14afd2f0d311ff2d2ec14e278b1a7454552f39c238e2587c1ddb0179c7b2,True,False,
GBSlk30AnSpMtSl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,18-415,,Clear,30,7fd208eb2cd361aef111cdc69f6c087ff9dfdd03f308a0a1167d7d95fce769f6,True,False,
GBDiva100AnSpIvyGl,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,100,610ba218615828302762f763bbad0903a0ee2ef0e7c6fafe236ee5f397857e67,True,False,
LBCyl50LtnShnGl,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,18-415,Cylinder,Clear,50,001006392a3e0b196e02184fc242797109cc1951b3164552361b59e8c93c9b97,True,False,
GBCrclFrst50RdcrShnBlkTall,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap,18-415,,Frosted,50,dfb9a6fd84fcf6acfdae61ee893df8624533f37a6712f617d6ff0f4ff9af1278,True,False,
GBCylAmb9RollWht,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-white-cap,17-415,Cylinder,Amber,9,a2e315d84ec567a6ae41a56619e0369746f997e3c81c972ace7a9ce089d53917,True,False,
GBElg15MtlRollBlkDot,https://www.bestbottles.com/product/elegant-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,15,91cd954c7fabb6f7f10cc8373d5e9c2ecb632ccfc2d4b92adbed609fedc420ca,True,False,
GBCylFrst9MtlRollShnSl,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-shiny-silver-cap,17-415,Cylinder,Frosted,9,f89197643e9c587c1c0e98c077a069242040c7584416602cad71544e6c72589c,True,False,
GBTallCyl9SpryGlMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-gold-spray,13-415,Cylinder,Clear,9,5f7484cb05a1718ed58be847d7d26677ea6844f5782ba86b565180ee1b9e7f4f,True,False,
GBSlk30AnSpIvySl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,30,9a7a12cb3f801403be86d8083899f861734a2817038bbdd020df4c57e67f7a60,True,False,
GBDiva100AnSpWht,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,100,394d52f1fb5ca76989fafbf74af630f7b08d26ab16c4538516f11aa86553852c,True,False,
LBCyl50LtnShnBlk,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-black-lotion-pump-and-cap,18-415,Cylinder,Clear,50,d249aa93622f0af22b41b7f64b3cb2e986381e2f3619eb15eaf2bf4fbbec3216,True,False,
GBCrclFrst50RdcrShnBlk,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-black-shiny-cap,18-415,,Frosted,50,618240b21c5a5028e4f194b60db8b2c974bf413da28c55d8286b277afc228170,True,False,
GBCylAmb9RollMattCu,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-matte-copper-cap,17-415,Cylinder,Amber,9,e2a9a71617d8dbc9a6663e7bdde9757f7efe43ea2cdc053411ec9c62583fba2e,True,False,
GBElgFrst15MtlRollBlkDot,https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Frosted,15,57a475ac58c3153ea23039cf338811e59a157bf2292c03f5951924894f1b88f2,True,False,
GBCylFrst9MtlRollShBlk,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-metal-roller-ball-shiny-black-cap,17-415,Cylinder,Frosted,9,82eea845faaffc7ba755f54059cf6823f19c1637e261adf3c2df008790446542,True,False,
GBTallCyl9SpryGlSh,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-shiny-gold-spray,13-415,Cylinder,Clear,9,f9d45f4e8910cc73f335a2c91a12df1d42c58691f86a1a705130ff3a40fb80e1,True,False,
GBSlk30AnSpGl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,18-415,,Clear,30,cded36a6a2a0e147e10aaca359dea649fa4d3a22512cc0ce2badfb79056d6d9b,True,False,
GBDiva100AnSpIvySl,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,100,9b79b6fd33beef6473e4127e1a110c1890b755e2a8fd352e506ba84ef05cde0d,True,False,
LBCyl50LtnMtSl,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap,18-415,Cylinder,Clear,50,fef0edde23c602509a221461b24e1d55b873d9b2678385d99e4e77de66cb0f45,True,False,
GBCrclFrst50RdcrBrwnLthr,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap,18-415,,Frosted,50,021a16e13251c6215ae6a84327190a1d0946942ad0f8365719d15b048a93ba81,True,False,
GBCylAmb9RollMattGl,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-matte-gold-cap,17-415,Cylinder,Amber,9,cc564f5af483c72eef273138d49c4d5b1dfd63f90763aebd4fde508799fd5c3b,True,False,
GBFlair15MtlRollBlkDot,https://www.bestbottles.com/product/flair-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,13-415,,Clear,15,914a53c93cff00b23c01ca3d5143a4654b3805584b16d3b496e2d588f3f3606b,True,False,
GBCylSwrl9MtlRollMattSl,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-matte-silver-cap,17-415,Cylinder,,9,b87f0b7659fe9cc5b4c5a5d2e37d35a760d6096b4eefdcaec8cec38dadd9776c,True,False,
GBTallCyl9SprySlMatt,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-matte-silver-spray,13-415,Cylinder,Clear,9,d6485c2b9a878bcc35cf885c8a689e5f9f8ee4166516be4a5aba77fbfa2c2f6f,True,False,
GBSlk30AnSpIvyGl,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,18-415,,Clear,30,80b8009a9532615ec239c1890940bf4a719422170b5624e8e97f15aade2ddb1e,True,True,
GBDiva100AnSpLvn,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,100,21df2e9ae79ac10f8f83b6598d0ac978cf3bb9e0585c93c5ae409c64f77ec065,True,True,
LBCyl50LtnShnSl,https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,18-415,Cylinder,Clear,50,cefe5ef98a526d5f9b7d63adae32d211343ae4f0916faef9d924982d73a6ee69,True,False,
GBCylAmb9RollMattSl,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-plastic-roller-ball-matte-silver-cap,17-415,Cylinder,Amber,9,8fb5ef3f374b45fe22674a89a3b25a226165dae73b0aede0ab522ce72e40bac6,True,False,
GBCrclFrst50RdcrLBrwnLthr,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap,18-415,,Frosted,50,6ee8e6ca6260b4887ed02f1a2b90bb8d2f2f2e3929b41e235751b132e9fb496e,True,False,
GBCylSwrl9MtlRollSlDot,https://www.bestbottles.com/product/cylinder-design-9-ml-swirl-glass-bottle-metal-roller-ball-silver-dot-cap,17-415,Cylinder,,9,1e96b186cf7410cf86ae841f4c3144ba6f886e5222e48ceba1470ca8b4391ad1,True,False,
GBSlk30AnSpWht,https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,18-415,,Clear,30,bbd47e420e8d16d2abfbd223e763752c0f296549fe6901f25b81e30f5fe58fc5,True,False,
GBTallCyl9SprySlSh,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-shiny-silver-spray,13-415,Cylinder,Clear,9,d8461711204a29f9ec4e58a797a940724613917cb7b4abbbf05ef36bbb72b5ef,True,False,
