graceSku,itemName,field,convex,master_v83
GB-ELG-FRS-100ML-AST-IVGD,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with Ivo",capColor,Ivory,Ivory Gold
CMP-SPR-BKSL-18-415-02,Black Antique or Vintage style bulb sprayer with silver fitt,family,Sprayer,Component
CMP-SPR-BKSL-18-415-02,Black Antique or Vintage style bulb sprayer with silver fitt,capColor,Black,Black Silver
CMP-SPR-BKSL-18-415-02,Black Antique or Vintage style bulb sprayer with silver fitt,dataGrade,B — no color,A
CMP-SPR-BKSL-18-415-02,Black Antique or Vintage style bulb sprayer with silver fitt,diameter,65 ±1 mm,22
CMP-SPR-BKSL-18-415-02,Black Antique or Vintage style bulb sprayer with silver fitt,heightWithCap,38 ±0.5 mm,20
GB-SLM-CLR-50ML-SPR-MGLD,"Slim design 50 ml, 1.7oz  clear glass bottle  with matte gol",capStyle,Spray,Screw Cap
GB-RND-FRS-78ML-ASP-IVSL,"Round design 78 ml, 2.65oz frosted glass bottle with ivory v",capColor,Ivory,Ivory Silver
CMP-SPR-SLWH-18-415-04,White Antique or Vintage style bulb sprayer with silver fitt,family,Sprayer,Component
CMP-SPR-SLWH-18-415-04,White Antique or Vintage style bulb sprayer with silver fitt,capColor,White,Silver White
CMP-SPR-SLWH-18-415-04,White Antique or Vintage style bulb sprayer with silver fitt,dataGrade,B — no color,A
CMP-SPR-SLWH-18-415-04,White Antique or Vintage style bulb sprayer with silver fitt,diameter,21 ±0.5 mm,22
CMP-SPR-SLWH-18-415-04,White Antique or Vintage style bulb sprayer with silver fitt,heightWithCap,36 ±0.5 mm,20
CMP-SPR-RED-02,Sprayer Red,family,Sprayer,Component
CMP-SPR-RED-02,Sprayer Red,dataGrade,B,B — no thread
CJ-JAR-AMB-40ML-02,"Glass, cream jar style 40 ml amber bottle with silver cap. F",category,Glass Jar,Cream Jar
GB-RCT-CLR-10ML-SPR-MSLV-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Spray
CMP-CAP-SLV-13-415-01,"Shiny silver lid or closure for glass bottle, Thread size 13",family,Roll-On Cap,Cap/Closure
CMP-CAP-SLV-13-415-01,"Shiny silver lid or closure for glass bottle, Thread size 13",category,Component,Cap/Closure
CMP-CAP-SBLK-18415-T,Tall Black caps for glass bottles. Thread size 18-415,family,Cap/Closure,Cap
CMP-CAP-SBLK-18415-T,Tall Black caps for glass bottles. Thread size 18-415,category,Component,Cap/Closure
GB-CYL-FRS-9ML-08,"Tall cylinder design 9ml, 1/3oz frosted glass bottle with sh",capStyle,Tall,Spray
GB-CYL-CLR-10ML-ATM-SLV-01,"Silver atomizer design 10 ml bottle. For use with perfumes, ",family,Atomizer,Cylinder
GB-CYL-CLR-10ML-ATM-SLV-01,"Silver atomizer design 10 ml bottle. For use with perfumes, ",category,Metal Atomizer,Glass Bottle
CMP-SPR-IVGD-18-415-01,Sprayer Thread 18-415,capColor,Ivory,Ivory Gold
GB-ELG-CLR-100ML-ASP-IVSL,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with ivo",capColor,Ivory,Ivory Silver
CMP-SPR-LVN-BULB,Antique Sprayer Bulb Lavender,dataGrade,B,C — no description
LB-RND-CLR-78ML-LPM-SGLD,"Round design 78 ml, 2.65oz clear glass bottle with shiny gol",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-CPR,"Slim design 50 ml, 1.7oz clear glass bottle with matte coppe",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-CPR,"Slim design 50 ml, 1.7oz clear glass bottle with matte coppe",heightWithCap,112 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-CPR,"Slim design 50 ml, 1.7oz clear glass bottle with matte coppe",heightWithoutCap,121 ±2 mm,112 ±2 mm
GB-CIR-CLR-50ML-RDC-SSLV,"Circle design 50 ml, 1.7oz  clear glass bottle  with reducer",heightWithCap,91 ±1 mm,112 ±2 mm
GB-CYL-CLR-5ML-ATM-SLV-03,Silver atomizer design 5 ml bottle with star patterns. For u,family,Atomizer,Cylinder
GB-CYL-CLR-5ML-ATM-SLV-03,Silver atomizer design 5 ml bottle with star patterns. For u,category,Metal Atomizer,Glass Bottle
CMP-SPR-MTGD-18-415-05,"Matte Gold collar sprayer, Thread size 18-415",family,Sprayer,Component
CMP-SPR-MTGD-18-415-05,"Matte Gold collar sprayer, Thread size 18-415",dataGrade,C — no color,A
CMP-SPR-MTGD-18-415-05,"Matte Gold collar sprayer, Thread size 18-415",caseQuantity,357.0,500.0
CMP-SPR-MTGD-18-415-05,"Matte Gold collar sprayer, Thread size 18-415",diameter,23 ±0.5 mm,22
CMP-SPR-MTGD-18-415-05,"Matte Gold collar sprayer, Thread size 18-415",heightWithCap,41 ±0.5 mm,20
CMP-SPR-GDIV-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,family,Sprayer,Component
CMP-SPR-GDIV-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,capColor,Ivory,Gold Ivory
CMP-SPR-GDIV-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,dataGrade,B — no color,A
CMP-SPR-GDIV-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,diameter,65 ±1 mm,22
CMP-SPR-GDIV-18-415-02,Ivory Gold Antique or Vintage style bulb sprayer with Gold f,heightWithCap,38 ±0.5 mm,20
GB-CYL-BLU-5ML-GLD-T,"Cylinder design 5ml, 1/6oz Blue glass bottle with shiny gold",capColor,Shiny Gold,Gold
LB-CYL-CLR-50ML-LPM-CPR,"Cylinder design 50 ml, 1.7oz clear glass bottle with matte c",category,Glass Bottle,Lotion Bottle
LB-DVA-CLR-46ML-LPM-SBLK,"Diva design 46 ml, 1.64oz clear glass bottle with shiny blac",category,Glass Bottle,Lotion Bottle
GB-RCT-CLR-10ML-MRL-MSLV-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Roll-On
GB-CIR-CLR-100ML-AST-IVGD,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with Ivor",capColor,Ivory,Ivory Gold
GB-DVA-FRS-46ML-T-30,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Black Leather,Clear
GB-ELG-FRS-60ML-ASP-IVGD,"Elegant design 60 ml, 2oz frosted glass bottle with ivory vi",capColor,Ivory,Ivory Gold
LB-CYL-CLR-100ML-LPM-MSLV,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with matt",category,Glass Bottle,Lotion Bottle
GB-CYL-AMB-5ML-SPR-MCPR,"Tulip design 5ml, 1/6 oz Amber glass bottle with matte coppe",family,Tulip,Cylinder
LB-SLK-CLR-50ML-LPM-MGLD,"Sleek design 50 ml, 1.7oz  clear glass bottle  with matte go",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-100ML-AST-GLD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with Gold",diameter,46 ±0.5 mm,78 ±1 mm
CMP-SPR-CLR-30ML,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity:,family,Plastic Bottle,Sprayer
CMP-SPR-CLR-30ML,Plastic Bottle with Clear Spray Top and Clear Cap. Capacity:,category,Plastic Bottle,Other
LB-CIR-CLR-50ML-LPM-SBLK,"Circle design 50 ml, 1.7oz clear glass bottle with shiny bla",category,Glass Bottle,Lotion Bottle
GB-CIR-CLR-50ML-RDC-SBLK-T,"Circle design 50 ml, 1.7oz  clear glass bottle  with reducer",capStyle,Tall,Screw Cap
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,family,Elegant,Component
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,category,Glass Bottle,Component
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,capColor,Matte Copper,Clear Copper
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,dataGrade,A,B — no thread
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,caseQuantity,288.0,1000.0
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,diameter,30 ±0.5 mm,22
GB-ELG-CLR-15ML-MNR-MCPR,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Matte Copper,heightWithCap,73 ±1 mm,20
LB-SLM-CLR-30ML-LPM-SBLK,"Slim design 30 ml, 1oz clear glass bottle with shiny black l",category,Glass Bottle,Lotion Bottle
LB-RND-FRS-78ML-04,"Round design 78 ml, 2.65oz frosted glass bottle with shiny b",category,Glass Bottle,Lotion Bottle
ACC-RCB-2X12,2inches x 12inches Recloseable Plastic Bags. 100pcs per pack,category,Packaging,Other
CMP-SPR-SGLD-17-415,"Shiny gold collar sprayer, Thread size 17-415",category,Component,Other
GB-ELG-CLR-15ML-RBL,Elegant 15 ml (0.51 oz) Clear Glass Bottle with Roller Ball,dataGrade,B — no thread,B — no cap color; no thread
LB-EMP-CLR-50ML-LPM-SBLK,"Empire design 50 ml, 1.7oz clear glass bottle with shiny bla",category,Glass Bottle,Lotion Bottle
LB-EMP-CLR-50ML-LPM-SBLK,"Empire design 50 ml, 1.7oz clear glass bottle with shiny bla",diameter,37 ±0.5 mm,72 ±1 mm
LB-SLM-CLR-30ML-LPM-MGLD,"Slim design 30 ml, 1oz clear glass bottle with matte gold lo",category,Glass Bottle,Lotion Bottle
LB-ELG-FRS-60ML-LPM-SGLD,"Elegant design 60 ml, 2oz frosted glass bottle with shiny go",category,Glass Bottle,Lotion Bottle
GB-RCT-WHT-10ML-WHT-S-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Short
GB-CYL-AMB-5ML-ROL-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",family,Tulip,Cylinder
GB-CYL-AMB-5ML-ROL-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",diameter,23 ±0.5 mm,17 ±0.5 mm
GB-CYL-AMB-5ML-ROL-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",heightWithCap,57 ±1 mm,72 ±1 mm
GB-CYL-AMB-5ML-ROL-SGLD,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",heightWithoutCap,45 ±0.5 mm,61 ±1 mm
GB-CYL-AMB-5ML-ROL-SLDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",family,Tulip,Cylinder
GB-CYL-AMB-5ML-ROL-SLDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",diameter,23 ±0.5 mm,17 ±0.5 mm
GB-CYL-AMB-5ML-ROL-SLDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",heightWithCap,57 ±1 mm,72 ±1 mm
GB-CYL-AMB-5ML-ROL-SLDT,"Tulip design 5ml, 1/6 oz Amber glass bottle with plastic rol",heightWithoutCap,45 ±0.5 mm,61 ±1 mm
GB-ELG-FRS-15ML-SPR-SGLD-02,Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Sprayer Sh,capStyle,Spray,Screw Cap
CMP-DRP-AMB,Dropper Amber,family,Dropper,Component
CMP-DRP-AMB,Dropper Amber,dataGrade,B,B — no thread
GB-EMP-CLR-100ML-RDC-BKLT,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with redu",diameter,46 ±0.5 mm,78 ±1 mm
LB-CIR-CLR-50ML-LPM-CPR,"Circle design 50 ml, 1.7oz clear glass bottle with matte cop",category,Glass Bottle,Lotion Bottle
LB-CIR-CLR-50ML-LPM-COCP,"Circle design 50 ml, 1.7oz clear glass bottle with with a ma",category,Glass Bottle,Lotion Bottle
GB-ETF-GRN-35ML,Eternal Flame - 1 1/4 oz (35ml)Green glass bottle with groun,family,Decorative,Eternal Flame
GB-ELG-FRS-60ML-AST-IVGD,"Elegant design 60 ml, 2oz frosted glass bottle with Ivory vi",capColor,Ivory,Ivory Gold
GB-CYL-CLR-100ML-SPR-SGLD,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with sh",capStyle,Spray,Screw Cap
GB-DVA-CLR-46ML-T-34,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,capColor,Matte Silver,Clear
GB-DVA-CLR-46ML-T-34,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-100ML-RDC-BLK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capColor,Black Leather,Black
GB-CIR-FRS-100ML-RDC-BLK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,118 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-BLK,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",family,Vial,Component
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",category,Glass Bottle,Component
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",capColor,White,Amber White
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",dataGrade,A,B — no thread
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",diameter,16 ±0.5 mm,22
GB-VIA-AMB-1.5ML-WHT-S,"Vial design 1.5ml, Amber glass vial with white short cap. Fo",heightWithCap,24 ±0.5 mm,20
LB-CYL-CLR-100ML-LPM-COCP,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with with",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-100ML-RDC-SBLK-T,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",capStyle,Tall,Screw Cap
LB-ELG-FRS-100ML-LPM-COCP,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with wit",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-9ML-SPR-MCPR,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with matt",capStyle,Tall,Spray
LB-CIR-FRS-100ML-LPM-CPR,"Circle design 100 ml, 3 1/2oz frosted glass bottle with matt",category,Glass Bottle,Lotion Bottle
GB-DVA-FRS-46ML-T-36,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,capColor,Pink Leather,Clear
LB-RND-CLR-78ML-LPM-CPR,"Round design 78 ml, 2.65oz clear glass bottle with matte cop",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-100ML-ASP-GLD,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with gold",diameter,46 ±0.5 mm,78 ±1 mm
GB-CYL-CLR-6ML-ROL-PKDT,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roll",family,Tulip,Cylinder
LB-DVA-CLR-100ML-LPM-MSLV,"Diva design 100 ml, 3 1/2oz clear glass bottle with matte si",category,Glass Bottle,Lotion Bottle
CJ-JAR-CLR-15ML-PNK,"Plastic, cream jar style 15 ml bottle with pink cap. For use",category,Glass Jar,Cream Jar
GB-DVA-CLR-46ML-03,Diva 46 ml (1.56 oz) Clear Glass Bottle,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CYL-CLR-6ML-MRL-SLDT,"Tulip design 6ml, 1/5oz Clear glass bottle with metal roller",family,Tulip,Cylinder
LB-ELG-CLR-100ML-LPM-SSLV,"Elegant design 100 ml, 3 1/2oz clear glass bottle with shiny",category,Glass Bottle,Lotion Bottle
GB-CIR-FRS-100ML-RDC-MSLV,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithCap,109 ±2 mm,125 ±2 mm
GB-CIR-FRS-100ML-RDC-MSLV,"Circle design 100 ml, 3 1/2oz frosted glass bottle with redu",heightWithoutCap,105 ±2 mm,100 ±1 mm
LB-SLM-CLR-50ML-LPM-COCP,"Slim design 50 ml, 1.7oz clear glass bottle with with a matt",category,Glass Bottle,Lotion Bottle
LB-SLM-CLR-50ML-LPM-COCP,"Slim design 50 ml, 1.7oz clear glass bottle with with a matt",heightWithCap,113 ±2 mm,121 ±2 mm
LB-SLM-CLR-50ML-LPM-COCP,"Slim design 50 ml, 1.7oz clear glass bottle with with a matt",heightWithoutCap,121 ±2 mm,113 ±2 mm
GB-EMP-CLR-50ML-SPR-SGLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with shiny g",capStyle,Spray,Screw Cap
GB-EMP-CLR-50ML-SPR-SGLD,"Empire design 50 ml, 1.7oz  clear glass bottle  with shiny g",diameter,37 ±0.5 mm,72 ±1 mm
GB-SLK-CLR-100ML-SPR-SGLD,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with shiny",capStyle,Spray,Screw Cap
CMP-DRP-BLK-20400-90,Black rubber bulb dropper with black cap. Glass stem length ,category,Component,Other
GB-DMD-CLR-60ML-AST-IVGD,"Diamond design 60ml, 2 ounce  clear glass bottle  with Ivory",capColor,Ivory,Ivory Gold
GB-DEC-AMB-5ML-S,"Tulip design 5ml, 1/6 oz Amber glass bottle with short black",family,Tulip,Decorative
GB-EMP-CLR-50ML-ASP-BLK,"Empire design 50 ml, 1.7oz  clear glass bottle  with black v",diameter,37 ±0.5 mm,72 ±1 mm
GB-DVA-CLR-46ML-T-20,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-DVA-CLR-46ML-T-27,Diva 46 ml (1.56 oz) Clear Glass Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-50ML-RDC-IVR,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",capColor,Ivory Leather,Ivory
GB-PIL-CLR-9ML-MRL-BDOT,Pillar shaped 9ml Clear glass bottle with metal roller ball ,family,Pillar,Roll-On Bottle
GB-PIL-CLR-9ML-MRL-BDOT,Pillar shaped 9ml Clear glass bottle with metal roller ball ,dataGrade,B,B — no cap color; no thread
GB-PIL-CLR-9ML-MRL-BDOT,Pillar shaped 9ml Clear glass bottle with metal roller ball ,heightWithCap,70 ±1 mm Item Height without C,105.5
GB-PIL-CLR-9ML-MRL-BDOT,Pillar shaped 9ml Clear glass bottle with metal roller ball ,heightWithoutCap,57 ±1 mm Item Diameter: 21 ±0.,86.9
LB-DVA-CLR-46ML-T,Diva 46 ml (1.56 oz) Clear Lotion Bottle Tall Cap,dataGrade,C — no applicator; no thread,C — no applicator; no cap color; no thread
GB-CIR-FRS-50ML-RDC-SBLK-T,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",capStyle,Tall,Screw Cap
GB-CIR-FRS-50ML-RDC-SBLK-T,"Circle design 50 ml, 1.7oz  frosted glass bottle  with reduc",heightWithCap,99 ±1 mm,112 ±2 mm
CMP-SPR-MTGD-13-415-07,"Matte gold Fine Mist Sprayer, Thread size 13-415",family,Sprayer,Component
CMP-SPR-MTGD-13-415-07,"Matte gold Fine Mist Sprayer, Thread size 13-415",capColor,Shiny Gold,Matte Gold
CMP-SPR-MTGD-13-415-07,"Matte gold Fine Mist Sprayer, Thread size 13-415",dataGrade,B — no color,A
CMP-SPR-MTGD-13-415-07,"Matte gold Fine Mist Sprayer, Thread size 13-415",diameter,17 ±0.5 mm,22
CMP-SPR-MTGD-13-415-07,"Matte gold Fine Mist Sprayer, Thread size 13-415",heightWithCap,32 ±0.5 mm,20
CMP-ROC-MSLV-13415,"Matte silver cap or closure for rollon bottles, Threadsize 1",category,Component,Roll-On Cap
GB-CYL-CLR-6ML-MRL-BKDT,"Tulip design 6ml, 1/5oz Clear glass bottle with metal roller",family,Tulip,Cylinder
GB-RCT-CLR-10ML-SPR-MBLK-02,"Tall rectangular design 10ml, 1/3oz Clear glass bottle with ",capStyle,Tall,Spray
OTH-PLS-CLR-30ML,Clear Plastic Bottle With Clear Screw on Cap.Capacity: 1oz (,category,Plastic Bottle,Other
GB-CYL-CLR-9ML-ROL-MGLD-02,"Tall cylinder design 9ml, 1/3oz Clear glass bottle with plas",capStyle,Tall,Screw Cap
GB-CYL-CLR-6ML-SPR-MSLV,"Tulip design 6ml, 1/5oz Clear glass bottle with matte silver",family,Tulip,Cylinder
GB-EMP-CLR-100ML-ASP-RED,"Empire design 100 ml, 3 1/2oz  clear glass bottle  with red ",diameter,46 ±0.5 mm,78 ±1 mm
LB-SLM-CLR-100ML-LPM-CPR,"Slim design 100 ml, 3 1/2oz clear glass bottle with matte co",category,Glass Bottle,Lotion Bottle
GB-VIA-CLR-15ML-GLD-T-01,"Flair design 15ml, 1/2oz Clear glass bottle with shiny gold ",family,Flair,Vial
GB-RND-FRS-128ML-RDC-IVR,"Round design 128 ml, 4.33oz frosted glass bottle with reduce",capColor,Ivory Leather,Ivory
GB-SLK-CLR-5ML-SPR-MGLD,"Sleek design 5ml, 1/6oz Clear glass bottle with matte gold s",capStyle,Spray,Screw Cap
LB-CIR-CLR-100ML-LPM-COCP,"Circle design 100 ml, 3 1/2oz clear glass bottle with with a",category,Glass Bottle,Lotion Bottle
GB-EMP-CLR-50ML-AST-BLK,"Empire design 50 ml, 1.7oz  clear glass bottle  with Black v",diameter,37 ±0.5 mm,72 ±1 mm
CMP-SPR-SHBK-13-415-07,"Shiny black Fine Mist Sprayer, Thread size 13-415",family,Sprayer,Component
CMP-SPR-SHBK-13-415-07,"Shiny black Fine Mist Sprayer, Thread size 13-415",capColor,Black,Shiny Black
CMP-SPR-SHBK-13-415-07,"Shiny black Fine Mist Sprayer, Thread size 13-415",dataGrade,B — no color,A
CMP-SPR-SHBK-13-415-07,"Shiny black Fine Mist Sprayer, Thread size 13-415",diameter,17 ±0.5 mm,22
CMP-SPR-SHBK-13-415-07,"Shiny black Fine Mist Sprayer, Thread size 13-415",heightWithCap,32 ±0.5 mm,20
GB-VIA-WHT-13ML-WHT-S,"Royal design 13ml, 1/2oz Clear glass bottle with short white",family,Royal,Vial
LB-SLK-CLR-50ML-LPM-CPR,"Sleek design 50 ml, 1.7oz clear glass bottle with matte copp",category,Glass Bottle,Lotion Bottle
GB-CYL-BLU-5ML-SPR-MGLD,"Cylinder design 5ml, 1/6oz Blue glass bottle with matte gold",capStyle,Spray,Screw Cap
LB-DVA-CLR-30ML-LPM-MGLD,"Diva design 30 ml, 1oz clear glass bottle with matte gold lo",category,Glass Bottle,Lotion Bottle
GB-CYL-CLR-6ML-SLV-T,"Tulip design 6ml, 1/5oz Clear glass bottle with shiny silver",family,Tulip,Cylinder
GB-CYL-PNK-5ML-ATM-PNK,Cylinder 5 ml (0.17 oz) Pink Glass Bottle with Atomizer Pink,family,Atomizer,Cylinder
GB-CYL-PNK-5ML-ATM-PNK,Cylinder 5 ml (0.17 oz) Pink Glass Bottle with Atomizer Pink,category,Metal Atomizer,Glass Bottle
LB-CYL-CLR-100ML-LPM-CPR,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with matt",category,Glass Bottle,Lotion Bottle
