websiteSku,graceSku,family,capacityMl,color,neckThreadSize,category,applicator,assemblyType,productUrl
GBElgFrst60AnSpMtSl,GB-ELG-FRS-60ML-ASP-MSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap
GBElgFrst60AnSpPnk,GB-ELG-FRS-60ML-ASP-PNK,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap
GBElgFrst60AnSpRed,GB-ELG-FRS-60ML-ASP-RED,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst60AnSpTslBlk,GB-ELG-FRS-60ML-AST-BLK,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpTslGl,GB-ELG-FRS-60ML-AST-GLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElgFrst60AnSpTslIvyGl,GB-ELG-FRS-60ML-AST-IVGD,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElgFrst60AnSpTslIvySl,GB-ELG-FRS-60ML-AST-IVSL,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpTslLvn,GB-ELG-FRS-60ML-AST-LVN,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpTslMtSl,GB-ELG-FRS-60ML-AST-MSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar
GBElgFrst60AnSpTslPnk,GB-ELG-FRS-60ML-AST-PNK,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElgFrst60AnSpTslRed,GB-ELG-FRS-60ML-AST-RED,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpTslWht,GB-ELG-FRS-60ML-AST-WHT,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst60AnSpWht,GB-ELG-FRS-60ML-ASP-WHT-02,Elegant,60.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst60DrpCu,GB-ELG-FRS-60ML-DRP-CPR,Elegant,60.0,Frosted,18-415,Glass Bottle,Dropper,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-dropper-shiny-copper-collar-cap
GBElgFrst60DrpGl,GB-ELG-FRS-60ML-DRP-GLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Dropper,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-dropper-shiny-gold-collar-cap
GBElgFrst60DrpSl,GB-ELG-FRS-60ML-DRP-SLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Dropper,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-dropper-shiny-silver-collar-cap
GBElgFrst60RdcrBlkLthr,GB-ELG-FRS-60ML-RDC-BKLT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-black-faux-leather-cap
GBElgFrst60RdcrBrwnLthr,GB-ELG-FRS-60ML-RDC-BRLT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap
GBElgFrst60RdcrIvyLthr,GB-ELG-FRS-60ML-RDC-IVLT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap
GBElgFrst60RdcrLBrwnLthr,GB-ELG-FRS-60ML-RDC-LBLT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap
GBElgFrst60RdcrMtSl,GB-ELG-FRS-60ML-RDC-MSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-silver-matte-cap
GBElgFrst60RdcrMtSlTall,GB-ELG-FRS-60ML-RDC-MSLV-T,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap
GBElgFrst60RdcrPnkLthr,GB-ELG-FRS-60ML-RDC-PKLT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap
GBElgFrst60RdcrShnBlk,GB-ELG-FRS-60ML-RDC-SBLK,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-black-shiny-cap
GBElgFrst60RdcrShnBlkTall,GB-ELG-FRS-60ML-RDC-SBLK-T,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap
GBElgFrst60RdcrShnGl,GB-ELG-FRS-60ML-RDC-SGLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-shiny-gold-cap
GBElgFrst60RdcrShnSl,GB-ELG-FRS-60ML-RDC-SSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-shiny-silver-cap
GBElgFrst60RdcrWht,GB-ELG-FRS-60ML-RDC-WHT,Elegant,60.0,Frosted,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-reducer-white-cap
GBElgFrst60SpryCu,GB-ELG-FRS-60ML-SPR-CPR,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-copper-spray-and-cap
GBElgFrst60SpryMtGl,GB-ELG-FRS-60ML-SPR-MGLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-gold-spray-pump-and-cap
GBElgFrst60SpryMtSl,GB-ELG-FRS-60ML-SPR-MSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-spray-pump-and-cap
GBElgFrst60SpryShnBlk,GB-ELG-FRS-60ML-SPR-SBLK,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-black-spray-pump-and-cap
GBElgFrst60SpryShnGl,GB-ELG-FRS-60ML-SPR-SGLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-gold-spray-pump-and-cap
GBElgFrst60SpryShnSl,GB-ELG-FRS-60ML-SPR-SSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-silver-spray-and-cap
LBElg60LtnClrOvrCap,LB-ELG-CLR-60ML-LPM-COCP,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap
LBElg60LtnCu,LB-ELG-CLR-60ML-LPM-CPR,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-copper-lotion-pump-and-cap
LBElg60LtnMtGl,LB-ELG-CLR-60ML-LPM-MGLD,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-gold-lotion-pump-and-cap
LBElg60LtnMtSl,LB-ELG-CLR-60ML-LPM-MSLV,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-matte-silver-lotion-pump-and-cap
LBElg60LtnShnBlk,LB-ELG-CLR-60ML-LPM-SBLK,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-black-lotion-pump-and-cap
LBElg60LtnShnGl,LB-ELG-CLR-60ML-LPM-SGLD,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-gold-lotion-pump-and-cap
LBElg60LtnShnSl,LB-ELG-CLR-60ML-LPM-SSLV,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-shiny-silver-lotion-pump-and-cap
LBElg60WhtClOvrCp,LB-ELG-CLR-60ML-LPM-OVCP-T,Elegant,60.0,Clear,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-glass-bottle-white-rectangular-clear-over-the-cap
LBElgFrst60LtnClOvrCap,LB-ELG-FRS-60ML-LPM-COCP,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap
LBElgFrst60LtnCu,LB-ELG-FRS-60ML-LPM-CPR,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap
LBElgFrst60LtnMtGl,LB-ELG-FRS-60ML-LPM-MGLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap
LBElgFrst60LtnMtSl,LB-ELG-FRS-60ML-LPM-MSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap
LBElgFrst60LtnShnBlk,LB-ELG-FRS-60ML-LPM-SBLK,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap
LBElgFrst60LtnShnGl,LB-ELG-FRS-60ML-LPM-SGLD,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap
LBElgFrst60LtnShnSl,LB-ELG-FRS-60ML-LPM-SSLV,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap
LBElgFrst60WhtClOvrCp,LB-ELG-FRS-60ML-LPM-OVCP-T,Elegant,60.0,Frosted,18-415,Glass Bottle,Lotion Pump,2-part,https://www.bestbottles.com/product/elegant-design-60-ml-frosted-glass-bottle-white-rectangular-clear-over-the-cap
GBElg100AnSpBlk,GB-ELG-CLR-100ML-ASP-BLK,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100AnSpGl,GB-ELG-CLR-100ML-ASP-GLD,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap
GBElg100AnSpIvyGl,GB-ELG-CLR-100ML-ASP-IVGD,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap
GBElg100AnSpIvySl,GB-ELG-CLR-100ML-ASP-IVSL,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100AnSpLvn,GB-ELG-CLR-100ML-ASP-LVN,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100AnSpMtSl,GB-ELG-CLR-100ML-ASP-MSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap
GBElg100AnSpPnk,GB-ELG-CLR-100ML-ASP-PNK,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap
GBElg100AnSpRed,GB-ELG-CLR-100ML-ASP-RED,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100AnSpTslBlk,GB-ELG-CLR-100ML-AST-BLK,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpTslGl,GB-ELG-CLR-100ML-AST-GLD,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElg100AnSpTslIvyGl,GB-ELG-CLR-100ML-AST-IVGD,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElg100AnSpTslIvySl,GB-ELG-CLR-100ML-AST-IVSL,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpTslLvn,GB-ELG-CLR-100ML-AST-LVN,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpTslMtSl,GB-ELG-CLR-100ML-AST-MSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar
GBElg100AnSpTslPnk,GB-ELG-CLR-100ML-AST-PNK,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElg100AnSpTslRed,GB-ELG-CLR-100ML-AST-RED,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpTslWht,GB-ELG-CLR-100ML-AST-WHT,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElg100AnSpWht,GB-ELG-CLR-100ML-ASP-WHT-01,Elegant,100.0,Clear,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElg100RdcrBlkLthr,GB-ELG-CLR-100ML-RDC-BKLT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-black-faux-leather-cap
GBElg100RdcrBrwnLthr,GB-ELG-CLR-100ML-RDC-BRLT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-brown-faux-leather-cap
GBElg100RdcrIvyLthr,GB-ELG-CLR-100ML-RDC-IVLT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-ivory-faux-leather-cap
GBElg100RdcrLBrwnLthr,GB-ELG-CLR-100ML-RDC-LBLT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-light-brown-faux-leather-cap
GBElg100RdcrMtSl,GB-ELG-CLR-100ML-RDC-MSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-silver-matte-cap
GBElg100RdcrMtSlTall,GB-ELG-CLR-100ML-RDC-MSLV-T,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-tall-silver-matte-cap
GBElg100RdcrPnkLthr,GB-ELG-CLR-100ML-RDC-PKLT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-pink-faux-leather-cap
GBElg100RdcrShnBlk,GB-ELG-CLR-100ML-RDC-SBLK,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-black-shiny-cap
GBElg100RdcrShnBlkTall,GB-ELG-CLR-100ML-RDC-SBLK-T,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-tall-black-shiny-cap
GBElg100RdcrShnGl,GB-ELG-CLR-100ML-RDC-SGLD,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-shiny-gold-cap
GBElg100RdcrShnSl,GB-ELG-CLR-100ML-RDC-SSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-shiny-silver-cap
GBElg100RdcrWht,GB-ELG-CLR-100ML-RDC-WHT,Elegant,100.0,Clear,18-415,Glass Bottle,Reducer,3-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-reducer-white-cap
GBElg100SpryCu,GB-ELG-CLR-100ML-SPR-CPR,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-copper-spray-and-cap
GBElg100SpryMtGl,GB-ELG-CLR-100ML-SPR-MGLD,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-gold-spray-pump-and-cap
GBElg100SpryMtSl,GB-ELG-CLR-100ML-SPR-MSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-spray-pump-and-cap
GBElg100SpryShnBlk,GB-ELG-CLR-100ML-SPR-SBLK,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-shiny-black-spray-pump-and-cap
GBElg100SpryShnGl,GB-ELG-CLR-100ML-SPR-SGLD,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-shiny-gold-spray-pump-and-cap
GBElg100SpryShnSl,GB-ELG-CLR-100ML-SPR-SSLV,Elegant,100.0,Clear,18-415,Glass Bottle,Perfume Spray Pump,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-shiny-silver-spray-and-cap
GBElgFrst100AnSpBlk,GB-ELG-FRS-100ML-ASP-BLK,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst100AnSpGl,GB-ELG-FRS-100ML-ASP-GLD,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap
GBElgFrst100AnSpIvyGl,GB-ELG-FRS-100ML-ASP-IVGD,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap
GBElgFrst100AnSpIvySl,GB-ELG-FRS-100ML-ASP-IVSL,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst100AnSpLvn,GB-ELG-FRS-100ML-ASP-LVN,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst100AnSpMtSl,GB-ELG-FRS-100ML-ASP-MSLV,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap
GBElgFrst100AnSpPnk,GB-ELG-FRS-100ML-ASP-PNK,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap
GBElgFrst100AnSpRed,GB-ELG-FRS-100ML-ASP-RED,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap
GBElgFrst100AnSpTslBlk,GB-ELG-FRS-100ML-AST-BLK,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst100AnSpTslGl,GB-ELG-FRS-100ML-AST-GLD,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElgFrst100AnSpTslIvyGl,GB-ELG-FRS-100ML-AST-IVGD,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar
GBElgFrst100AnSpTslIvySl,GB-ELG-FRS-100ML-AST-IVSL,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst100AnSpTslLvn,GB-ELG-FRS-100ML-AST-LVN,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar
GBElgFrst100AnSpTslMtSl,GB-ELG-FRS-100ML-AST-MSLV,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar
GBElgFrst100AnSpTslPnk,GB-ELG-FRS-100ML-AST-PNK,Elegant,100.0,Frosted,18-415,Glass Bottle,Vintage Bulb Sprayer with Tassel,2-part,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar
