environment,family,sku,body,capacity,neck,glass,fitment,finish,visible,candidate,component,issue,sellable,stock,kit_completeness,kit_slots,kit_conflicts
live,Cylinder,GBCyl50RdcrLBrwnLthr,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Light Brown Leather,False,False,CP18-415LBrwnLthr,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollGlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Matte Gold,False,True,CPRoll13-415GlMt,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCyl50RdcrShnSl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Shiny Silver,False,False,CP18-415ShnSl,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollGlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Shiny Gold,False,True,CPRoll13-415GlSh,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCyl50RdcrMtSlTall,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Tall Matte Silver,False,False,CP18-415MtSlTall,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollPinkDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Pink Dotted,False,True,CPRoll13-415PinkDot,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCyl50RdcrMtSl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Matte Silver,False,False,CP18-415MtSl,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollSlDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Silver Dotted,False,True,CPRoll13-415SlDot,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollWht,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,White,True,True,CpRoll17-415White,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl50RdcrWht,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,White,False,False,CP18-415Wh,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollSlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Matte Silver,False,True,CPRoll13-415SlMt,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollShBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Shiny Black,True,True,CpRoll17-415ShnBlk,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl50RdcrPnkLthr,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Pink Leather,False,False,CP18-415LPnkLthr,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCyl9MtlRollSlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Metal Roller Ball,Shiny Silver,False,True,CPRoll13-415SlSh,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollShnGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Shiny Gold,True,True,CpRoll17-415ShnGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl50RdcrIvyLthr,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Reducer,Ivory Leather,False,False,CP18-415LIvyLthr,catalog_unavailable,False,In Stock,,,[]
live,Cylinder,GBTallCylFrst9MtlRollSlDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Silver with Dots,False,True,CPRoll13-415SlDot,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollShnSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Shiny Silver,True,True,CpRoll17-415ShnSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9MtlRollPinkDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Pink with Dots,False,True,CPRoll13-415PinkDot,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollPnkDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Pink Dotted,False,True,CpRoll17-415PnkDot,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBTallCylFrst9MtlRollSlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Matte Silver,False,True,CPRoll13-415SlMt,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollMattSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Matte Silver,True,True,CpRoll17-415MattSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9MtlRollGlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Matte Gold,False,True,CPRoll13-415GlMt,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollSlDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Silver Dotted,False,True,CpRoll17-415SlDot,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBTallCylFrst9MtlRollGlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Shiny Gold,False,True,CPRoll13-415GlSh,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollMattGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Matte Gold,True,True,CpRoll17-415MattGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9MtlRollSlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Shiny Silver,False,True,CPRoll13-415SlSh,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu9RollMattCu,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Plastic Roller Ball,Matte Copper,True,True,CpRoll17-415Cu,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9MtlRollCuMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Matte Copper,False,True,CPRoll13-415Cu,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylFrst9RollShBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Shiny Black,True,True,CpRoll17-415ShnBlk,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9MtlRollBlkSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Metal Roller Ball,Shiny Black,False,True,CPRoll13-415BlkSh,media_unavailable,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylFrst9RollShnGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Shiny Gold,True,True,CpRoll17-415ShnGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollShnSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Shiny Silver,True,True,CpRoll17-415ShnSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollPnkDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Pink Dotted,True,True,CpRoll17-415PnkDot,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollSlDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Silver Dotted,True,True,CpRoll17-415SlDot,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollMattSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Matte Silver,True,True,CpRoll17-415MattSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollMattGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Matte Gold,True,True,CpRoll17-415MattGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollMattCu,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,Matte Copper,True,True,CpRoll17-415Cu,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylFrst9RollWht,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Plastic Roller Ball,White,True,True,CpRoll17-415White,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollShnSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Shiny Silver,True,True,CpRoll17-415ShnSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollWht,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,White,True,True,CpRoll17-415White,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollShnGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Shiny Gold,True,True,CpRoll17-415ShnGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollShBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Shiny Black,True,True,CpRoll17-415ShnBlk,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollMattCu,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Matte Copper,True,True,CpRoll17-415Cu,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollSlDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Silver with Dots,True,True,CpRoll17-415SlDot,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollPnkDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Pink with Dots,False,True,CpRoll17-415PnkDot,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCyl9RollMattSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Matte Silver,True,True,CpRoll17-415MattSl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCyl9RollMattGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Plastic Roller Ball,Matte Gold,True,True,CpRoll17-415MattGl,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylSwrl9RollShnSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Shiny Silver,False,True,CpRoll17-415ShnSl,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9RollShnGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Shiny Gold,False,True,CpRoll17-415ShnGl,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9RollShBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Shiny Black,False,True,CpRoll17-415ShnBlk,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9RollMattCu,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Matte Copper,False,True,CpRoll17-415Cu,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9RollPnkDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Pink Dotted,True,True,CpRoll17-415PnkDot,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylSwrl9RollSlDot,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Silver Dotted,True,True,CpRoll17-415SlDot,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylSwrl9RollMattSl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Matte Silver,False,True,CpRoll17-415MattSl,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9RollMattGl,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,Matte Gold,False,True,CpRoll17-415MattGl,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBTallCyl9RollBlkSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Shiny Black,False,True,CPRoll13-415BlkSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollCuMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Matte Copper,False,True,CPRoll13-415Cu,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollGlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Matte Gold,False,True,CPRoll13-415GlMt,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollGlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Shiny Gold,False,True,CPRoll13-415GlSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollPinkDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Pink Dotted,False,True,CPRoll13-415PinkDot,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollSlDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Silver Dotted,False,True,CPRoll13-415SlDot,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollSlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Matte Silver,False,True,CPRoll13-415SlMt,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9RollSlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,Plastic Roller Ball,Shiny Silver,False,True,CPRoll13-415SlSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollSlDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Silver with Dots,False,True,CPRoll13-415SlDot,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollPinkDot,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Pink with Dots,False,True,CPRoll13-415PinkDot,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollSlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Matte Silver,False,True,CPRoll13-415SlMt,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBCyl5BlkSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Ribbed Black,True,True,CP13-415BlkSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBTallCylFrst9RollGlMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Matte Gold,False,True,CPRoll13-415GlMt,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollGlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Shiny Gold,False,True,CPRoll13-415GlSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBCylBlu5BlkSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Ribbed Black,True,True,CP13-415BlkSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBTallCylFrst9RollSlSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Shiny Silver,False,True,CPRoll13-415SlSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollCuMatt,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Matte Copper,False,True,CPRoll13-415Cu,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCylFrst9RollBlkSh,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,Plastic Roller Ball,Shiny Black,False,True,CPRoll13-415BlkSh,media_unavailable,True,In Stock,capSplit,body | roller | cap,[]
live,Cylinder,GBTallCyl9BlkSht,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,,Short Ribbed Black,True,True,CP13-415BlkSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBTallCylFrst9BlkSht,cylinder-9ml|13-415|Glass Bottle,9,13-415,Frosted,,Short Ribbed Black,True,True,CP13-415BlkSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,LBCyl100LtnShnBlk,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Shiny Black,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCyl100LtnShnGl,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Shiny Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCyl100LtnShnSl,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Shiny Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCyl100LtnMtGl,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Matte Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCyl100LtnMtSl,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Matte Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCyl100LtnCu,cylinder-100ml|18-415|Glass Bottle,100,18-415,Clear,Lotion Pump,Copper,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,LBCylAmb9LtnBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Amber,Lotion Pump,Black,True,True,Ltn17-415Blk,,True,In Stock,full,body | pump | overcap | collar,[]
live,Cylinder,GBCyl50AnSpLvn,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Lavender,True,True,AnSp18-415Lvn,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,LBCyl9LtnBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Clear,Lotion Pump,Clear,True,True,Ltn17-415Blk,,True,In Stock,full,body | pump | overcap | collar,[]
live,Cylinder,GBCyl50AnSpPnk,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Pink,True,True,CP18-415AnSpPnk,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpMtSl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Matte Silver,True,True,AnSp18-415MtSl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,LBCylBlu9LtnBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Cobalt Blue,Lotion Pump,Black,True,True,Ltn17-415Blk,,True,In Stock,full,body | pump | overcap | collar,[]
live,Cylinder,GBCyl50AnSpIvySl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Ivory Silver,True,True,AnSp18-415IvySl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,LBCylFrst9LtnBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Frosted,Lotion Pump,Black,True,True,Ltn17-415Blk,,True,In Stock,full,body | pump | overcap | collar,[]
live,Cylinder,GBCyl50AnSpGl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Gold,True,True,AnSp18-415Gl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpIvyGl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Ivory Gold,True,True,AnSp18-415IvyGl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpWht,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,White,True,True,AnSp18-415Wht,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpRed,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer,Red,True,True,AnSp18-415Red,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslLvn,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Lavender,True,True,AnSpTsl18-415Lvn,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,LBcyl25LtnClOvrCap,cylinder-25ml|18-415|Glass Bottle,25,18-415,Clear,Lotion Pump,Clear,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl50AnSpTslIvyGl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Ivory Gold,True,True,AnSpTsl18-415IvyGl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslIvySl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Ivory Silver,True,True,AnSpTsl18-415IvySl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslWht,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,White,True,True,AnSpTsl18-415Wht,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslPnk,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Pink,True,True,AnSpTsl18-415Pnk,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslRed,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Red,True,True,AnSpTsl18-415Red,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslMtSl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Matte Silver,True,True,AnSpTsl18-415MtS,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,GBCyl50AnSpTslGl,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Vintage Bulb Sprayer with Tassel,Gold,True,True,CP18-415AnSpTslGl,,True,In Stock,full,diptube | body | sprayer,[]
live,Cylinder,LBCyl50LtnClOvrCap,cylinder-50ml|18-415|Glass Bottle,50,18-415,Clear,Lotion Pump,Clear Overcap,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylSwrl9SpryBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Fine Mist Sprayer,Black,True,True,Spry17-415Blk,,True,In Stock,full,body | sprayer | overcap | collar,[]
live,Cylinder,LBCylSwrl9LtnBlk,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Lotion Pump,Black,True,True,Ltn17-415Blk,,True,In Stock,full,body | pump | overcap | collar,[]
live,Cylinder,PbClear8ozFlpWh,cylinder-227ml|null|Plastic Bottle,227,,Clear,N/A,White,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,PbClear4ozFlpWh,cylinder-114ml|null|Plastic Bottle,114,,Clear,N/A,White,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylBlu5BlkShSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Shiny Black,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,PbNat16ozFlpWh,cylinder-454ml|null|Plastic Bottle,454,,Clear,N/A,White,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBcyl25SpryShnBlk,cylinder-25ml|18-415|Glass Bottle,25,18-415,Clear,Fine Mist Sprayer,Shiny Black,False,False,,compatibility_unresolved,True,Available to order,,,[]
live,Cylinder,GBCyl5WhtSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Ribbed White,True,True,CP13-415WhtSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylSwrl9MtlRollWht,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,White,True,True,CpRoll17-415White,,True,In Stock,full,body | roller | cap,[]
live,Cylinder,GBCylSwrl9RollWht,cylinder-9ml|17-415|Glass Bottle,9,17-415,Swirl,Plastic Roller Ball,White,False,True,CpRoll17-415White,media_unavailable,True,In Stock,,,[]
live,Cylinder,GBTallCyl9WhtSht,cylinder-9ml|13-415|Glass Bottle,9,13-415,Clear,,Short Ribbed White,True,True,CP13-415WhtSht,,True,In Stock,capSplit,body | cap,[]
live,Cylinder,GBCylBlu5CuSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Matte Copper,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylBlu5GlMattSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Matte Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylBlu5SlMattSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Matte Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylBlu5GlSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Shiny Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCylBlu5SlSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Cobalt Blue,Cap/Closure,Short Shiny Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5CuSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Matte Copper,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5GlMattSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Matte Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5SlMattSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Matte Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5BlkShSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Shiny Black,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5GlSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Shiny Gold,False,False,,compatibility_unresolved,True,In Stock,,,[]
live,Cylinder,GBCyl5SlSht,cylinder-5ml|13-415|Glass Bottle,5,13-415,Clear,Cap/Closure,Short Shiny Silver,False,False,,compatibility_unresolved,True,In Stock,,,[]
