sku,graceSku,family,capacityMl,glass,neck,fitment,finish,builderVisible,completeness,slots,flags,visualApproval
"GBCrcl50RdcrWht","GB-CIR-CLR-50ML-RDC-WHT","Circle","50","Clear","18-415","Reducer","White","true","full","body | cap","","pending_exact_source_and_render_review"
"LBCrclFrst50LtnCu","LB-CIR-FRS-50ML-LPM-CPR","Circle","50","Frosted","18-415","Lotion Pump","Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl50RdcrMtSl","GB-CIR-CLR-50ML-RDC-MSLV","Circle","50","Clear","18-415","Reducer","Matte Silver","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrShnGl","GB-CIR-FRS-50ML-RDC-SGLD","Circle","50","Frosted","18-415","Reducer","Shiny Gold","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrcl15MtlRollBlkDot","GB-CIR-CLR-15ML-MRL-BKDT","Circle","15","Clear","13-415","Metal Roller Ball","Black Dotted","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrShnBlkTall","GB-CIR-FRS-50ML-RDC-SBLK-T","Circle","50","Frosted","18-415","Reducer","Shiny Black","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrShnBlk","GB-CIR-FRS-50ML-RDC-SBLK","Circle","50","Frosted","18-415","Reducer","Shiny Black","false","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrBrwnLthr","GB-CIR-FRS-50ML-RDC-01","Circle","50","Frosted","18-415","Reducer","Frosted","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrLBrwnLthr","GB-CIR-FRS-50ML-RDC-02","Circle","50","Frosted","18-415","Reducer","Frosted","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrShnSl","GB-CIR-FRS-50ML-RDC-SSLV","Circle","50","Frosted","18-415","Reducer","Shiny Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrMtSl","GB-CIR-FRS-50ML-RDC-MSLV","Circle","50","Frosted","18-415","Reducer","Matte Silver","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrWht","GB-CIR-FRS-50ML-RDC-WHT","Circle","50","Frosted","18-415","Reducer","White","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrPnkLthr","GB-CIR-FRS-50ML-RDC-PNK","Circle","50","Frosted","18-415","Reducer","Pink","true","full","body | cap","","pending_exact_source_and_render_review"
"GBCrclFrst50RdcrIvyLthr","GB-CIR-FRS-50ML-RDC-IVR","Circle","50","Frosted","18-400","Reducer","Ivory","false","full","body | cap","","pending_exact_source_and_render_review"
"GBCrcl15SpryBlkSh","GB-CIR-CLR-15ML-SPR-SBLK","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Black","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpLvn","GB-CIR-CLR-50ML-ASP-LVN","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15SpryBluMatt","GB-CIR-CLR-15ML-SPR-MBLU","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Blue","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpPnk","GB-CIR-CLR-50ML-ASP-PNK","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15SpryCuMatt","GB-CIR-CLR-15ML-SPR-MCPR","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Copper","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpMtSl","GB-CIR-CLR-50ML-ASP-MSLV","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15SpryGlMatt","GB-CIR-CLR-15ML-SPR-MGLD","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpIvySl","GB-CIR-CLR-50ML-ASP-IVSL","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15SpryGlSh","GB-CIR-CLR-15ML-SPR-SGLD","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Gold","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpGl","GB-CIR-CLR-50ML-ASP-GLD","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15SprySlMatt","GB-CIR-CLR-15ML-SPR-MSLV","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Silver","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpIvyGl","GB-CIR-CLR-50ML-ASP-IVGD","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15SprySlSh","GB-CIR-CLR-15ML-SPR-SSLV","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Silver","true","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCrcl50AnSpWht","GB-CIR-CLR-50ML-ASP-WHT","Circle","50","Clear","18-415","Vintage Bulb Sprayer","White","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl50AnSpRed","GB-CIR-CLR-50ML-ASP-RED","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Red","false","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslLvn","GB-CIR-CLR-50ML-AST-LVN","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslIvyGl","GB-CIR-CLR-50ML-AST-IVGD","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslIvySl","GB-CIR-CLR-50ML-AST-IVSL","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnMtGl","LB-CIR-CLR-100ML-LPM-MGLD","Circle","100","Clear","18-415","Lotion Pump","Matte Gold","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslWht","GB-CIR-CLR-50ML-AST-WHT","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnShnGl","LB-CIR-CLR-100ML-LPM-SGLD","Circle","100","Clear","18-415","Lotion Pump","Shiny Gold","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslPnk","GB-CIR-CLR-50ML-AST-PNK","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnShnBlk","LB-CIR-CLR-100ML-LPM-SBLK","Circle","100","Clear","18-415","Lotion Pump","Shiny Black","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslRed","GB-CIR-CLR-50ML-ASP-02","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Clear","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnMtSl","LB-CIR-CLR-100ML-LPM-MSLV","Circle","100","Clear","18-415","Lotion Pump","Matte Silver","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBCrcl50DrpCu","GB-CIR-CLR-50ML-DRP-CPR","Circle","50","Clear","18-415","Dropper","Copper","true","full","body | pipette","","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslMtSl","GB-CIR-CLR-50ML-ASP-01","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Clear","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnShnSl","LB-CIR-CLR-100ML-LPM-SSLV","Circle","100","Clear","18-415","Lotion Pump","Shiny Silver","true","full","body | diptube | pump","","pending_exact_source_and_render_review"
"GBCrclFrst50DrpCu","GB-CIR-FRS-50ML-DRP-CPR","Circle","50","Frosted","18-415","Dropper","Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl50AnSpTslGl","GB-CIR-CLR-50ML-AST-GLD","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","full","body | diptube | sprayer","","pending_exact_source_and_render_review"
"LBCrcl100LtnCu","LB-CIR-CLR-100ML-LPM-CPR","Circle","100","Clear","18-415","Lotion Pump","Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpLvn","GB-CIR-FRS-50ML-ASP-LVN","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Lavender","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnMtGl","LB-CIR-FRS-100ML-LPM-MGLD","Circle","100","Frosted","18-415","Lotion Pump","Matte Gold","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpPnk","GB-CIR-FRS-50ML-ASP-PNK","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Pink","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnShnGl","LB-CIR-FRS-100ML-LPM-SGLD","Circle","100","Frosted","18-415","Lotion Pump","Shiny Gold","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpMtSl","GB-CIR-FRS-50ML-ASP-MSLV","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnShnBlk","LB-CIR-FRS-100ML-LPM-SBLK","Circle","100","Frosted","18-415","Lotion Pump","Shiny Black","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpIvySl","GB-CIR-FRS-50ML-ASP-IVSL","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnMtSl","LB-CIR-FRS-100ML-LPM-MSLV","Circle","100","Frosted","18-415","Lotion Pump","Matte Silver","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpGl","GB-CIR-FRS-50ML-ASP-SGLD","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Shiny Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnShnSl","LB-CIR-FRS-100ML-LPM-SSLV","Circle","100","Frosted","18-415","Lotion Pump","Shiny Silver","true","full","body | pump","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpIvyGl","GB-CIR-FRS-50ML-ASP-IVGD","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Ivory Gold","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"LBCrclFrst100LtnCu","LB-CIR-FRS-100ML-LPM-CPR","Circle","100","Frosted","18-415","Lotion Pump","Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15MtlRollBlkSh","GB-CIR-CLR-15ML-MRL-SBLK","Circle","15","Clear","13-415","Metal Roller Ball","Shiny Black","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpWht","GB-CIR-FRS-50ML-ASP-WHT","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","White","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15MtlRollCuMatt","GB-CIR-CLR-15ML-MRL-MCPR","Circle","15","Clear","13-415","Metal Roller Ball","Matte Copper","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpRed","GB-CIR-FRS-50ML-ASP-RED","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Red","true","full","diptube | body | sprayer","","pending_exact_source_and_render_review"
"GBCrcl15MtlRollGlMatt","GB-CIR-CLR-15ML-MRL-MGLD","Circle","15","Clear","13-415","Metal Roller Ball","Matte Gold","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl15MtlRollGlSh","GB-CIR-CLR-15ML-MRL-SGLD","Circle","15","Clear","13-415","Metal Roller Ball","Shiny Gold","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl15MtlRollPinkDot","GB-CIR-CLR-15ML-MRL-PKDT","Circle","15","Clear","13-415","Metal Roller Ball","Pink Dotted","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl15MtlRollSlDot","GB-CIR-CLR-15ML-MRL-SLDT","Circle","15","Clear","13-415","Metal Roller Ball","Silver Dotted","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl15MtlRollSlMatt","GB-CIR-CLR-15ML-MRL-MSLV","Circle","15","Clear","13-415","Metal Roller Ball","Matte Silver","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl15MtlRollSlSh","GB-CIR-CLR-15ML-MRL-SSLV","Circle","15","Clear","13-415","Metal Roller Ball","Shiny Silver","true","full","body | cap","roller_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl30SpryShSl","GB-CIR-CLR-30ML-SPR-SSLV","Circle","30","Clear","15-415","Perfume Spray Pump","Shiny Silver","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"GBCrcl30SpryShnGl","GB-CIR-CLR-30ML-SPR-SGLD","Circle","30","Clear","15-415","Perfume Spray Pump","Shiny Gold","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl30SpryMattSl","GB-CIR-CLR-30ML-SPR-MSLV","Circle","30","Clear","15-415","Perfume Spray Pump","Matte Silver","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl30SpryMattGl","GB-CIR-CLR-30ML-SPR-MGLD","Circle","30","Clear","15-415","Perfume Spray Pump","Matte Gold","true","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBCrcl50LtnClOvrCap","LB-CIR-CLR-50ML-LPM-COCP","Circle","50","Clear","18-415","Lotion Pump","Clear Overcap","true","full","body | diptube","mechanism_not_separate_review_source","pending_exact_source_and_render_review"
"LBCrclFrst50LtnClOvrCap","LB-CIR-FRS-50ML-LPM-CLR","Circle","50","Frosted","18-415","Lotion Pump","Clear","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslBlk","GB-CIR-FRS-50ML-ASP-01","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslGl","GB-CIR-FRS-50ML-ASP-02","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslIvyGl","GB-CIR-FRS-50ML-ASP-03","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslIvySl","GB-CIR-FRS-50ML-ASP-04","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslLvn","GB-CIR-FRS-50ML-ASP-05","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslMtSl","GB-CIR-FRS-50ML-ASP-06","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslPnk","GB-CIR-FRS-50ML-ASP-07","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslRed","GB-CIR-FRS-50ML-ASP-08","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrclFrst50AnSpTslWht","GB-CIR-FRS-50ML-ASP-09","Circle","50","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15CuSht","GB-CIR-CLR-15ML-MCPR-S","Circle","15","Clear","13-415","","Matte Copper","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15GlMattSht","GB-CIR-CLR-15ML-MGLD-S","Circle","15","Clear","13-415","","Matte Gold","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15SlMattSht","GB-CIR-CLR-15ML-MSLV-S","Circle","15","Clear","13-415","","Matte Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15BlkShSht","GB-CIR-CLR-15ML-SBLK-S","Circle","15","Clear","13-415","","Shiny Black","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15GlSht","GB-CIR-CLR-15ML-SGLD-S","Circle","15","Clear","13-415","","Shiny Gold","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBCrcl15SlSht","GB-CIR-CLR-15ML-SSLV-S","Circle","15","Clear","13-415","","Shiny Silver","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"LBCyl100LtnClOvrCap","LB-CYL-CLR-100ML-LPM-COCP","Cylinder","100","Clear","18-415","Lotion Pump","Clear Overcap","true","full","diptube | body | pump","","pending_exact_source_and_render_review"
"GBMtlRoll28Wht","GB-CYL-CLR-28ML-MRL-02","Cylinder","28","Clear","16mm","Metal Roller Ball","White","false","full","body | roller | cap","","pending_exact_source_and_render_review"
"GBSpry3mlClBlk","GB-SPR-CLR-3ML-BLK","Cylinder","3.3","Clear","12mm","Fine Mist Sprayer","Clear","false","","","no_published_matching_kit","pending_exact_source_and_render_review"
"GBSpry4mlClBlk","GB-SPR-CLR-4ML-BLK","Cylinder","4","Clear","12mm","Fine Mist Sprayer","Clear","false","full","body | sprayer | overcap","dip_tube_not_separate_review_source","pending_exact_source_and_render_review"
"GBCyl5SpryBlkMatt","GB-CYL-CLR-5ML-SPR-MBLK","Cylinder","5.5","Clear","13-415","Fine Mist Sprayer","Matte Black","false","full","body | diptube | sprayer | overcap","","pending_exact_source_and_render_review"
"GBCyl5Sl","GB-CYL-CLR-5ML-SLV-T","Cylinder","5","Clear","13-415","Cap/Closure","Regular Shiny Silver","true","capSplit","body | cap","partial_kit_requires_visual_review","pending_exact_source_and_render_review"
