role,sku,family,status,desktopCandidates,clientCandidates,sourceUrl
component,18-400CpAppBlk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/15. 18:400/Alternating cap/2. 18-400CpAppBlk.psd,https://www.bestbottles.com/product/Caps-lid-with-applicator-top-black-Color-8-425
component,18-400CpShortBlk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/15. 18:400/Alternating cap/1. 18-400CpShortBlk.psd,https://www.bestbottles.com/product/Caps-lid-short-top-black-Color-18-400
component,AnSp18-415Blk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /29. Ansp18-415Blk.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black
component,AnSp18-415Gl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /27. Ansp18-415Gl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-gold
component,AnSp18-415IvyGl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /28. Ansp18-415IvyGl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold
component,AnSp18-415IvySl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /26. Ansp18-415IvySl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver
component,AnSp18-415Lvn,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /23. Ansp18-415Lvn.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender
component,AnSp18-415MtSl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /25. Ansp18-415MtSl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver
component,AnSp18-415Red,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /31. Ansp18-415Red.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red
component,AnSp18-415Wht,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/9. 18-415 Ansp /30. Ansp18-415Wht.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white
component,AnSpTsl18-415Blk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/41. AnspTsl18-415Blk.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black-Tassel
component,AnSpTsl18-415IvyGl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/36. AnspTsl18-415IvyGl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold-Tassel
component,AnSpTsl18-415IvySl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/37. AnspTsl18-415IvySl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver-Tassel
component,AnSpTsl18-415Lvn,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/35. AnspTsl18-415Lvn.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender-Tassel
component,AnSpTsl18-415MtS,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/42. AnspTsl18-415MtS.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver-Tassel
component,AnSpTsl18-415Pnk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/39. AnspTsl18-415Pnk.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-pink-Tassel
component,AnSpTsl18-415Red,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/40. AnspTsl18-415Red.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red-Tassel
component,AnSpTsl18-415Wht,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/10. 18-415 Ansp Tsl/38. AnspTsl18-415Wht.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white-Tassel
component,CP13-415BlkShShtMtl,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/5. 13-415CpBlkShShtMtl.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/5. 13-415CpBlkShShtMtl.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/5. 13-415CpBlkShShtMtl.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/5. 13-415CpBlkShShtMtl.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/5. 13-415CpBlkShShtMtl.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/5. 13-415CpBlkShShtMtl.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpBlkShShtMtl.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpBlkShShtMtl.gif,,https://www.bestbottles.com/product/Short-Caps-lids-top-bottle-shiny-black-Color-13-415
component,CP13-415BlkSht,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/17. 13-415 Caps /1. CP13-415BlkSht.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Caps/1. CP13-415BlkSht.psd,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-white-Color-13-415
component,CP13-415CuSht,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/6. 13-415CpCuSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/6. 13-415CpCuSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/6. 13-415CpCuSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/6. 13-415CpCuSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/6. 13-415CpCuSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/6. 13-415CpCuSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpCuSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpCuSht.gif,,
component,CP13-415Gl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/17. 13-415 Caps /4. CP13-415Gl.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Caps/4. CP13-415Gl.psd,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-gold-Color-13-415
component,CP13-415GlMattSht,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/1. 13-415CpGlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/1. 13-415CpGlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/1. 13-415CpGlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/1. 13-415CpGlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/1. 13-415CpGlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/1. 13-415CpGlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpGlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpGlMattSht.gif,,
component,CP13-415GlSht,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/2. 13-415CpGlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/2. 13-415CpGlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/2. 13-415CpGlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/2. 13-415CpGlSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/2. 13-415CpGlSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/2. 13-415CpGlSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpGlSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpGlSht.gif,,
component,CP13-415Sl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/17. 13-415 Caps /3. CP13-415Sl.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Caps/3. CP13-415Sl.psd,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-silver-Color-13-415
component,CP13-415SlMattSht,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/4. 13-415CpSlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/4. 13-415CpSlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/4. 13-415CpSlMattSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/4. 13-415CpSlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/4. 13-415CpSlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/4. 13-415CpSlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpSlMattSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpSlMattSht.gif,,
component,CP13-415SlSht,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/13-415 Short Caps only/3. 13-415CpSlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps (New)/3. 13-415CpSlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/25. Caps 13-415/13415 Short Caps Thumbnail (New_/3. 13-415CpSlSht.psd | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Capped Png/13415 Capped Png/3. 13-415CpSlSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Full Size Uncapped Png/13415 Enlarged Images (Uncapped) PNG/3. 13-415CpSlSht.png | /Users/jordanrichter/Desktop/Best Bottles/4. Short Caps 13-415 Bottles/Thumbnail Png/3. 13-415CpSlSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/1. Thumbnail Capped Png/13-415CpSlSht.png | /Users/jordanrichter/Desktop/Best Bottles/New Short Caps 13-415 Bottles/2. Enlarged Capped/13-415CpSlSht.gif,,
component,CP13-415SpryBlkMt,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/10. CP13-415SpryBlkMt.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/10. CP13-415SpryBlkMt.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/1. CP13-415SpryBlkMt.psd,https://www.bestbottles.com/product/spray-top-matte-black-13-415
component,CP13-415SpryBlkSh,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/11. CP13-415SpryBlkSh copy.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/11. CP13-415SpryBlkSh copy.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/3. CP13-415SpryBlkSh.psd,https://www.bestbottles.com/product/spray-top-shiny-black-13-415
component,CP13-415SpryBluMt,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/12. CP13-415SpryBluMt.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/12. CP13-415SpryBluMt.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/4. CP13-415SpryBluMt.psd,https://www.bestbottles.com/product/spray-top-matte-blue-13-415
component,CP13-415SpryCuMt,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/2. CP13-415SpryCuMt.psd,https://www.bestbottles.com/product/spray-top-copper-13-415
component,CP13-415SpryGlMt,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/14. CP13-415SpryGlMt.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/14. CP13-415SpryGlMt.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/6. CP13-415SpryGlMt.psd,https://www.bestbottles.com/product/spray-top-matte-gold-13-415
component,CP13-415SpryGlSh,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/13. CP13-415SpryGlSh copy.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/13. CP13-415SpryGlSh copy.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/5. CP13-415SpryGlSh.psd,https://www.bestbottles.com/product/spray-top-shiny-gold-13-415
component,CP13-415SprySlMt,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/15. CP13-415SprySlMt copy.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/15. CP13-415SprySlMt copy.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Sprayers/7. CP13-415SprySlMt.psd,https://www.bestbottles.com/product/spray-top-matte-silver-13-415
component,CP13-415SprySlSh,,"source candidates located; identity, layers and per-bottle fit require review",/Users/jordanrichter/Desktop/Best Bottles/Caps and Sprayers Missing Images/13415 Sprayers/16. CP13-415SprySlSh copy.psd,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415/16. CP13-415SprySlSh copy.psd,https://www.bestbottles.com/product/spray-top-shiny-silver-13-415
component,CP13-415WhtSht,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/17. 13-415 Caps /2. CP13-415WhtSht.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/5.  13-415 Bottles/25. Caps 13-415/13415 Caps/2. CP13-415WhtSht.psd,https://www.bestbottles.com/product/Caps-lids-short-top-bottle-black-Color-13-415
component,CP15-415ShnGl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/15. 15-415 Caps/7. CP15-415ShnGl.psd,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-gold-Color-15-415
component,CP15-415ShnSl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/15. 15-415 Caps/6. CP15-415ShnSl.psd,https://www.bestbottles.com/product/Caps-lids-top-bottle-shiny-silver-Color-15-415
component,CP18-415AnSpPnk,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/2.  18-415 Bottles /32. 18415 Caps /18415/18415 Caps/24. CP18-415AnSpPnk.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/2.  18-415 Bottles /32. 18415 Caps /18415/26. CP18-415AnSpPnk.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-pink
component,CP18-415AnSpTslGl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/2.  18-415 Bottles /32. 18415 Caps /18415/18415 Caps/43. CP18-415AnSpTslGl.psd | /Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/2.  18-415 Bottles /32. 18415 Caps /18415/45. CP18-415AnSpTslGl.psd,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-gold-Tassel
component,CP18-415BlkLthr,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/4. CP18-415BlkLthr.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-black-leather-Color-18-415
component,CP18-415BrwnLthr,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/5. CP18-415BrwnLthr.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-brown-leather-Color-18-415
component,CP18-415LBrwnLthr,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/6. CP18-415LBrwnLthr.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-light-brown-leather-Color-18-415
component,CP18-415LIvyLthr,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/44. CP18-415LIvyLthr.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-ivory-leather-Color-18-415
component,CP18-415LPnkLthr,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/45. CP18-415LPnkLthr.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-pink-leather-Color-18-415
component,CP18-415MtSl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/9. CP18-415MtSl.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-matte-silver-18-415
component,CP18-415MtSlTall,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/8. CP18-415MtSlTall.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-matte-silver-tall-18-415
component,CP18-415ShnBlkTall,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/2. CP18-415ShnBlkTall.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-black-tall-18-415
component,CP18-415ShnGl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/1. CP18-415ShnGl.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-gold-Color-18-415
component,CP18-415ShnSl,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/7. CP18-415ShnSl.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-silver-Color-18-415
component,CP18-415Wh,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/6. 18-415 Caps/10. CP18-415Wh.psd,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-white-Color-18-415
component,CPRoll13-415BlackDot,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/1. CPRoll13-415BlackDot.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Black-dot-Color-13-415
component,CPRoll13-415BlkSh,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/9. CPRoll13-415BlkSh.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-Black-Color-13-415
component,CPRoll13-415Cu,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/7. CPRoll13-415Cu.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-copper-Color-13-415
component,CPRoll13-415GlMt,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/5. CPRoll13-415GlMt.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-matte-gold-Color-13-415
component,CPRoll13-415GlSh,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/8. CPRoll13-415GlSh.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-gold-Color-13-415
component,CPRoll13-415PinkDot,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/4. CPRoll13-415PinkDot.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-pink-dot-Color-13-415
component,CPRoll13-415SlDot,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/2. CPRoll13-415SlDot.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Black-Color-13-415
component,CPRoll13-415SlMt,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/3. CPRoll13-415SlMt.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-mattr-silver-Color-13-415
component,CPRoll13-415SlSh,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/19. 13-415 Roll on/6. CPRoll13-415SlSh.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-shiny-silver-Color-13-415
component,CpRoll17-415BlkDot,,"source candidates located; identity, layers and per-bottle fit require review",,/Users/jordanrichter/Projects/Clients/Nemat-International/BB-PSD-Files-Master/20. Caps/12. 17-415 Roll on/2. CpRoll17-415BlkDot.psd,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Black-Dot-Color-17-415
