sku,family,capacityMl,glass,neck,fitment,finish,visible,blockers,componentSku,componentSellableReason,assemblySellableReason,componentStandaloneSellable,sourceUrl
"GBCrclFrst100AnSpTslWht","Circle","100","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Frosted","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrclFrst100AnSpTslMtSl","Circle","100","Frosted","18-415","Vintage Bulb Sprayer with Tassel","Matte Silver","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"LBCrcl50LtnMtGl","Circle","50","Clear","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"GBCrcl50RdcrShnSl","Circle","50","Clear","18-415","Reducer","Shiny Silver","true","","CP18-415ShnSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-silver-cap"
"LBCrcl50LtnShnGl","Circle","50","Clear","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"LBCrcl50LtnShnBlk","Circle","50","Clear","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"GBCrcl50RdcrShnGl","Circle","50","Clear","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-gold-cap"
"LBCrcl50LtnMtSl","Circle","50","Clear","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"GBCrcl50RdcrIvyLthr","Circle","50","Clear","18-415","Reducer","Ivory Leather","true","","CP18-415LIvyLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-ivory-faux-leather-cap"
"LBCrcl50LtnShnSl","Circle","50","Clear","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"GBCrcl50RdcrPnkLthr","Circle","50","Clear","18-415","Reducer","Pink Leather","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-pink-faux-leather-cap"
"LBCrcl50LtnCu","Circle","50","Clear","18-415","Lotion Pump","Copper","true","","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBCrcl50RdcrShnBlkTall","Circle","50","Clear","18-415","Reducer","Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-black-shiny-cap"
"LBCrclFrst50LtnMtGl","Circle","50","Frosted","18-415","Lotion Pump","Matte Gold","false","media_or_configuration_invalid","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
"GBCrcl50RdcrShnBlk","Circle","50","Clear","18-415","Reducer","Shiny Black","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-black-shiny-cap"
"LBCrclFrst50LtnShnGl","Circle","50","Frosted","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap"
"GBCrcl50RdcrBrwnLthr","Circle","50","Clear","18-415","Reducer","Brown Leather","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-brown-faux-leather-cap"
"LBCrclFrst50LtnShnBlk","Circle","50","Frosted","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap"
"GBCrcl50RdcrLBrwnLthr","Circle","50","Clear","18-415","Reducer","Light Brown Leather","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-light-brown-faux-leather-cap"
"LBCrclFrst50LtnMtSl","Circle","50","Frosted","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap"
"GBCrcl50RdcrMtSlTall","Circle","50","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSlTall","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-tall-silver-matte-cap"
"LBCrclFrst50LtnShnSl","Circle","50","Frosted","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap"
"GBCrcl50RdcrWht","Circle","50","Clear","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-white-cap"
"LBCrclFrst50LtnCu","Circle","50","Frosted","18-415","Lotion Pump","Copper","false","media_or_configuration_invalid","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBCrcl50RdcrMtSl","Circle","50","Clear","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-silver-matte-cap"
"GBCrclFrst50RdcrShnGl","Circle","50","Frosted","18-415","Reducer","Shiny Gold","true","","CP18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-shiny-gold-cap"
"GBCrcl15MtlRollBlkDot","Circle","15","Clear","13-415","Metal Roller Ball","Black Dotted","true","","CPRoll13-415BlackDot","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots"
"GBCrclFrst50RdcrShnBlkTall","Circle","50","Frosted","18-415","Reducer","Shiny Black","true","","CP18-415ShnBlkTall","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-tall-black-shiny-cap"
"GBCrclFrst50RdcrShnBlk","Circle","50","Frosted","18-415","Reducer","Shiny Black","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-black-shiny-cap"
"GBCrclFrst50RdcrBrwnLthr","Circle","50","Frosted","18-415","Reducer","Frosted","true","","CP18-415BrwnLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-brown-faux-leather-cap"
"GBCrclFrst50RdcrLBrwnLthr","Circle","50","Frosted","18-415","Reducer","Frosted","true","","CP18-415LBrwnLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-light-brown-faux-leather-cap"
"GBCrclFrst50RdcrShnSl","Circle","50","Frosted","18-415","Reducer","Shiny Silver","true","","CP18-415ShnSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-shiny-silver-cap"
"GBCrclFrst50RdcrMtSl","Circle","50","Frosted","18-415","Reducer","Matte Silver","true","","CP18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap"
"GBCrclFrst50RdcrWht","Circle","50","Frosted","18-415","Reducer","White","true","","CP18-415Wh","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-white-cap"
"GBCrclFrst50RdcrPnkLthr","Circle","50","Frosted","18-415","Reducer","Pink","true","","CP18-415LPnkLthr","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap"
"GBCrclFrst50RdcrIvyLthr","Circle","50","Frosted","18-400","Reducer","Ivory","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap"
"GBCrcl15SpryBlkSh","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Black","true","","CP13-415SpryBlkSh","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-black-spray"
"GBCrcl50AnSpLvn","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Lavender","false","media_or_configuration_invalid","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl15SpryBluMatt","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Blue","true","","CP13-415SpryBluMt","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-blue-spray"
"GBCrcl50AnSpPnk","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrcl15SpryCuMatt","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Copper","true","","CP13-415SpryCuMt","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-copper-spray"
"GBCrcl50AnSpMtSl","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Matte Silver","false","media_or_configuration_invalid","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"GBCrcl15SpryGlMatt","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Gold","true","","CP13-415SpryGlMt","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-gold-spray"
"GBCrcl50AnSpIvySl","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Silver","false","media_or_configuration_invalid","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl15SpryGlSh","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Gold","true","","CP13-415SpryGlSh","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-gold-spray"
"GBCrcl50AnSpGl","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
"GBCrcl15SprySlMatt","Circle","15","Clear","13-415","Fine Mist Sprayer","Matte Silver","true","","CP13-415SprySlMt","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-matte-silver-spray"
"GBCrcl50AnSpIvyGl","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Ivory Gold","false","media_or_configuration_invalid","AnSp18-415IvyGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"GBCrcl15SprySlSh","Circle","15","Clear","13-415","Fine Mist Sprayer","Shiny Silver","true","","CP13-415SprySlSh","","","true","https://www.bestbottles.com/product/circle-design-15-ml-bottle-shiny-silver-spray"
"GBCrcl50AnSpWht","Circle","50","Clear","18-415","Vintage Bulb Sprayer","White","false","media_or_configuration_invalid","AnSp18-415Wht","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl50AnSpRed","Circle","50","Clear","18-415","Vintage Bulb Sprayer","Red","false","media_or_configuration_invalid","AnSp18-415Red","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"GBCrcl50AnSpTslLvn","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Lavender","true","","AnSpTsl18-415Lvn","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"GBCrcl50AnSpTslIvyGl","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Gold","true","","AnSpTsl18-415IvyGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"GBCrcl50AnSpTslIvySl","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Ivory Silver","true","","AnSpTsl18-415IvySl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBCrcl100LtnMtGl","Circle","100","Clear","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap"
"GBCrcl50AnSpTslWht","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","White","true","","AnSpTsl18-415Wht","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBCrcl100LtnShnGl","Circle","100","Clear","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap"
"GBCrcl50AnSpTslPnk","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Pink","true","","AnSpTsl18-415Pnk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"LBCrcl100LtnShnBlk","Circle","100","Clear","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap"
"GBCrcl50AnSpTslRed","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Clear","true","","AnSpTsl18-415Red","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar"
"LBCrcl100LtnMtSl","Circle","100","Clear","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap"
"GBCrcl50DrpCu","Circle","50","Clear","18-415","Dropper","Copper","true","","Drp18-415Cu","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBCrcl50AnSpTslMtSl","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Clear","true","","AnSpTsl18-415MtS","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar"
"LBCrcl100LtnShnSl","Circle","100","Clear","18-415","Lotion Pump","Shiny Silver","true","","Ltn18-415ShnSl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap"
"GBCrclFrst50DrpCu","Circle","50","Frosted","18-415","Dropper","Copper","false","exact_component_unresolved","","","","","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-white-dropper-shiny-copper-collar-cap"
"GBCrcl50AnSpTslGl","Circle","50","Clear","18-415","Vintage Bulb Sprayer with Tassel","Gold","true","","CP18-415AnSpTslGl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar"
"LBCrcl100LtnCu","Circle","100","Clear","18-415","Lotion Pump","Copper","false","media_or_configuration_invalid","Ltn18-415Cu","","","true","https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap"
"GBCrclFrst50AnSpLvn","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Lavender","true","","AnSp18-415Lvn","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"LBCrclFrst100LtnMtGl","Circle","100","Frosted","18-415","Lotion Pump","Matte Gold","true","","Ltn18-415MtGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap"
"GBCrclFrst50AnSpPnk","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Pink","true","","CP18-415AnSpPnk","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap"
"LBCrclFrst100LtnShnGl","Circle","100","Frosted","18-415","Lotion Pump","Shiny Gold","true","","Ltn18-415ShnGl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap"
"GBCrclFrst50AnSpMtSl","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Matte Silver","true","","AnSp18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap"
"LBCrclFrst100LtnShnBlk","Circle","100","Frosted","18-415","Lotion Pump","Shiny Black","true","","Ltn18-415ShnBlk","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap"
"GBCrclFrst50AnSpIvySl","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Ivory Silver","true","","AnSp18-415IvySl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap"
"LBCrclFrst100LtnMtSl","Circle","100","Frosted","18-415","Lotion Pump","Matte Silver","true","","Ltn18-415MtSl","","","true","https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap"
"GBCrclFrst50AnSpGl","Circle","50","Frosted","18-415","Vintage Bulb Sprayer","Shiny Gold","true","","AnSp18-415Gl","","","true","https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap"
