productId,websiteSku,graceSku,category,family,shape,color,capacity,capacityMl,capacityOz,applicator,capColor,trimColor,capStyle,capHeight,ballMaterial,neckThreadSize,heightWithCap,heightWithoutCap,diameter,bottleWeightG,caseQuantity,qbPrice,webPrice1pc,webPrice10pc,webPrice12pc,stockStatus,itemName,itemDescription,imageUrl,productUrl,dataGrade,bottleCollection,fitmentStatus,graceDescription,assemblyType,componentGroup,verified,importSource
BB-GB-005-0010,GBAtom5SlimBlk,GB-SLM-BLK-5ML-ATM-BLK-T,Metal Atomizer,Atomizer,,Black,5 ml (0.17 oz),5,0.17,Atomizer,,,,,,10mm,,,,,,,2.25,,2.14,In Stock,"Black slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Black slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimBlk.gif,https://www.bestbottles.com/product/black-slim-atomizer-design-5-ml-bottle,,Atomizer Collection,,,complete-set,,false,grace_products_final_json
BB-GB-013-0018,GBRoyal13RollSlDot,GB-RYL-CLR-13ML-ROL-SLDT,Glass Bottle,Royal,,Clear,13 ml (0.44 oz),13,0.44,Plastic Roller Ball,,,,,,13-415,,,,,,,0.81,,0.77,In Stock,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Pr","Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Pr",https://www.bestbottles.com/images/store/enlarged_pics/GBRoyal13RollSlDot.gif,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,,Royal,,,3-part,,false,grace_products_final_json
BB-GB-100-0324,LBCrcl100LtnClOvrCap,LB-CIR-CLR-100ML-LPM-COCP,Glass Bottle,Circle,,Clear,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.05,,2.9,In Stock,"Circle design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle de","Circle design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle de",https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl100LtnClOvrCap.gif,https://www.bestbottles.com/product/circle-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,Circle,,,2-part,,false,grace_products_final_json
BB-GB-078-0060,GBRndFrst78RdcrMtSlTall,GB-RND-FRS-78ML-RDC-MSLV-T,Glass Bottle,Round,,Frosted,78 ml (2.64 oz),78,2.64,Reducer,,,,,,18-415,,,,,,,2.52,,2.39,In Stock,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and tall silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Round design 78 ml, 2.65oz frosted glass bottle with reducer and tall silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78RdcrMtSlTall.gif,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-tall-silver-matte-cap,,Round,,,3-part,,false,grace_products_final_json
BB-GB-050-0133,GBEmp50AnSpTslRed,GB-EMP-CLR-50ML-AST-RED,Glass Bottle,Empire,,Clear,50 ml (1.69 oz),50,1.69,Vintage Bulb Sprayer with Tassel,,,,,,18-415,,,,,,,6.9,,6.56,In Stock,"Empire design 50 ml, 1.7oz  clear glass bottle  with Red vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Empire design 50 ml, 1.7oz  clear glass bottle  with Red vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpTslRed.gif,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,,Empire,,,2-part,,false,grace_products_final_json
BB-GB-128-0045,GBRndFrst128AnSpRed,GB-RND-FRS-128ML-ASP-RED,Glass Bottle,Round,,Frosted,128 ml (4.33 oz),128,4.33,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,6.4,,6.08,In Stock,"Round design 128 ml, 4.33oz frosted glass bottle with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty","Round design 128 ml, 4.33oz frosted glass bottle with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpRed.gif,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Round,,,2-part,,false,grace_products_final_json
BB-GB-100-0362,LBElgFrst100LtnMtGl,LB-ELG-FRS-100ML-LPM-MGLD,Glass Bottle,Elegant,,Frosted,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.8,,3.61,In Stock,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail","Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail",https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnMtGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap,,Elegant,,,2-part,,false,grace_products_final_json
BB-GB-005-0011,GBAtom5SlimGl,GB-SLM-CLR-5ML-ATM-GLD-T,Metal Atomizer,Atomizer,,Clear,5 ml (0.17 oz),5,0.17,Atomizer,,,,,,10mm,,,,,,,2.25,,2.14,In Stock,"Gold slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Gold slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimGl.gif,https://www.bestbottles.com/product/gold-slim-atomizer-design-5-ml-bottle,,Atomizer Collection,,,complete-set,,false,grace_products_final_json
BB-GB-100-0331,LBCrclFrst100LtnClOvrCap,LB-CIR-FRS-100ML-LPM-COCP,Glass Bottle,Circle,,Frosted,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.55,,3.37,In Stock,"Circle design 100 ml, 3 1/2oz frosted glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle","Circle design 100 ml, 3 1/2oz frosted glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle",https://www.bestbottles.com/images/store/enlarged_pics/LBCrclFrst100LtnClOvrCap.gif,https://www.bestbottles.com/product/circle-design-100-ml-frosted-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,Circle,,,2-part,,false,grace_products_final_json
BB-GB-013-0019,GBRoyal13RollSlMatt,GB-RYL-CLR-13ML-ROL-MSLV,Glass Bottle,Royal,,Clear,13 ml (0.44 oz),13,0.44,Plastic Roller Ball,,,,,,13-415,,,,,,,0.74,,0.7,In Stock,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price","Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",https://www.bestbottles.com/images/store/enlarged_pics/GBRoyal13RollSlMatt.gif,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,,Royal,,,3-part,,false,grace_products_final_json
BB-GB-078-0059,GBRndFrst78RdcrMtSl,GB-RND-FRS-78ML-RDC-MSLV,Glass Bottle,Round,,Frosted,78 ml (2.64 oz),78,2.64,Reducer,,,,,,18-415,,,,,,,2.52,,2.39,In Stock,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Round design 78 ml, 2.65oz frosted glass bottle with reducer and silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78RdcrMtSl.gif,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-silver-matte-cap,,Round,,,3-part,,false,grace_products_final_json
BB-GB-015-0137,GBSqr15MtlRollBlkSh,GB-SQR-CLR-15ML-MRL-SBLK,Glass Bottle,Square,,Clear,15 ml (0.51 oz),15,0.51,Metal Roller Ball,,,,,,13-415,,,,,,,0.85,,0.81,In Stock,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price ea","Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price ea",https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15MtlRollBlkSh.gif,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,,Square,,,3-part,,false,grace_products_final_json
BB-GB-050-0134,GBEmp50AnSpTslWht,GB-EMP-CLR-50ML-AST-WHT,Glass Bottle,Empire,,Clear,50 ml (1.69 oz),50,1.69,Vintage Bulb Sprayer with Tassel,,,,,,18-415,,,,,,,6.9,,6.56,In Stock,"Empire design 50 ml, 1.7oz  clear glass bottle  with White vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc","Empire design 50 ml, 1.7oz  clear glass bottle  with White vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpTslWht.gif,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,,Empire,,,2-part,,false,grace_products_final_json
BB-GB-128-0043,GBRndFrst128AnSpMtSl,GB-RND-FRS-128ML-ASP-MSLV,Glass Bottle,Round,,Frosted,128 ml (4.33 oz),128,4.33,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,6.4,,6.08,In Stock,"Round design 128 ml, 4.33oz frosted glass bottle with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea","Round design 128 ml, 4.33oz frosted glass bottle with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpMtSl.gif,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,,Round,,,2-part,,false,grace_products_final_json
BB-GB-100-0365,LBElgFrst100LtnShnGl,LB-ELG-FRS-100ML-LPM-SGLD,Glass Bottle,Elegant,,Frosted,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.8,,3.61,In Stock,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail","Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail",https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnShnGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap,,Elegant,,,2-part,,false,grace_products_final_json
BB-GB-078-0066,GBRndFrst78RdcrWht,GB-RND-FRS-78ML-RDC-WHT,Glass Bottle,Round,,Frosted,78 ml (2.64 oz),78,2.64,Reducer,,,,,,18-415,,,,,,,2.52,,2.39,In Stock,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Round design 78 ml, 2.65oz frosted glass bottle with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78RdcrWht.gif,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-white-cap,,Round,,,3-part,,false,grace_products_final_json
BB-GB-005-0012,GBAtom5SlimSl,GB-SLM-CLR-5ML-ATM-SLV-T,Metal Atomizer,Atomizer,,Clear,5 ml (0.17 oz),5,0.17,Atomizer,,,,,,10mm,,,,,,,2.25,,2.14,In Stock,"Silver slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Silver slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlimSl.gif,https://www.bestbottles.com/product/silver-slim-atomizer-design-5-ml-bottle,,Atomizer Collection,,,complete-set,,false,grace_products_final_json
BB-GB-100-0338,LBCyl100LtnClOvrCap,LB-CYL-CLR-100ML-LPM-COCP,Glass Bottle,Cylinder,,Clear,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.05,,2.9,In Stock,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Cylinde","Cylinder design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Cylinde",https://www.bestbottles.com/images/store/enlarged_pics/LBCyl100LtnClOvrCap.gif,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-013-0020,GBRoyal13RollSlSh,GB-RYL-CLR-13ML-ROL-SSLV,Glass Bottle,Royal,,Clear,13 ml (0.44 oz),13,0.44,Plastic Roller Ball,,,,,,13-415,,,,,,,0.74,,0.7,In Stock,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price","Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",https://www.bestbottles.com/images/store/enlarged_pics/GBRoyal13RollSlSh.gif,https://www.bestbottles.com/product/royal-design-13-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,,Royal,,,3-part,,false,grace_products_final_json
BB-GB-015-0138,GBSqr15MtlRollCuMatt,GB-SQR-CLR-15ML-MRL-MCPR,Glass Bottle,Square,,Clear,15 ml (0.51 oz),15,0.51,Metal Roller Ball,,,,,,13-415,,,,,,,0.85,,0.81,In Stock,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e","Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e",https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15MtlRollCuMatt.gif,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,,Square,,,3-part,,false,grace_products_final_json
BB-GB-050-0131,GBEmp50AnSpTslMtSl,GB-EMP-CLR-50ML-AST-MSLV,Glass Bottle,Empire,,Clear,50 ml (1.69 oz),50,1.69,Vintage Bulb Sprayer with Tassel,,,,,,18-415,,,,,,,6.9,,6.56,In Stock,"Empire design 50 ml, 1.7oz  clear glass bottle  with Silver vintage style bulb sprayer with tassel with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan","Empire design 50 ml, 1.7oz  clear glass bottle  with Silver vintage style bulb sprayer with tassel with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan",https://www.bestbottles.com/images/store/enlarged_pics/GBEmp50AnSpTslMtSl.gif,https://www.bestbottles.com/product/empire-design-50-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,,Empire,,,2-part,,false,grace_products_final_json
BB-GB-128-0055,GBRndFrst128AnSpWht,GB-RND-FRS-128ML-ASP-WHT,Glass Bottle,Round,,Frosted,128 ml (4.33 oz),128,4.33,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,6.4,,3.76,In Stock,"Round design 128 ml, 4.33oz frosted glass bottle with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Round design 128 ml, 4.33oz frosted glass bottle with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpWht.gif,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Round,,,2-part,,false,grace_products_final_json
BB-GB-100-0364,LBElgFrst100LtnShnBlk,LB-ELG-FRS-100ML-LPM-SBLK,Glass Bottle,Elegant,,Frosted,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.8,,3.61,In Stock,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avai","Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avai",https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnShnBlk.gif,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,,Elegant,,,2-part,,false,grace_products_final_json
BB-GB-005-0009,GBAtom5SlStars,GB-CYL-CLR-5ML-ATM-SLV-03,Metal Atomizer,Atomizer,,Clear,5 ml (0.17 oz),5,0.17,Atomizer,,,,,,13-415,,,,,,,3.05,,2.9,In Stock,"Silver atomizer design 5 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each","Silver atomizer design 5 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBAtom5SlStars.gif,https://www.bestbottles.com/product/silver-atomizer-design-5-ml-bottle-star-patterns,,Atomizer Collection,,,complete-set,,false,grace_products_final_json
BB-GB-100-0345,LBDiva100LtnClOvrCap,LB-DVA-CLR-100ML-LPM-COCP,Glass Bottle,Diva,,Clear,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.45,,3.28,In Stock,"Diva design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic","Diva design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic",https://www.bestbottles.com/images/store/enlarged_pics/LBDiva100LtnClOvrCap.gif,https://www.bestbottles.com/product/diva-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-078-0057,GBRndFrst78RdcrIvyLthr,GB-RND-FRS-78ML-RDC-IVLT,Glass Bottle,Round,,Frosted,78 ml (2.64 oz),78,2.64,Reducer,,,,,,18-415,,,,,,,2.8,,2.66,In Stock,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Round design 78 ml, 2.65oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst78RdcrIvyLthr.gif,https://www.bestbottles.com/product/round-design-78-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap,,Round,,,3-part,,false,grace_products_final_json
BB-GB-015-0029,GBCrcl15RollBlkSh,GB-CIR-CLR-15ML-ROL-SBLK,Glass Bottle,Circle,,Clear,15 ml (0.51 oz),15,0.51,Plastic Roller Ball,,,,,,13-415,,,,,,,0.74,,0.7,In Stock,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price","Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl15RollBlkSh.gif,https://www.bestbottles.com/product/circle-design-15-ml-bottle-plastic-roller-ball-plug-black-shiny-cap,,Circle,,,3-part,,false,grace_products_final_json
BB-GB-015-0139,GBSqr15MtlRollGlMatt,GB-SQR-CLR-15ML-MRL-MGLD,Glass Bottle,Square,,Clear,15 ml (0.51 oz),15,0.51,Metal Roller Ball,,,,,,13-415,,,,,,,0.85,,0.81,In Stock,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price eac","Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price eac",https://www.bestbottles.com/images/store/enlarged_pics/GBSqr15MtlRollGlMatt.gif,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,,Square,,,3-part,,false,grace_products_final_json
BB-GB-050-0161,GBSlk50AnSpLvn,GB-SLK-CLR-50ML-ASP-LVN,Glass Bottle,Sleek,,Clear,50 ml (1.69 oz),50,1.69,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.55,,5.27,In Stock,"Sleek design 50 ml, 1.7oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau","Sleek design 50 ml, 1.7oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50AnSpLvn.gif,https://www.bestbottles.com/product/sleek-design-50-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Sleek,,,2-part,,false,grace_products_final_json
BB-GB-128-0053,GBRndFrst128AnSpTslRed,GB-RND-FRS-128ML-ASP-08,Glass Bottle,Round,,Frosted,128 ml (4.33 oz),128,4.33,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,7.15,,6.79,In Stock,"Round design 128 ml, 4.33oz frosted glass bottle with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance t","Round design 128 ml, 4.33oz frosted glass bottle with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance t",https://www.bestbottles.com/images/store/enlarged_pics/GBRndFrst128AnSpTslRed.gif,https://www.bestbottles.com/product/round-design-128-ml-frosted-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,,Round,,,2-part,,false,grace_products_final_json
BB-GB-100-0363,LBElgFrst100LtnMtSl,LB-ELG-FRS-100ML-LPM-MSLV,Glass Bottle,Elegant,,Frosted,100 ml (3.38 oz),100,3.38,Lotion Pump,,,,,,18-415,,,,,,,3.8,,3.61,In Stock,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava","Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava",https://www.bestbottles.com/images/store/enlarged_pics/LBElgFrst100LtnMtSl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap,,Elegant,,,2-part,,false,grace_products_final_json
