productId,websiteSku,graceSku,category,family,shape,color,capacity,capacityMl,capacityOz,applicator,capColor,trimColor,capStyle,capHeight,ballMaterial,neckThreadSize,heightWithCap,heightWithoutCap,diameter,bottleWeightG,caseQuantity,qbPrice,webPrice1pc,webPrice10pc,webPrice12pc,stockStatus,itemName,itemDescription,imageUrl,productUrl,dataGrade,bottleCollection,fitmentStatus,graceDescription,assemblyType,componentGroup,verified,importSource
BB-GB-009-0076,GBCylBlu9SpryGl,GB-CYL-BLU-9ML-SPR-GLD,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Fine Mist Sprayer,,,,,,17-415,,,,,,,0.93,,0.88,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with gold trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with gold trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9SpryGl.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-gold-trim-and-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-030-0065,GBDiva30AnSpGl,GB-DVA-CLR-30ML-ASP-GLD,Glass Bottle,Diva,,Clear,30 ml (1.01 oz),30,1.01,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Diva design 30 ml, 1oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of your pro","Diva design 30 ml, 1oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of your pro",https://www.bestbottles.com/images/store/enlarged_pics/GBDiva30AnSpGl.gif,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-100-0076,GBCyl100AnSpIvySl,GB-CYL-CLR-100ML-ASP-IVSL,Glass Bottle,Cylinder,,Clear,100 ml (3.38 oz),100,3.38,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b","Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl100AnSpIvySl.gif,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-046-0097,LBDivaFrst46LtnShnBlk,LB-DVA-FRS-46ML-04,Glass Bottle,Diva,,Frosted,46 ml (1.56 oz),46,1.56,Lotion Pump,,,,,,18-415,,,,,,,3.75,,3.56,In Stock,Diva 46 ml (1.56 oz) Clear Lotion Bottle,"Diva design 46 ml, 1.64oz frosted glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic Diva bottle family is available in",https://www.bestbottles.com/images/store/enlarged_pics/LBDivaFrst46LtnShnBlk.gif,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-046-0079,GBDivaFrst46RdcrWht,GB-DVA-FRS-46ML-T-41,Glass Bottle,Diva,,Frosted,46 ml (1.56 oz),46,1.56,Reducer,,,,,,18-415,,,,,,,2.72,,2.58,In Stock,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,"Diva design 46 ml, 1.64oz frosted glass bottle with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBDivaFrst46RdcrWht.gif,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-reducer-white-cap,,Diva,,,3-part,,false,grace_products_final_json
BB-GB-006-0015,GBTulip6RollCuMatt,GB-CYL-CLR-6ML-ROL-MCPR,Glass Bottle,Tulip,,Clear,6 ml (0.2 oz),6,0.2,Plastic Roller Ball,,,,,,13-415,,,,,,,0.72,,0.68,In Stock,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel","Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel",https://www.bestbottles.com/images/store/enlarged_pics/GBTulip6RollCuMatt.gif,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-copper-cap,,Tulip,,,3-part,,false,grace_products_final_json
BB-GB-009-0003,GBCyl9MtlRollBlkDot,GB-CYL-CLR-9ML-T-02,Glass Bottle,Cylinder,,Clear,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.8,,0.76,In Stock,"Cylinder design 9ml,1/3 oz clear glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Cylinder design 9ml,1/3 oz clear glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl9MtlRollBlkDot.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-metal-roller-ball-black-dot-cap,,Cylinder,,,3-part,,false,grace_products_final_json
BB-PK-000-0024,OBagPink4x6,ACC-ORG-PNK-4X6,Packaging,Gift Bag,,,0 ml (0 oz),0,0,,,,,,,,,,,,,,0.77,0.73,,In Stock,Pink Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,Pink Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,https://www.bestbottles.com/images/store/enlarged_pics/OBagPink4x6.gif,https://www.bestbottles.com/product/Organza-Sheer-Gift-Bag-Pink-4x6,,Gift Bag,,,,,false,grace_products_final_json
BB-GB-009-0063,GBCylBlu9MtlRollSlDot,GB-CYL-BLU-9ML-MRL-SLDT,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.85,,0.81,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and silver dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pri","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and silver dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pri",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollSlDot.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-silver-dot-cap,,Cylinder,,,3-part,,false,grace_products_final_json
BB-GB-009-0079,GBCylBlu9SpryShSl,GB-CYL-BLU-9ML-SPR-SSLV,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Fine Mist Sprayer,,,,,,17-415,,,,,,,0.93,,0.88,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with shiny silver trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samp","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with shiny silver trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samp",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9SpryShSl.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-shiny-silver-trim-and-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-000-0006,GBDiva30AnSpIvyGl,GB-DVA-CLR-30ML-ASP-IVGD,Glass Bottle,Diva,,Clear,30 ml (1.01 oz),30,1.01,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Diva design 30 ml, 1oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of yo","Diva design 30 ml, 1oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of yo",https://www.bestbottles.com/images/store/enlarged_pics/GBDiva30AnSpIvyGl.gif,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-100-0074,GBCyl100AnSpGl,GB-CYL-CLR-100ML-ASP-GLD,Glass Bottle,Cylinder,,Clear,100 ml (3.38 oz),100,3.38,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of","Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl100AnSpGl.gif,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-046-0099,LBDivaFrst46LtnShnSl,LB-DVA-FRS-46ML-06,Glass Bottle,Diva,,Frosted,46 ml (1.56 oz),46,1.56,Lotion Pump,,,,,,18-415,,,,,,,3.75,,3.56,In Stock,Diva 46 ml (1.56 oz) Clear Lotion Bottle,"Diva design 46 ml, 1.64oz frosted glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic Diva bottle family is available in",https://www.bestbottles.com/images/store/enlarged_pics/LBDivaFrst46LtnShnSl.gif,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-046-0074,GBDivaFrst46RdcrPnkLthr,GB-DVA-FRS-46ML-T-36,Glass Bottle,Diva,,Frosted,46 ml (1.56 oz),46,1.56,Reducer,,,,,,18-415,,,,,,,3,,2.85,In Stock,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,"Diva design 46 ml, 1.64oz frosted glass bottle with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBDivaFrst46RdcrPnkLthr.gif,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-reducer-pink-faux-leather-cap,,Diva,,,3-part,,false,grace_products_final_json
BB-GB-009-0029,GBCylAmb9MtlRollBlkDot,GB-CYL-AMB-9ML-MRL-BKDT,Glass Bottle,Cylinder,,Amber,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.82,,0.78,In Stock,"Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Cylinder design 9ml,1/3 oz amber glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBCylAmb9MtlRollBlkDot.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-metal-roller-ball-black-dot-cap,,Cylinder,,,3-part,,false,grace_products_final_json
BB-PK-000-0025,OBagPurple4x6,ACC-ORG-PRP-4X6,Packaging,Gift Bag,,,0 ml (0 oz),0,0,,,,,,,,,,,,,,0.77,0.73,,In Stock,Purple Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,Purple Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,https://www.bestbottles.com/images/store/enlarged_pics/OBagPurple4x6.gif,https://www.bestbottles.com/product/Organza-Sheer-Gift-Bag-Purple-4x6,,Gift Bag,,,,,false,grace_products_final_json
BB-GB-006-0016,GBTulip6RollGlMatt,GB-CYL-CLR-6ML-ROL-MGLD,Glass Bottle,Tulip,,Clear,6 ml (0.2 oz),6,0.2,Plastic Roller Ball,,,,,,13-415,,,,,,,0.72,,0.68,In Stock,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel a","Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel a",https://www.bestbottles.com/images/store/enlarged_pics/GBTulip6RollGlMatt.gif,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-matte-gold-cap,,Tulip,,,3-part,,false,grace_products_final_json
BB-GB-009-0059,GBCylBlu9MtlRollPnkDot,GB-CYL-BLU-9ML-MRL-PKDT,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.85,,0.81,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and pink dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Price","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and pink dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Price",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollPnkDot.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-pink-dot-cap,,Cylinder,,,3-part,,false,grace_products_final_json
BB-GB-009-0078,GBCylBlu9SpryRd,GB-CYL-BLU-9ML-SPR-RED,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Fine Mist Sprayer,,,,,,17-415,,,,,,,0.93,,0.88,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with red trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and t","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with fine mist sprayer with red trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and t",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9SpryRd.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-sprayer-red-trim-and-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-030-0066,GBDiva30AnSpIvySl,GB-DVA-CLR-30ML-ASP-IVSL,Glass Bottle,Diva,,Clear,30 ml (1.01 oz),30,1.01,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Diva design 30 ml, 1oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of","Diva design 30 ml, 1oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of",https://www.bestbottles.com/images/store/enlarged_pics/GBDiva30AnSpIvySl.gif,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-100-0075,GBCyl100AnSpIvyGl,GB-CYL-CLR-100ML-ASP-IVGD,Glass Bottle,Cylinder,,Clear,100 ml (3.38 oz),100,3.38,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea","Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl100AnSpIvyGl.gif,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-050-0231,LBCrcl50LtnMtGl,LB-CIR-CLR-50ML-LPM-MGLD,Glass Bottle,Circle,,Clear,50 ml (1.69 oz),50,1.69,Lotion Pump,,,,,,18-415,,,,,,,2.6,,2.47,In Stock,"Circle design 50 ml, 1.7oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle design is a famiily of bottles available i","Circle design 50 ml, 1.7oz clear glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle design is a famiily of bottles available i",https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl50LtnMtGl.gif,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap,,Circle,,,2-part,,false,grace_products_final_json
BB-GB-046-0070,GBDivaFrst46RdcrIvyLthr,GB-DVA-FRS-46ML-T-32,Glass Bottle,Diva,,Frosted,46 ml (1.56 oz),46,1.56,Reducer,,,,,,18-415,,,,,,,3,,2.85,In Stock,Diva 46 ml (1.56 oz) Frosted Glass Bottle Tall Cap,"Diva design 46 ml, 1.64oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBDivaFrst46RdcrIvyLthr.gif,https://www.bestbottles.com/product/diva-design-46-ml-frosted-glass-bottle-reducer-ivory-faux-leather-cap,,Diva,,,3-part,,false,grace_products_final_json
BB-PK-000-0026,OBagRed4x6,ACC-ORG-RED-4X6,Packaging,Gift Bag,,,0 ml (0 oz),0,0,,,,,,,,,,,,,,0.77,0.73,,In Stock,Red Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,Red Organza / sheer gusseted gift bag. Size : 4 inches x 6 inches,https://www.bestbottles.com/images/store/enlarged_pics/OBagRed4x6.gif,https://www.bestbottles.com/product/Organza-Sheer-Gift-Bag-Pouch-Red-4x6,,Gift Bag,,,,,false,grace_products_final_json
BB-GB-006-0017,GBTulip6RollGlSh,GB-CYL-CLR-6ML-ROL-SGLD,Glass Bottle,Tulip,,Clear,6 ml (0.2 oz),6,0.2,Plastic Roller Ball,,,,,,13-415,,,,,,,0.72,,0.68,In Stock,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel a","Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel a",https://www.bestbottles.com/images/store/enlarged_pics/GBTulip6RollGlSh.gif,https://www.bestbottles.com/product/tulip-design-6ml-bottle-plastic-roller-ball-plug-shiny-gold-cap,,Tulip,,,3-part,,false,grace_products_final_json
BB-GB-009-0057,GBCylBlu9MtlRollMattGl,GB-CYL-BLU-9ML-MRL-MGLD,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.77,,0.73,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pri","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pri",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollMattGl.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-matte-gold-cap,,Cylinder,,,3-part,,false,grace_products_final_json
BB-GB-000-0007,GBDiva30AnSpLvn,GB-DVA-CLR-30ML-ASP-LVN,Glass Bottle,Diva,,Clear,30 ml (1.01 oz),30,1.01,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Diva design 30 ml, 1oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty","Diva design 30 ml, 1oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",https://www.bestbottles.com/images/store/enlarged_pics/GBDiva30AnSpLvn.gif,https://www.bestbottles.com/product/diva-design-30-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Diva,,,2-part,,false,grace_products_final_json
BB-GB-009-0102,GBCylFrst9SpryGl,GB-CYL-FRS-9ML-SPR-GLD,Glass Bottle,Cylinder,,Frosted,9 ml (0.3 oz),9,0.3,Fine Mist Sprayer,,,,,,17-415,,,,,,,0.98,,0.93,In Stock,"Cylinder design 9ml,1/3 oz frosted glass bottle with fine mist sprayer with gold trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each","Cylinder design 9ml,1/3 oz frosted glass bottle with fine mist sprayer with gold trim and plastic overcap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Price each",https://www.bestbottles.com/images/store/enlarged_pics/GBCylFrst9SpryGl.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-frosted-glass-bottle-sprayer-gold-trim-and-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-100-0090,GBCyl100AnSpWht,GB-CYL-CLR-100ML-ASP-WHT,Glass Bottle,Cylinder,,Clear,100 ml (3.38 oz),100,3.38,Vintage Bulb Sprayer,,,,,,18-415,,,,,,,5.9,,5.61,In Stock,"Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b","Cylinder design 100 ml, 3 1/2oz  clear glass bottle  with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the b",https://www.bestbottles.com/images/store/enlarged_pics/GBCyl100AnSpWht.gif,https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-white-vintage-style-bulb-sprayer-shiny-silver-collar-cap,,Cylinder,,,2-part,,false,grace_products_final_json
BB-GB-050-0032,GBCrcl50RdcrShnSl,GB-CIR-CLR-50ML-RDC-SSLV,Glass Bottle,Circle,,Clear,50 ml (1.69 oz),50,1.69,Reducer,,,,,,18-415,,,,,,,1.57,,1.85,In Stock,"Circle design 50 ml, 1.7oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. P","Circle design 50 ml, 1.7oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. P",https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl50RdcrShnSl.gif,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-reducer-shiny-silver-cap,,Circle,,,3-part,,false,grace_products_final_json
BB-GB-050-0234,LBCrcl50LtnShnGl,LB-CIR-CLR-50ML-LPM-SGLD,Glass Bottle,Circle,,Clear,50 ml (1.69 oz),50,1.69,Lotion Pump,,,,,,18-415,,,,,,,2.6,,2.47,In Stock,"Circle design 50 ml, 1.7oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle design is a famiily of bottles available i","Circle design 50 ml, 1.7oz clear glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle design is a famiily of bottles available i",https://www.bestbottles.com/images/store/enlarged_pics/LBCrcl50LtnShnGl.gif,https://www.bestbottles.com/product/circle-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,,Circle,,,2-part,,false,grace_products_final_json
BB-GB-009-0055,GBCylBlu9MtlRollBlkDot,GB-CYL-BLU-9ML-MRL-BKDT,Glass Bottle,Cylinder,,Cobalt Blue,9 ml (0.3 oz),9,0.3,Metal Roller Ball,,,,,,17-415,,,,,,,0.85,,0.81,In Stock,"Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pric","Cylinder design 9ml,1/3 oz Cobalt blue glass bottle with metal roller ball plug and black dot cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for promotion samples and travel. Pric",https://www.bestbottles.com/images/store/enlarged_pics/GBCylBlu9MtlRollBlkDot.gif,https://www.bestbottles.com/product/cylinder-design-9-ml-cobalt-blue-glass-bottle-metal-roller-ball-black-dot-cap,,Cylinder,,,3-part,,false,grace_products_final_json
