graceSku,websiteSku,family,itemName,color,capacity,coverageSource,coverageEvidenceUrl,referencePath
GB-RYL-CLR-13ML-ROL-SLDT,GBRoyal13RollSlDot,Royal,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Pr",Clear,13 ml (0.44 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-RYL-CLR-13ML-ROL-SLDT.png,
LB-CIR-CLR-100ML-LPM-COCP,LBCrcl100LtnClOvrCap,Circle,"Circle design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle de",Clear,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779527035625_ec59ln.png,
GB-RND-FRS-78ML-RDC-MSLV-T,GBRndFrst78RdcrMtSlTall,Round,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and tall silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",Frosted,78 ml (2.64 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-MSLV-T_1779532318771_k6nlas.png,
GB-RND-FRS-128ML-ASP-RED,GBRndFrst128AnSpRed,Round,"Round design 128 ml, 4.33oz frosted glass bottle with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-RED_1779532381920_7k4a97.png,
LB-ELG-FRS-100ML-LPM-MGLD,LBElgFrst100LtnMtGl,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-MGLD_1779482824690_5z4a7b.png,
LB-CIR-FRS-100ML-LPM-COCP,LBCrclFrst100LtnClOvrCap,Circle,"Circle design 100 ml, 3 1/2oz frosted glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Circle",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Circle/LB-CIR-FRS-100ML-LPM-COCP_1779525206447_9r5102.png,
GB-RYL-CLR-13ML-ROL-MSLV,GBRoyal13RollSlMatt,Royal,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",Clear,13 ml (0.44 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-RYL-CLR-13ML-ROL-MSLV__GBRoyal13RollSlMatt__pdp-main__v001.png,
GB-RND-FRS-78ML-RDC-MSLV,GBRndFrst78RdcrMtSl,Round,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",Frosted,78 ml (2.64 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-MSLV_1779532325262_ur3x7q.png,
GB-SQR-CLR-15ML-MRL-SBLK,GBSqr15MtlRollBlkSh,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price ea",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-SBLK__GBSqr15MtlRollBlkSh__pdp-main__v001.png,
GB-RND-FRS-128ML-ASP-MSLV,GBRndFrst128AnSpMtSl,Round,"Round design 128 ml, 4.33oz frosted glass bottle with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-MSLV_1779532373102_yulpff.png,
LB-ELG-FRS-100ML-LPM-SGLD,LBElgFrst100LtnShnGl,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny gold lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avail",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-SGLD_1779482822537_l1jj4h.png,
GB-RND-FRS-78ML-RDC-WHT,GBRndFrst78RdcrWht,Round,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",Frosted,78 ml (2.64 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-WHT_1779532330358_e3fszx.png,
GB-RYL-CLR-13ML-ROL-SSLV,GBRoyal13RollSlSh,Royal,"Royal design 13ml, 1/2oz Clear glass bottle with plastic roller ball plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",Clear,13 ml (0.44 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-RYL-CLR-13ML-ROL-SSLV.png,
GB-SQR-CLR-15ML-MRL-MCPR,GBSqr15MtlRollCuMatt,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-MCPR__GBSqr15MtlRollCuMatt__pdp-main__v001.png,
GB-RND-FRS-128ML-ASP-WHT,GBRndFrst128AnSpWht,Round,"Round design 128 ml, 4.33oz frosted glass bottle with white vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-WHT_1779532395078_oogfvt.png,
LB-ELG-FRS-100ML-LPM-SBLK,LBElgFrst100LtnShnBlk,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles avai",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-SBLK_1779482829011_ktk292.png,
GB-RND-FRS-78ML-RDC-IVLT,GBRndFrst78RdcrIvyLthr,Round,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",Frosted,78 ml (2.64 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-IVLT_1779532324417_hu478m.png,
GB-CIR-CLR-15ML-ROL-SBLK,GBCrcl15RollBlkSh,Circle,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and black shiny cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-CIR-CLR-15ML-ROL-SBLK.png,
GB-SQR-CLR-15ML-MRL-MGLD,GBSqr15MtlRollGlMatt,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price eac",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-MGLD__GBSqr15MtlRollGlMatt__pdp-main__v001.png,
GB-SLK-CLR-50ML-ASP-LVN,GBSlk50AnSpLvn,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beau",Clear,50 ml (1.69 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-LVN.png,
GB-RND-FRS-128ML-ASP-08,GBRndFrst128AnSpTslRed,Round,"Round design 128 ml, 4.33oz frosted glass bottle with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance t",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-08_1779532376778_kziay2.png,
LB-ELG-FRS-100ML-LPM-MSLV,LBElgFrst100LtnMtSl,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-MSLV_1779482834079_wfqbeq.png,
LB-ELG-CLR-100ML-LPM-COCP,LBElg100LtnClOvrCap,Elegant,"Elegant design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant",Clear,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779596741492_v229hm.png,
GB-RND-FRS-78ML-RDC-PKLT,GBRndFrst78RdcrPnkLthr,Round,"Round design 78 ml, 2.65oz frosted glass bottle with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each",Frosted,78 ml (2.64 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-78ML-RDC-PKLT_1779532334966_edyqln.png,
GB-CIR-CLR-15ML-ROL-MCPR,GBCrcl15RollCuMatt,Circle,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte copper cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-CIR-CLR-15ML-ROL-MCPR__GBCrcl15RollCuMatt__pdp-main__v001.png,
GB-SQR-CLR-15ML-MRL-SGLD,GBSqr15MtlRollGlSh,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price eac",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-SGLD__GBSqr15MtlRollGlSh__pdp-main__v001.png,
GB-ELG-CLR-30ML-SPR-SGLD,GBElg30SpryShGl,Elegant,"Elegant design 30 ml, clear glass bottle with sprayer and shiny gold cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each",Clear,30 ml (1.01 oz),madison_generated_evidence,https://www.bestbottles.com/images/store/caps/15-415SpShnGl.png,
GB-SLK-CLR-50ML-ASP-PNK,GBSlk50AnSpPnk,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty of",Clear,50 ml (1.69 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-PNK.png,
GB-RND-FRS-128ML-ASP-02,GBRndFrst128AnSpTslGl,Round,"Round design 128 ml, 4.33oz frosted glass bottle with Gold vintage style bulb sprayer with tasseland shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance th",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-02_1779532389691_94nerc.png,
LB-ELG-FRS-100ML-LPM-SSLV,LBElgFrst100LtnShnSl,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-SSLV_1779482830020_uc2j9a.png,
GB-CIR-CLR-15ML-ROL-MGLD,GBCrcl15RollGlMatt,Circle,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-CIR-CLR-15ML-ROL-MGLD__GBCrcl15RollGlMatt__pdp-main__v001.png,
GB-SQR-CLR-15ML-MRL-PKDT,GBSqr15MtlRollPinkDot,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and pink cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-PKDT__GBSqr15MtlRollPinkDot__pdp-main__v001.png,
GB-SLK-CLR-50ML-ASP-MSLV,GBSlk50AnSpMtSl,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut",Clear,50 ml (1.69 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-MSLV.png,
GB-RND-FRS-128ML-ASP-03,GBRndFrst128AnSpTslIvyGl,Round,"Round design 128 ml, 4.33oz frosted glass bottle with Ivory vintage style bulb sprayer with tassel and shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-03_1779532386250_kpnsv1.png,
LB-ELG-FRS-100ML-LPM-OVCP-T,LBElgFrst100WhtClOvrCp,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with white rectangular with clear over the cap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a fami",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-OVCP-T_1779482819936_onl8hb.png,
LB-SLK-CLR-100ML-LPM-COCP,LBSlk100LtnClOvrCap,Sleek,"Sleek design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek desi",Clear,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/LB-SLK-CLR-100ML-LPM-COCP.png,
GB-CIR-CLR-15ML-ROL-SGLD,GBCrcl15RollGlSh,Circle,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-CIR-CLR-15ML-ROL-SGLD.png,
GB-SQR-CLR-15ML-MRL-SLDT,GBSqr15MtlRollSlDot,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Pri",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-SLDT__GBSqr15MtlRollSlDot__pdp-main__v001.png,
GB-ELG-CLR-30ML-SPR-MSLV,GBElg30SpryMattSl,Elegant,"Elegant design 30 ml, clear glass bottle with sprayer and matte silver cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each",Clear,30 ml (1.01 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-ELG-CLR-30ML-SPR-MSLV.png,
GB-SLK-CLR-50ML-ASP-IVSL,GBSlk50AnSpIvySl,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",Clear,50 ml (1.69 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-SLK-CLR-50ML-ASP-IVSL.png,
GB-RND-FRS-128ML-ASP-04,GBRndFrst128AnSpTslIvySl,Round,"Round design 128 ml, 4.33oz frosted glass bottle with Ivory vintage style bulb sprayer with tassel and shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",Frosted,128 ml (4.33 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-FRS-128ML-ASP-04_1779532383026_zryqd4.png,
LB-ELG-FRS-100ML-LPM-CPR,LBElgFrst100LtnCu,Elegant,"Elegant design 100 ml, 3 1/2oz frosted glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Elegant bottle is a family of bottles ava",Frosted,100 ml (3.38 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Elegant/LB-ELG-FRS-100ML-LPM-CPR_1779482820823_ax10ku.png,
LB-SLM-CLR-100ML-LPM-CPR,LBSlm100LtnCu,Slim,"Slim design 100 ml, 3 1/2oz clear glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles avai",Clear,100 ml (3.38 oz),madison_generated_evidence,https://www.bestbottles.com/images/store/caps/18-415LtShnSl.png,
GB-CIR-CLR-15ML-ROL-PKDT,GBCrcl15RollPinkDot,Circle,"Circle design 15ml, 1/2oz Clear glass bottle with plastic roller ball plug and pink cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Pri",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-CIR-CLR-15ML-ROL-PKDT.png,
GB-SQR-CLR-15ML-MRL-MSLV,GBSqr15MtlRollSlMatt,Square,"Square design 15ml, 1/2oz Clear glass bottle with metal roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants. Price e",Clear,15 ml (0.51 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-SQR-CLR-15ML-MRL-MSLV__GBSqr15MtlRollSlMatt__pdp-main__v001.png,
GB-ELG-CLR-30ML-SPR-MGLD,GBElg30SpryMattGl,Elegant,"Elegant design 30 ml, clear glass bottle with sprayer and matte gold cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Elegant design is a family of bottles availabel in many sizes. Price each",Clear,30 ml (1.01 oz),madison_generated_evidence,https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/best-bottles/local-generation/reference-backed-clear-remaining-batch-001-nb2-2026-06-09/cap-on/GB-ELG-CLR-30ML-SPR-MGLD.png,
