graceSku,websiteSku,family,itemName,color,capacity,coverageSource,coverageEvidenceUrl,referencePath
GB-SLM-BLK-5ML-ATM-BLK-T,GBAtom5SlimBlk,Atomizer,"Black slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Black,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588034304_nb3j5c_046d75ee-7554-4bd7-8bf8-f8d86ad9dd1e.png?v=1779602567,
GB-EMP-CLR-50ML-AST-RED,GBEmp50AnSpTslRed,Empire,"Empire design 50 ml, 1.7oz  clear glass bottle  with Red vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance",Clear,50 ml (1.69 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778802415546-2226abb8-1bc2-411d-afc4-0976c4241ba9.png?v=1779037347,
GB-SLM-CLR-5ML-ATM-GLD-T,GBAtom5SlimGl,Atomizer,"Gold slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588088625_bcij1v_bb6f1470-9d52-4e6e-9862-145e6d16bf29.png?v=1779602562,
GB-EMP-CLR-50ML-AST-WHT,GBEmp50AnSpTslWht,Empire,"Empire design 50 ml, 1.7oz  clear glass bottle  with White vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhanc",Clear,50 ml (1.69 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778801614828-7296413a-bb82-41ac-b404-a0c25a134088.png?v=1779037375,
GB-SLM-CLR-5ML-ATM-SLV-T,GBAtom5SlimSl,Atomizer,"Silver slim atomizer design 5 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588140614_j2unbh_fa555608-e72c-471a-8506-6fe01160585d.png?v=1779602557,
LB-CYL-CLR-100ML-LPM-COCP,LBCyl100LtnClOvrCap,Cylinder,"Cylinder design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Cylinde",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779522046471_dbtg17.png?v=1779522248,
GB-EMP-CLR-50ML-AST-MSLV,GBEmp50AnSpTslMtSl,Empire,"Empire design 50 ml, 1.7oz  clear glass bottle  with Silver vintage style bulb sprayer with tassel with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhan",Clear,50 ml (1.69 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778801678964-0943aa37-f4cb-47a2-b413-d1383a717cbd.png?v=1779037371,
GB-CYL-CLR-5ML-ATM-SLV-03,GBAtom5SlStars,Atomizer,"Silver atomizer design 5 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588197499_i22fdn_cbc7a9bb-6df6-475a-8e20-5e6730a03743.png?v=1779603554,
LB-DVA-CLR-100ML-LPM-COCP,LBDiva100LtnClOvrCap,Diva,"Diva design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779489587697_xgompz.png?v=1779490542,
GB-CYL-BLK-10ML-ATM-BLK-01,GBAtom10Blk,Atomizer,"Black atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Black,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588837027_u6vyrl_bb2bbd5b-20af-4712-9d51-057408c6a328.png?v=1779603839,
GB-CYL-BLK-10ML-ATM-BLK-02,GBAtom10BlkDot,Atomizer,"Black atomizer design 10 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Black,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588897934_15a1vq_5edb5ce2-68cc-4d4a-9fa8-a928f5198986.png?v=1779603835,
LB-EMP-CLR-100ML-LPM-COCP,LBEmp100LtnClOvrCap,Empire,"Empire design 100 ml, 3 1/2oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire de",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779088932224_ybybsd.png?v=1779091225,
GB-CIR-CLR-100ML-RDC-PNK,GBCrcl100RdcrPnkLthr,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528401956_7qmhyd.png?v=1779529382,
GB-CYL-BLU-10ML-ATM-BLU,GBAtom10Blu,Atomizer,"Blue atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Cobalt Blue,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779588959794_efq2mn_03d1b523-1e7a-4783-ac92-89836d203a36.png?v=1779603831,
GB-CIR-CLR-100ML-RDC-SGLD,GBCrcl100RdcrShnGl,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size.",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778809519816-64a784bf-f391-4f98-aa1f-f5d9c7025d9c.png?v=1779012074,
GB-CYL-CLR-10ML-ATM-GLD,GBAtom10Gl,Atomizer,"Gold atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589016760_2omgho_2540703d-b7ac-4555-8322-9cdeb9f5c669.png?v=1779603826,
GB-CIR-CLR-100ML-RDC-SBLK-T,GBCrcl100RdcrShnBlkTall,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and tall black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528518735_lg4ton.png?v=1779528586,
AB-ALU-CLR-120ML-LPM-WHT,Alu120mlLotionPumpWhite,Aluminum Bottle,"Cylinder shaped, brushed aluminum 120 ml bottle with lotion white. For use with lotion or treatment pump. Price Each",Clear,120 ml (4.06 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779263694090-3b7e67d4-0119-44ae-8d27-2fbef350116c.png?v=1779568555,
GB-CYL-GRN-10ML-ATM-GRN,GBAtom10Gr,Atomizer,"Green atomizer design 10 ml bottle . For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Green,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589072742_2w1hz2_eb6fdfb0-970c-483c-81f5-5affd972e12b.png?v=1779603821,
GB-CIR-CLR-100ML-RDC-SBLK,GBCrcl100RdcrShnBlk,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size.",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779404922940_funqun.png?v=1779405336,
GB-CYL-CLR-10ML-ATM-LVN,GBAtom10Lv,Atomizer,"Lavender atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589129599_bohdbe_7edb0229-897f-4754-965d-95011ef7259d.png?v=1779603817,
AB-ALU-CLR-120ML-LPM-BLK,Alu120mlLotionPumpBlack,Aluminum Bottle,"Cylinder shaped, brushed aluminum 120 ml bottle with lotion black. For use with lotion or treatment pump. Price Each",Clear,120 ml (4.06 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779263636108-9e5b6e2e-88a1-4d39-bfd1-75a2a398a84d.png?v=1779568559,
GB-CIR-CLR-100ML-RDC-01,GBCrcl100RdcrBrwnLthr,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100m",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528634901_ngwsnu.png?v=1779529108,
GB-CYL-PNK-10ML-ATM-PNK,GBAtom10Pnk,Atomizer,"Pink atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Pink,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589184989_8r1lay_3612a5e1-d6ec-4fc8-8642-f92831e76c60.png?v=1779603812,
GB-CIR-CLR-100ML-RDC-02,GBCrcl100RdcrLBrwnLthr,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and light brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml an",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528727836_adc0hd.png?v=1779529104,
GB-BSR-CLR-30ML-MRO-MSLV,GBBstn1ozMtlRollonMattSl,Boston Round,"Boston round design 30ml, 1oz Clear glass bottle with metal roller plug and matte silver cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter metal-roller ball. Price",Clear,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650448471_aup5lm_5fb82050-f74c-4d68-9fcf-8b5d1cc59d17.png?v=1779661395,
GB-CIR-CLR-100ML-RDC-SSLV,GBCrcl100RdcrShnSl,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528788062_mpiel0.png?v=1779529099,
GB-BSR-CLR-30ML-MRO-SSLV,GBBstn1ozMtlRollonShnSl,Boston Round,"Boston round design 30ml, 1oz Clear glass bottle with metal roller plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Clear,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650499957_nx15zn_3e7a4881-32eb-4765-b1ba-08e334d27319.png?v=1779661390,
GB-CYL-CLR-10ML-ATM-RED,GBAtom10Red,Atomizer,"Red atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589248294_19corl_ae87cc70-34ec-40df-a715-ff529df30ea3.png?v=1779603808,
GB-VIA-AMB-1ML-WHT-T,GB1mlAmbVialWht,Vial,"Vial style 1 ml amber glass bottle with white applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions. Price each",Amber,1 ml (0.03 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779591677264_x9wxw5.png?v=1779593911,
GB-CIR-CLR-100ML-RDC-MSLV-T,GBCrcl100RdcrMtSlTall,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and tall silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528850811_2az5qt.png?v=1779529095,
GB-BSR-CLR-30ML-MRO-MBLK,GBBstn1ozMtlRollonMattBlk,Boston Round,"Boston round design 30ml, 1oz Clear glass bottle with metal roller plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Clear,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650551637_q38n4v_20df9821-2c7e-4706-b857-0b8657163d09.png?v=1779661385,
GB-CYL-CLR-10ML-ATM-SLV-01,GBAtom10Sl,Atomizer,"Silver atomizer design 10 ml bottle. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589298596_tx755g_410d2a28-a3c3-4c4e-a751-a9921fdcb26e.png?v=1779603803,
GB-VIA-CLR-1ML-BLK-T,GB1mlVBlk,Vial,"Vial style 1 ml clear glass bottle with black applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions. Price each",Clear,1 ml (0.03 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779591731081_gklgtn.png?v=1779593907,
GB-CIR-CLR-100ML-RDC-MSLV,GBCrcl100RdcrMtSl,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528907363_t45bvo.png?v=1779529090,
GB-CYL-CLR-10ML-ATM-SLV-02,GBAtom10SlDot,Atomizer,"Silver atomizer design 10 ml bottle with dots. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589355957_v232jr_08bd8b19-0a52-468a-b210-718009d714ef.png?v=1779603798,
GB-CIR-CLR-100ML-RDC-WHT,GBCrcl100RdcrWht,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100ml size. Price",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779528973029_is8bu3.png?v=1779529085,
GB-BSR-CLR-30ML-MRO-MGLD,GBBstn1ozMtlRollonMattGl,Boston Round,"Boston round design 30ml, 1oz Clear glass bottle with metal roller plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Clear,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779650660693_zrsqbg_00258b87-f2ff-4560-80cf-bcf08d5e89b4.png?v=1779661380,
GB-VIA-CLR-2ML-S-02,GBVAmb2WhtCap,Vial,"Vial design 2 ml Amber glass vial with short white cap. For use with perfume or fragrance oil, essential oil, and aromatherapy.  Small or mini size vials for promotions, sample or travel accessory. Price each",Amber,2 ml (0.07 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779592072562_ti2plv_c292b5c3-4bb7-4927-8708-45e0fdddbc1d.png?v=1779609851,
GB-CIR-CLR-100ML-RDC-IVR,GBCrcl100RdcrIvyLthr,Circle,"Circle design 100 ml, 3 1/2oz  clear glass bottle  with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Circle design is a famiily of bottles available in 15ml, 30ml, 50ml and 100m",Clear,100 ml (3.38 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779529026861_pb0fun.png?v=1779529079,
GB-CYL-CLR-10ML-ATM-SLV-03,GBAtom10SlStars,Atomizer,"Silver atomizer design 10 ml bottle with star patterns. For use with perfumes, Colognes, eau de Parfum. Refillable, travel size atomizer. Can be laser engraved and customized. Great for gifts and promotion. Price each",Clear,10 ml (0.34 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779589412300_rgxgf0_f218b225-b522-42bc-ae7f-bbadaf34c175.png?v=1779603794,
GB-VIA-CLR-2ML-WHT-T,GBVialClr2mlWhtCap,Vial,Vial design 2 ml clear glass vial with short white cap.,Clear,2 ml (0.07 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779592841053-a9eee4f7-b334-4879-881a-d077b9e594fc.png?v=1779592881,
GB-BSR-AMB-30ML-MRL-MGLD,GBBstnAmb1ozMtlRollonMattGl,Boston Round,"Boston round design 30ml, 1oz Amber glass bottle with metal roller plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Amber,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651156640_p0c1po.png?v=1779661074,
GB-BSR-AMB-30ML-MRL-MSLV,GBBstnAmb1ozMtlRollonMattSl,Boston Round,"Boston round design 30ml, 1oz Amber glass bottle with metal roller plug and matte silver cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter metal-roller ball. Price",Amber,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651214423_tktdrs.png?v=1779661070,
GB-SPR-CLR-3ML-BLK,GBSpry3mlClBlk,Cylinder,3.3ml Clear Glass Bottle with Black Spray Pump and Clear Cap. Good for use as a sample.,Clear,3 ml (0.1 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779531868963_wa5vvl.png?v=1779531991,
GB-VIA-CLR-3ML-GRN-S,GBVGreen2o4BlackCapSht,Vial,"Vial design 5/8 dram Green glass vial with black short cap. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Perfume sample vials for promotions. Price each",Green,3 ml (0.1 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779592258165-396429dc-5554-446a-8ec1-161e15de1340_d173cec2-0a09-48db-9308-a02961849176.png?v=1779596449,
GB-BSR-AMB-30ML-MRL-SSLV,GBBstnAmb1ozMtlRollonShnSl,Boston Round,"Boston round design 30ml, 1oz Amber glass bottle with metal roller plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Amber,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651271838_xs6qkm.png?v=1779661066,
GB-SPR-CLR-4ML-BLK,GBSpry4mlClBlk,Cylinder,Clear Glass Bottle with Black Spray Pump and Clear Cap. Capacity: 4ml,Clear,4 ml (0.14 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779531965234_29nost.png?v=1779532065,
GB-BSR-AMB-30ML-MRL-SBLK,GBBstnAmb1ozMtlRollonShnBlk,Boston Round,"Boston round design 30ml, 1oz Amber glass bottle with metal roller plug and shiny black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price each",Amber,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651332737_pwrrac.png?v=1779661062,
GB-CYL-CLR-5ML-SPR-MBLK,GBCyl5SpryBlkMatt,Cylinder,"Cylinder design 5.5ml, 1/6oz Clear glass bottle with matte black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779532083448_fw1vll_db08eb1e-2b8a-483e-b0de-1cb69b50cffc.png?v=1779556432,
GB-BSR-BLU-30ML-MRO-MSLV,GBBstnBlu1ozMtlRollonMattSl,Boston Round,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and matte silver cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter metal-roller ball.",Cobalt Blue,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651764227_wj3oq1.png?v=1779661038,
GB-BSR-BLU-30ML-MRO-SSLV,GBBstnBlu1ozMtlRollonShnSl,Boston Round,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price",Cobalt Blue,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651816927_cz2jmw.png?v=1779661034,
GB-BSR-BLU-30ML-MRO-MBLK,GBBstnBlu1ozMtlRollonMattBlk,Boston Round,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price",Cobalt Blue,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651868672_c1sjnu.png?v=1779661029,
GB-DVA-CLR-46ML-SPR-MGLD,GBDiva46SpryMtGl,Diva,"Diva design 46 ml, 1.64oz  clear glass bottle  with matte gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",Clear,46 ml (1.56 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507254916_l8ya1v_68250ccd-46c8-4b9e-991e-2415342cca4a.png?v=1779517492,
GB-BSR-BLU-30ML-MRO-MGLD,GBBstnBlu1ozMtlRollonMattGl,Boston Round,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and matte gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball. Price e",Cobalt Blue,30 ml (1.01 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779651921311_f0ofeu.png?v=1779661025,
GB-DVA-CLR-46ML-SPR-SGLD,GBDiva46SpryShnGl,Diva,"Diva design 46 ml, 1.64oz  clear glass bottle  with shiny gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",Clear,46 ml (1.56 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779507312804_m1on2g_76adbb8c-304a-475d-acdb-b559daea46dd.png?v=1779517488,
GB-CYL-CLR-5ML-SLV-T,GBCyl5Sl,Cylinder,"Cylinder design 5ml, 1/6oz Clear glass bottle with shiny silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779610608527_ncmwih_03b41055-3583-4132-ae43-b2cee5717d11.png?v=1779628846,
GB-CYL-WHT-50ML-MRL-WHT,GBCyl50MtlRollWht,Cylinder,"Cylinder style 50 ml bottle with metal roller ball plug and white cap. For use with fragrances, oils, massage oils, light lotions and ointments. Roll-on plug has a large roller ball. Price Each",Clear,50 ml (1.69 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779554202890_me88vg.png?v=1779554558,
GB-DVA-CLR-46ML-SPR-SBLK,GBDiva46SpryShnBlk,Diva,"Diva design 46 ml, 1.64oz  clear glass bottle  with shiny black spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Our Classic Diva bottle family is available in 30ml, 46ml and 100ml. Price each",Clear,46 ml (1.56 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1779507653573-f305d91e-c9ec-4d1d-acd9-786e401ae746_37b9b408-3fc7-4ee5-b493-75f9cfbae201.png?v=1779507994,
GB-CYL-CLR-5ML-GLD-T,GBCyl5Gl,Cylinder,"Cylinder design 5ml, 1/6oz Clear glass bottle with shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),convex_shopify_cdn,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779610675866_p61vkt_f2792c76-e3ff-4060-9135-45ec19f0a5a7.png?v=1779628842,
