websiteSku,graceSku,family,capacityMl,neckThreadSize,applicator,category,color,capColor,capStyle,productUrl,retired
GBSleek5MtlRollGlMatt,GB-SLK-CLR-5ML-MRL-MGLD,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBSleek5MtlRollGlSh,GB-SLK-CLR-5ML-MRL-SGLD,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBSleek5MtlRollPinkDot,GB-SLK-CLR-5ML-MRL-PKDT,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBSleek5MtlRollSlDot,GB-SLK-CLR-5ML-MRL-SLDT,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBSleek5MtlRollSlMatt,GB-SLK-CLR-5ML-MRL-MSLV,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBSleek5MtlRollSlSh,GB-SLK-CLR-5ML-MRL-SSLV,Sleek,5.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBSleek5RollBlkDot,GB-SLK-CLR-5ML-ROL-BKDT,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBSleek5RollBlkSh,GB-SLK-CLR-5ML-ROL-SBLK,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBSleek5RollCuMatt,GB-SLK-CLR-5ML-ROL-MCPR,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBSleek5RollGlMatt,GB-SLK-CLR-5ML-ROL-MGLD,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBSleek5RollGlSh,GB-SLK-CLR-5ML-ROL-SGLD,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBSleek5RollPinkDot,GB-SLK-CLR-5ML-ROL-PKDT,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBSleek5RollSlDot,GB-SLK-CLR-5ML-ROL-SLDT,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBSleek5RollSlMatt,GB-SLK-CLR-5ML-ROL-MSLV,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBSleek5RollSlSh,GB-SLK-CLR-5ML-ROL-SSLV,Sleek,5.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBSleek5Sl,GB-SLK-CLR-5ML-SLV-T,Sleek,5.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-silver-cap,False
GBSleek5SpryBlkMatt,GB-SLK-CLR-5ML-SPR-MBLK,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-black-spray,False
GBSleek5SpryBlkSh,GB-SLK-CLR-5ML-SPR-SBLK,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-black-spray,False
GBSleek5SpryBluMatt,GB-SLK-CLR-5ML-SPR-MBLU,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-blue-spray,False
GBSleek5SpryCuMatt,GB-SLK-CLR-5ML-SPR-MCPR,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-copper-spray,False
GBSleek5SpryGlMatt,GB-SLK-CLR-5ML-SPR-MGLD,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-gold-spray,False
GBSleek5SpryGlSh,GB-SLK-CLR-5ML-SPR-SGLD,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-gold-spray,False
GBSleek5SprySlMatt,GB-SLK-CLR-5ML-SPR-MSLV,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-matte-silver-spray,False
GBSleek5SprySlSh,GB-SLK-CLR-5ML-SPR-SSLV,Sleek,5.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-shiny-silver-spray,False
GBSleek5WhtSht,GB-SLK-WHT-5ML-WHT-S,Sleek,5.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/sleek-design-5-ml-glass-bottle-short-white-cap,False
GBSleek8BlkSht,GB-SLK-CLR-8ML-S,Sleek,8.0,13-415,,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-short-black-cap,False
GBSleek8Gl,GB-SLK-CLR-8ML-GLD-T,Sleek,8.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-shiny-gold-cap,False
GBSleek8MtlRollBlkDot,GB-SLK-CLR-8ML-MRL-BKDT,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBSleek8MtlRollBlkSh,GB-SLK-CLR-8ML-MRL-SBLK,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBSleek8MtlRollCuMatt,GB-SLK-CLR-8ML-MRL-MCPR,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBSleek8MtlRollGlMatt,GB-SLK-CLR-8ML-MRL-MGLD,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBSleek8MtlRollGlSh,GB-SLK-CLR-8ML-MRL-SGLD,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBSleek8MtlRollPinkDot,GB-SLK-CLR-8ML-MRL-PKDT,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBSleek8MtlRollSlDot,GB-SLK-CLR-8ML-MRL-SLDT,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBSleek8MtlRollSlMatt,GB-SLK-CLR-8ML-MRL-MSLV,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBSleek8MtlRollSlSh,GB-SLK-CLR-8ML-MRL-SSLV,Sleek,8.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBSleek8RollBlkDot,GB-SLK-CLR-8ML-ROL-BKDT,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBSleek8RollBlkSh,GB-SLK-CLR-8ML-ROL-SBLK,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBSleek8RollCuMatt,GB-SLK-CLR-8ML-ROL-MCPR,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBSleek8RollGlMatt,GB-SLK-CLR-8ML-ROL-MGLD,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBSleek8RollGlSh,GB-SLK-CLR-8ML-ROL-SGLD,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBSleek8RollPinkDot,GB-SLK-CLR-8ML-ROL-PKDT,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBSleek8RollSlDot,GB-SLK-CLR-8ML-ROL-SLDT,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBSleek8RollSlMatt,GB-SLK-CLR-8ML-ROL-MSLV,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBSleek8RollSlSh,GB-SLK-CLR-8ML-ROL-SSLV,Sleek,8.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBSleek8Sl,GB-SLK-CLR-8ML-SLV-T,Sleek,8.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-shiny-silver-cap,False
GBSleek8SpryBlkMatt,GB-SLK-CLR-8ML-SPR-MBLK,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Black,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-black-spray,False
GBSleek8SpryBlkSh,GB-SLK-CLR-8ML-SPR-SBLK,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-shiny-black-spray,False
GBSleek8SpryBluMatt,GB-SLK-CLR-8ML-SPR-MBLU,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-blue-spray,False
GBSleek8SpryCuMatt,GB-SLK-CLR-8ML-SPR-MCPR,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-copper-spray,False
GBSleek8SpryGlMatt,GB-SLK-CLR-8ML-SPR-MGLD,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-gold-spray,False
GBSleek8SpryGlSh,GB-SLK-CLR-8ML-SPR-SGLD,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-shiny-gold-spray,False
GBSleek8SprySlMatt,GB-SLK-CLR-8ML-SPR-MSLV,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-matte-silver-spray,False
GBSleek8SprySlSh,GB-SLK-CLR-8ML-SPR-SSLV,Sleek,8.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-shiny-silver-spray,False
GBSleek8WhtSht,GB-SLK-WHT-8ML-WHT-S,Sleek,8.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/sleek-design-8-ml-glass-bottle-short-white-cap,False
GBSqr15BlkSht,GB-SQR-CLR-15ML-S,Square,15.0,13-415,,Glass Bottle,Clear,Clear,Short,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-short-black-cap,False
GBSqr15Gl,GB-VIA-CLR-15ML-GLD-T-02,Square,15.0,13-415,,Glass Bottle,Clear,Gold,Tall,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-gold-cap,False
GBSqr15MtlRollBlkDot,GB-SQR-CLR-15ML-MRL-BKDT,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBSqr15MtlRollBlkSh,GB-SQR-CLR-15ML-MRL-SBLK,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBSqr15MtlRollCuMatt,GB-SQR-CLR-15ML-MRL-MCPR,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBSqr15MtlRollGlMatt,GB-SQR-CLR-15ML-MRL-MGLD,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBSqr15MtlRollGlSh,GB-SQR-CLR-15ML-MRL-SGLD,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBSqr15MtlRollPinkDot,GB-SQR-CLR-15ML-MRL-PKDT,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBSqr15MtlRollSlDot,GB-SQR-CLR-15ML-MRL-SLDT,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBSqr15MtlRollSlMatt,GB-SQR-CLR-15ML-MRL-MSLV,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBSqr15MtlRollSlSh,GB-SQR-CLR-15ML-MRL-SSLV,Square,15.0,13-415,Metal Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBSqr15RollBlkDot,GB-SQR-CLR-15ML-ROL-BKDT,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Black Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBSqr15RollBlkSh,GB-SQR-CLR-15ML-ROL-SBLK,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Black,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBSqr15RollCuMatt,GB-SQR-CLR-15ML-ROL-MCPR,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Copper,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBSqr15RollGlMatt,GB-SQR-CLR-15ML-ROL-MGLD,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Gold,Screw Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBSqr15RollGlSh,GB-SQR-CLR-15ML-ROL-SGLD,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
GBSqr15RollPinkDot,GB-SQR-CLR-15ML-ROL-PKDT,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots,False
GBSqr15RollSlDot,GB-SQR-CLR-15ML-ROL-SLDT,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots,False
GBSqr15RollSlMatt,GB-SQR-CLR-15ML-ROL-MSLV,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Matte Silver,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap,False
GBSqr15RollSlSh,GB-SQR-CLR-15ML-ROL-SSLV,Square,15.0,13-415,Plastic Roller Ball,Glass Bottle,Clear,Shiny Silver,Roll-On,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-plastic-roller-ball-plug-shiny-silver-cap,False
GBSqr15Sl,GB-VIA-CLR-15ML-SLV-T-02,Square,15.0,13-415,,Glass Bottle,Clear,Silver,Tall,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-silver-cap,False
GBSqr15SpryBlkSh,GB-SQR-CLR-15ML-SPR-SBLK,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Black,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-black-spray,False
GBSqr15SpryBluMatt,GB-SQR-CLR-15ML-SPR-MBLU,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Blue,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-matte-blue-spray,False
GBSqr15SpryCuMatt,GB-SQR-CLR-15ML-SPR-MCPR,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Copper,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-matte-copper-spray,False
GBSqr15SpryGlMatt,GB-SQR-CLR-15ML-SPR-MGLD,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Gold,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-matte-gold-spray,False
GBSqr15SpryGlSh,GB-SQR-CLR-15ML-SPR-SGLD,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Gold,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-gold-spray,False
GBSqr15SprySlMatt,GB-SQR-CLR-15ML-SPR-MSLV,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Matte Silver,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-matte-silver-spray,False
GBSqr15SprySlSh,GB-SQR-CLR-15ML-SPR-SSLV,Square,15.0,13-415,Fine Mist Sprayer,Glass Bottle,Clear,Shiny Silver,Spray,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-shiny-silver-spray,False
GBSqr15WhtSht,GB-VIA-WHT-15ML-WHT-S-02,Square,15.0,13-415,,Glass Bottle,Clear,White,Short,https://www.bestbottles.com/product/square-design-15-ml-glass-bottle-short-white-cap,False
GBTallCyl9WhtSht__RETIRED__GBTallCyl9WhtSht__kd74mjjja5crmqbxhpvhywx6rx85dhg9,GBTallCyl9WhtSht,Tall Cylinder,9.0,13-415,Cap/Closure,Glass Bottle,Clear,Short White,Short Cap,https://www.bestbottles.com/product/tall-cylinder-design-9-ml-glass-bottle-short-white-cap,True
GBTulipAmb5BlkSht,GB-DEC-AMB-5ML-S,Tulip,5.0,13-415,,Glass Bottle,Amber,Amber,Short,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-short-black-cap,False
GBTulipAmb5Gl,GB-CYL-AMB-5ML-GLD-T,Tulip,5.0,13-415,,Glass Bottle,Amber,Gold,Tall,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-shiny-gold-cap,False
GBTulipAmb5MtlRollBlkDot,GB-CYL-AMB-5ML-MRL-BKDT,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Black Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots,False
GBTulipAmb5MtlRollBlkSh,GB-CYL-AMB-5ML-MRL-SBLK,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Shiny Black,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-black-shiny-cap,False
GBTulipAmb5MtlRollCuMatt,GB-CYL-AMB-5ML-MRL-MCPR,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Matte Copper,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-matte-copper-cap,False
GBTulipAmb5MtlRollGlMatt,GB-CYL-AMB-5ML-MRL-MGLD,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Matte Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-matte-gold-cap,False
GBTulipAmb5MtlRollGlSh,GB-CYL-AMB-5ML-MRL-SGLD,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-shiny-gold-cap,False
GBTulipAmb5MtlRollPinkDot,GB-CYL-AMB-5ML-MRL-PKDT,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Pink Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-pink-cap-with-dots,False
GBTulipAmb5MtlRollSlDot,GB-CYL-AMB-5ML-MRL-SLDT,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Silver Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-silver-cap-with-dots,False
GBTulipAmb5MtlRollSlMatt,GB-CYL-AMB-5ML-MRL-MSLV,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Matte Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-matte-silver-cap,False
GBTulipAmb5MtlRollSlSh,GB-CYL-AMB-5ML-MRL-SSLV,Tulip,5.0,13-415,Metal Roller Ball,Glass Bottle,Amber,Shiny Silver,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-metal-roller-ball-plug-shiny-silver-cap,False
GBTulipAmb5RollBlkDot,GB-CYL-AMB-5ML-ROL-BKDT,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Black Dotted,Dot Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots,False
GBTulipAmb5RollBlkSh,GB-CYL-AMB-5ML-ROL-SBLK,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Shiny Black,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-black-shiny-cap,False
GBTulipAmb5RollCuMatt,GB-CYL-AMB-5ML-ROL-MCPR,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Matte Copper,Roll-On,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-matte-copper-cap,False
GBTulipAmb5RollGlMatt,GB-CYL-AMB-5ML-ROL-MGLD,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Matte Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-matte-gold-cap,False
GBTulipAmb5RollGlSh,GB-CYL-AMB-5ML-ROL-SGLD,Tulip,5.0,13-415,Plastic Roller Ball,Glass Bottle,Amber,Shiny Gold,Screw Cap,https://www.bestbottles.com/product/tulip-design-5-ml-amber-glass-bottle-plastic-roller-ball-plug-shiny-gold-cap,False
