family,product_group_slug,sku,website_sku,product_media_count,issue,recommended_next_action,convex_image_url,product_media_sample
Sleek,sleek-100ml-clear-18-415-reducer,GB-SLK-CLR-100ML-RDC-SSLV,GBSlk100RdcrShnSl,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100RdcrShnSl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001_fdbce39d-f905-4751-8c5e-5585b86f639a.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001_1e8b1fac-baf8-4a49-897f-ce119eefa34f.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001.png?v=1781251974
Lotion Pump,lotion-pump-18-415,CMP-LPM-SBLK-18-415,Ltn18-415ShnBlk,6,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/Ltn18-415ShnBlk.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MSLV-18-415-01__Ltn18-415MtSl__pdp-main__v001_472af63d-1d19-466b-aafc-acb6a5bb8748.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001_216276e5-4f36-4dc1-9ef7-c46a9affaa23.png?v=1781251986 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001_79571b0b-897c-4fa5-aacc-4d7d4f7837c5.png?v=1781251985
Slim,slim-30ml-clear-18-415-reducer,GB-SLM-CLR-30ML-RDC-BKLT,GBSlm30RdcrBlkLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm30RdcrBlkLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-30ML-RDC-SBLK-01__GBSlm30RdcrShnBlk__pdp-main__v001_1f3bee78-4c6b-4cab-adb0-a3f0152f80e1.png?v=1781252356 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-30ML-RDC-MSLV-01__GBSlm30RdcrMtSl__pdp-main__v001_f29963c0-937f-4710-a4e3-09890133f2d4.png?v=1781252356 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-30ML-RDC-MSLV-01__GBSlm30RdcrMtSl__pdp-main__v001.png?v=1781252356 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-30ML-RDC-SBLK-01__GBSlm30RdcrShnBlk__pdp-main__v001.png?v=1781252356
Sleek,sleek-100ml-clear-18-415-reducer,GB-SLK-CLR-100ML-RDC-MSLV-T,GBSlk100RdcrMtSlTall,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100RdcrMtSlTall.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001_fdbce39d-f905-4751-8c5e-5585b86f639a.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001_1e8b1fac-baf8-4a49-897f-ce119eefa34f.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001.png?v=1781251974
Lotion Pump,lotion-pump-18-415,CMP-LPM-MSLV-18-415-02,Ltn18-415MtSlCl,6,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/Ltn18-415MtSlCl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MSLV-18-415-01__Ltn18-415MtSl__pdp-main__v001_472af63d-1d19-466b-aafc-acb6a5bb8748.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001_216276e5-4f36-4dc1-9ef7-c46a9affaa23.png?v=1781251986 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001_79571b0b-897c-4fa5-aacc-4d7d4f7837c5.png?v=1781251985
Sleek,sleek-100ml-clear-18-415-reducer,GB-SLK-CLR-100ML-RDC-WHT,GBSlk100RdcrWht,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk100RdcrWht.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001_fdbce39d-f905-4751-8c5e-5585b86f639a.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001_1e8b1fac-baf8-4a49-897f-ce119eefa34f.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-MSLV-01__GBSlk100RdcrMtSl__pdp-main__v001.png?v=1781251974 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-100ML-RDC-SBLK-01__GBSlk100RdcrShnBlk__pdp-main__v001.png?v=1781251974
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-IVLT,GBSlm100RdcrIvyLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrIvyLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Lotion Pump,lotion-pump-18-415,CMP-LPM-SSLV-18-415,Ltn18-415ShnSl,6,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/Ltn18-415ShnSl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MSLV-18-415-01__Ltn18-415MtSl__pdp-main__v001_472af63d-1d19-466b-aafc-acb6a5bb8748.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001_216276e5-4f36-4dc1-9ef7-c46a9affaa23.png?v=1781251986 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-CPR-18-415__Ltn18-415Cu__pdp-main__v001.png?v=1781251985 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-LPM-MGLD-18-415__Ltn18-415MtGl__pdp-main__v001_79571b0b-897c-4fa5-aacc-4d7d4f7837c5.png?v=1781251985
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-PKLT,GBSlm100RdcrPnkLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrPnkLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-BRN-18415-LTR,CP18-415BrwnLthr,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415BrwnLthr.gif,
Cap/Closure,cap-closure-18-415,CMP-CAP-LBRN-18415-LTR,CP18-415LBrwnLthr,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415LBrwnLthr.gif,
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-SGLD,GBSlm100RdcrShnGl,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrShnGl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-IVY-18415-LTR,CP18-415LIvyLthr,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415LIvyLthr.gif,
Sleek,sleek-30ml-clear-18-415-antiquespray,GB-SLK-CLR-30ML-ASP-BLK,GBSlk30AnSpBlk,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk30AnSpBlk.gif,
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-SBLK-T,GBSlm100RdcrShnBlkTall,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrShnBlkTall.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-PNK-18415-LTR,CP18-415LPnkLthr,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415LPnkLthr.gif,
Sleek,sleek-50ml-clear-18-415-reducer,GB-SLK-CLR-50ML-RDC-BKLT,GBSlk50RdcrBlkLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlk50RdcrBlkLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-50ML-RDC-SBLK-01__GBSlk50RdcrShnBlk__pdp-main__v001.png?v=1781252487 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-50ML-RDC-MSLV-01__GBSlk50RdcrMtSl__pdp-main__v001_129c0e48-6d2e-4bdd-a848-90f637a7332a.png?v=1781252487 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-50ML-RDC-MSLV-01__GBSlk50RdcrMtSl__pdp-main__v001.png?v=1781252487 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLK-CLR-50ML-RDC-SBLK-01__GBSlk50RdcrShnBlk__pdp-main__v001_69e47732-a83b-4601-b5f1-482ba7c5fb9d.png?v=1781252487
Slim,slim-30ml-clear-18-415-antiquespray,GB-SLM-CLR-30ML-ASP-BLK,GBSlm30AnSpBlk,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm30AnSpBlk.gif,
Cap/Closure,cap-closure-18-415,CMP-CAP-SGLD-18415-S,CP18-415ShnGl,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415ShnGl.gif,
Slim,slim-50ml-clear-18-415-reducer,GB-SLM-CLR-50ML-RDC-BKLT,GBSlm50RdcrBlkLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm50RdcrBlkLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-50ML-RDC-SBLK-01__GBSlm50RdcrShnBlk__pdp-main__v001.png?v=1781252507 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-50ML-RDC-MSLV-01__GBSlm50RdcrMtSl__pdp-main__v001_4b263bce-47b1-4e5e-9464-c9a97754fbe3.png?v=1781252507 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-50ML-RDC-MSLV-01__GBSlm50RdcrMtSl__pdp-main__v001.png?v=1781252507 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-50ML-RDC-SBLK-01__GBSlm50RdcrShnBlk__pdp-main__v001_7fa305a7-534b-4f68-a29b-c5e653a35cd2.png?v=1781252507
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-BRLT,GBSlm100RdcrBrwnLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrBrwnLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-SBLK-18415-T,CP18-415ShnBlkTall,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415ShnBlkTall.gif,
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-LBLT,GBSlm100RdcrLBrwnLthr,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrLBrwnLthr.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-SSLV,GBSlm100RdcrShnSl,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrShnSl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-SSLV-18415-S,CP18-415ShnSl,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415ShnSl.gif,
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-MSLV-T,GBSlm100RdcrMtSlTall,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrMtSlTall.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Cap/Closure,cap-closure-18-415,CMP-CAP-MSLV-18415-T,CP18-415MtSlTall,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415MtSlTall.gif,
Diva,diva-30ml-clear-18-415-reducer,GB-DVA-CLR-30ML-RDC-SGLD,GBDiva30RdcrShnGl,12,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804413224-775eaa0d-3dbc-40e4-a6e6-f702a16a256b_e3be027c-25f2-4f9d-9960-94226d71334e.png?v=1779470687,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804355267-2cb57327-c2cd-499a-9541-e70c9b26f4f8.png?v=1779012205 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804978605-50376cd4-339c-4921-867f-3d7fb212594d.png?v=1779012167 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804920919-e851ad30-0867-4a35-98c1-03fdb2c17a09.png?v=1779012170 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804863815-115e563e-7849-4ab2-b2cc-ef9b56133664.png?v=1779012173 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804813057-797f214d-ff8d-4a39-b796-f277db6b8219.png?v=1779012177
Cap/Closure,cap-closure-18-415,CMP-CAP-WHT-18415-T,CP18-415Wh,0,no_product_media,"Generate/upload correct product media, assign it to the Shopify variant, then rerun audit.",https://www.bestbottles.com/images/store/enlarged_pics/CP18-415Wh.gif,
Diva,diva-30ml-clear-18-415-reducer,GB-DVA-CLR-30ML-RDC-SBLK-T,GBDiva30RdcrShnBlkTall,12,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804462916-eae68f70-5b26-4d4b-bee4-3f1ed54427b1_50feeb9b-9dff-4e5e-b68c-ab6a8e443b78.png?v=1779470683,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804355267-2cb57327-c2cd-499a-9541-e70c9b26f4f8.png?v=1779012205 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804978605-50376cd4-339c-4921-867f-3d7fb212594d.png?v=1779012167 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804920919-e851ad30-0867-4a35-98c1-03fdb2c17a09.png?v=1779012170 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804863815-115e563e-7849-4ab2-b2cc-ef9b56133664.png?v=1779012173 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/1778804813057-797f214d-ff8d-4a39-b796-f277db6b8219.png?v=1779012177
Slim,slim-100ml-clear-18-415-reducer,GB-SLM-CLR-100ML-RDC-WHT,GBSlm100RdcrWht,4,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/GBSlm100RdcrWht.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001_e13a1d05-df50-4a60-9c75-04993df5e894.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-MSLV-01__GBSlm100RdcrMtSl__pdp-main__v001.png?v=1781252053 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/GB-SLM-CLR-100ML-RDC-SBLK-01__GBSlm100RdcrShnBlk__pdp-main__v001_3bdc5780-574b-4d60-85d4-c92feac7d81f.png?v=1781252053
Sprayer,fine-mist-sprayer-18-415,CMP-SPR-MTGD-18-415-05,Spry18-415MtGl,15,shopify_product_media_present_but_variant_image_missing,"Review product media against reference; assign correct existing media if present, otherwise generate/upload correct variant image.",https://www.bestbottles.com/images/store/enlarged_pics/Spry18-415MtGl.gif,https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-SPR-SHGD-18-415-05__Spry18-415ShnGl__pdp-main__v001.png?v=1781252123 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-SPR-BLK-18-415-02__AnSpTsl18-415Blk__pdp-main__v001_63c8c56f-5265-486a-b36d-936dfb2cb501.png?v=1781252123 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-SPR-IVGD-18-415-01__AnSp18-415IvyGl__pdp-main__v001_a7aa6bbe-2238-4b4d-995b-ddf97692da26.png?v=1781252123 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-SPR-IVGD-18-415-02__AnSpTsl18-415IvyGl__pdp-main__v001_d72e8275-77b9-4797-8746-84b981074862.png?v=1781252123 | https://cdn.shopify.com/s/files/1/0739/9420/7524/files/CMP-SPR-IVSL-18-415-01__AnSp18-415IvySl__pdp-main__v001_4f430eab-d3fc-4f6b-b4c1-1c8484d5bbd1.png?v=1781252123
