graceSku,websiteSku,productId,family,capacityMl,heightWithoutCap,heightWithCap,diameter,widthMm,depthMm,bottleWeightG,verified,measurementSource,importSource
GB-CIR-CLR-15ML-ROL-PKDT,GBCrcl15RollPinkDot,BB-GB-015-0033,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-ROL-SBLK,GBCrcl15RollBlkSh,BB-GB-015-0029,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-ROL-SGLD,GBCrcl15RollGlSh,BB-GB-015-0032,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-ROL-SLDT,GBCrcl15RollSlDot,BB-GB-015-0034,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-ROL-SSLV,GBCrcl15RollSlSh,BB-GB-015-0036,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SBLK-S,GBCrcl15BlkShSht,,Circle,15,60 ±1 mm,62 ±1 mm,50 ±0.5 mm,,,99,false,,legacy-sweep-2026-09-02
GB-CIR-CLR-15ML-SGLD-S,GBCrcl15GlSht,,Circle,15,60 ±1 mm,62 ±1 mm,50 ±0.5 mm,,,99,false,,legacy-sweep-2026-09-02
GB-CIR-CLR-15ML-SLV-T,GBCrcl15Sl,BB-GB-015-0037,Circle,15,60 ±1 mm,72 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-MBLK,GBCrcl15SpryBlkMatt,BB-GB-015-0038,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-MBLU,GBCrcl15SpryBluMatt,BB-GB-015-0040,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-MCPR,GBCrcl15SpryCuMatt,BB-GB-015-0041,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-MGLD,GBCrcl15SpryGlMatt,BB-GB-015-0042,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-MSLV,GBCrcl15SprySlMatt,BB-GB-015-0044,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-SBLK,GBCrcl15SpryBlkSh,BB-GB-015-0039,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-SGLD,GBCrcl15SpryGlSh,BB-GB-015-0043,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SPR-SSLV,GBCrcl15SprySlSh,BB-GB-015-0045,Circle,15,60 ±1 mm,80 ±1 mm,50 ±0.5 mm,50,17,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-15ML-SSLV-S,GBCrcl15SlSht,,Circle,15,60 ±1 mm,62 ±1 mm,50 ±0.5 mm,,,99,false,,legacy-sweep-2026-09-02
GB-CIR-CLR-30ML-GLD-T,GBCrcl30GlCap,BB-GB-030-0057,Circle,30,74 ±1 mm,93 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-30ML-SLV-T,GBCrcl30SlCap,BB-GB-030-0058,Circle,30,74 ±1 mm,93 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-30ML-SPR-MGLD,GBCrcl30SpryMattGl,BB-GB-030-0060,Circle,30,74 ±1 mm,100 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-30ML-SPR-MSLV,GBCrcl30SpryMattSl,BB-GB-030-0061,Circle,30,74 ±1 mm,100 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-30ML-SPR-SGLD,GBCrcl30SpryShnGl,BB-GB-030-0063,Circle,30,74 ±1 mm,100 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-30ML-SPR-SSLV,GBCrcl30SpryShSl,BB-GB-030-0062,Circle,30,74 ±1 mm,100 ±1 mm,60 ±1 mm,60,20,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-01,GBCrcl50AnSpTslMtSl,BB-GB-050-0014,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-02,GBCrcl50AnSpTslRed,BB-GB-050-0016,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-BLK,GBCrcl50AnSpBlk,BB-GB-050-0001,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-GLD,GBCrcl50AnSpGl,BB-GB-050-0002,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-IVGD,GBCrcl50AnSpIvyGl,BB-GB-050-0003,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-IVSL,GBCrcl50AnSpIvySl,BB-GB-050-0004,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-LVN,GBCrcl50AnSpLvn,BB-GB-050-0005,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-MSLV,GBCrcl50AnSpMtSl,BB-GB-050-0006,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-PNK,GBCrcl50AnSpPnk,BB-GB-050-0007,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-RED,GBCrcl50AnSpRed,BB-GB-050-0008,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-ASP-WHT,GBCrcl50AnSpWht,BB-GB-050-0018,Circle,50,87 ±1 mm,115 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-BLK,GBCrcl50AnSpTslBlk,BB-GB-050-0009,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-GLD,GBCrcl50AnSpTslGl,BB-GB-050-0010,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-IVGD,GBCrcl50AnSpTslIvyGl,BB-GB-050-0011,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-IVSL,GBCrcl50AnSpTslIvySl,BB-GB-050-0012,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-LVN,GBCrcl50AnSpTslLvn,BB-GB-050-0013,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-PNK,GBCrcl50AnSpTslPnk,BB-GB-050-0015,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-AST-WHT,GBCrcl50AnSpTslWht,BB-GB-050-0017,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-DRP-CPR,GBCrcl50DrpCu,BB-GB-050-0019,Circle,50,87 ±1 mm,110 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-DRP-GLD,GBCrcl50DrpGl,BB-GB-050-0020,Circle,50,87 ±1 mm,110 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-DRP-SLV,GBCrcl50DrpSl,BB-GB-050-0021,Circle,50,87 ±1 mm,110 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-BKLT,GBCrcl50RdcrBlkLthr,BB-GB-050-0022,Circle,50,87 ±1 mm,101 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-RDC-BRLT,GBCrcl50RdcrBrwnLthr,BB-GB-050-0023,Circle,50,87 ±1 mm,101 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-RDC-IVLT,GBCrcl50RdcrIvyLthr,BB-GB-050-0024,Circle,50,87 ±1 mm,101 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-RDC-LBLT,GBCrcl50RdcrLBrwnLthr,BB-GB-050-0025,Circle,50,87 ±1 mm,101 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-RDC-MSLV,GBCrcl50RdcrMtSl,BB-GB-050-0026,Circle,50,87 ±1 mm,91 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-MSLV-T,GBCrcl50RdcrMtSlTall,BB-GB-050-0027,Circle,50,87 ±1 mm,99 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-PKLT,GBCrcl50RdcrPnkLthr,BB-GB-050-0028,Circle,50,87 ±1 mm,101 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-RDC-SBLK,GBCrcl50RdcrShnBlk,BB-GB-050-0029,Circle,50,87 ±1 mm,91 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-SBLK-T,GBCrcl50RdcrShnBlkTall,BB-GB-050-0030,Circle,50,87 ±1 mm,99 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-SGLD,GBCrcl50RdcrShnGl,BB-GB-050-0031,Circle,50,87 ±1 mm,91 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-SSLV,GBCrcl50RdcrShnSl,BB-GB-050-0032,Circle,50,87 ±1 mm,91 ±1 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-RDC-WHT,GBCrcl50RdcrWht,BB-GB-050-0033,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-CLR-50ML-SPR-CPR,GBCrcl50SpryCu,BB-GB-050-0034,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-SPR-MGLD,GBCrcl50SpryMtGl,BB-GB-050-0035,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-SPR-MSLV,GBCrcl50SpryMtSl,BB-GB-050-0036,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-SPR-SBLK,GBCrcl50SpryShnBlk,BB-GB-050-0037,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-SPR-SGLD,GBCrcl50SpryShnGl,BB-GB-050-0038,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-CLR-50ML-SPR-SSLV,GBCrcl50SpryShnSl,BB-GB-050-0039,Circle,50,87 ±1 mm,112 ±2 mm,72 ±1 mm,72,23,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-FRS-100ML-ASP-01,GBCrclFrst100AnSpTslBlk,BB-GB-100-0045,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-02,GBCrclFrst100AnSpTslIvySl,BB-GB-100-0048,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-03,GBCrclFrst100AnSpTslLvn,BB-GB-100-0049,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-04,GBCrclFrst100AnSpTslPnk,BB-GB-100-0051,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-05,GBCrclFrst100AnSpTslRed,BB-GB-100-0052,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-06,GBCrclFrst100AnSpTslWht,BB-GB-100-0053,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-BLK,GBCrclFrst100AnSpBlk,BB-GB-100-0037,Circle,100,105 ±2 mm,136 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-IVGD,GBCrclFrst100AnSpIvyGl,BB-GB-100-0039,Circle,100,105 ±2 mm,136 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-IVSL,GBCrclFrst100AnSpIvySl,BB-GB-100-0040,Circle,100,105 ±2 mm,125 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-LVN,GBCrclFrst100AnSpLvn,BB-GB-100-0041,Circle,100,105 ±2 mm,125 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-MSLV,GBCrclFrst100AnSpMtSl,BB-GB-100-0042,Circle,100,105 ±2 mm,136 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-PNK,GBCrclFrst100AnSpPnk,BB-GB-100-0043,Circle,100,105 ±2 mm,125 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-RED,GBCrclFrst100AnSpRed,BB-GB-100-0044,Circle,100,105 ±2 mm,125 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-SGLD,GBCrclFrst100AnSpGl,BB-GB-100-0038,Circle,100,105 ±2 mm,136 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-ASP-WHT,GBCrclFrst100AnSpWht,BB-GB-100-0054,Circle,100,105 ±2 mm,136 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-AST-GLD,GBCrclFrst100AnSpTslGl,BB-GB-100-0046,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-AST-IVGD,GBCrclFrst100AnSpTslIvyGl,BB-GB-100-0047,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-AST-MSLV,GBCrclFrst100AnSpTslMtSl,BB-GB-100-0050,Circle,100,105 ±2 mm,127 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC,GBCrclFrst100RdcrBrwnLthr,BB-GB-100-0056,Circle,100,105 ±2 mm,118 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-BLK,GBCrclFrst100RdcrBlkLthr,BB-GB-100-0055,Circle,100,105 ±2 mm,118 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-IVR,GBCrclFrst100RdcrIvyLthr,BB-GB-100-0057,Circle,100,105 ±2 mm,118 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-LBLT,GBCrclFrst100RdcrLBrwnLthr,BB-GB-100-0058,Circle,100,105 ±2 mm,118 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-FRS-100ML-RDC-MSLV,GBCrclFrst100RdcrMtSl,BB-GB-100-0059,Circle,100,105 ±2 mm,109 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-MSLV-T,GBCrclFrst100RdcrMtSlTall,BB-GB-100-0060,Circle,100,105 ±2 mm,116 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-PNK,GBCrclFrst100RdcrPnkLthr,BB-GB-100-0061,Circle,100,105 ±2 mm,118 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-SBLK,GBCrclFrst100RdcrShnBlk,BB-GB-100-0062,Circle,100,105 ±2 mm,109 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-SBLK-T,GBCrclFrst100RdcrShnBlkTall,BB-GB-100-0063,Circle,100,105 ±2 mm,116 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,grace_products_final_json
GB-CIR-FRS-100ML-RDC-SGLD,GBCrclFrst100RdcrShnGl,BB-GB-100-0064,Circle,100,105 ±2 mm,109 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-SSLV,GBCrclFrst100RdcrShnSl,BB-GB-100-0065,Circle,100,105 ±2 mm,109 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-RDC-WHT,GBCrclFrst100RdcrWht,BB-GB-100-0066,Circle,100,105 ±2 mm,116 ±2 mm,89 ±1 mm,89,29,99,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-CPR,GBCrclFrst100SpryCu,BB-GB-100-0067,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-MGLD,GBCrclFrst100SpryMtGl,BB-GB-100-0068,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-MSLV,GBCrclFrst100SpryMtSl,BB-GB-100-0069,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-SBLK,GBCrclFrst100SpryShnBlk,BB-GB-100-0070,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-SGLD,GBCrclFrst100SpryShnGl,BB-GB-100-0071,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-100ML-SPR-SSLV,GBCrclFrst100SpryShnSl,BB-GB-100-0072,Circle,100,105 ±2 mm,130 ±2 mm,89 ±1 mm,89,29,99,true,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,case_weight_corrections_20260423
GB-CIR-FRS-50ML-ASP-01,GBCrclFrst50AnSpTslBlk,BB-GB-050-0048,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-02,GBCrclFrst50AnSpTslGl,BB-GB-050-0049,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-03,GBCrclFrst50AnSpTslIvyGl,BB-GB-050-0050,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-04,GBCrclFrst50AnSpTslIvySl,BB-GB-050-0051,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-05,GBCrclFrst50AnSpTslLvn,BB-GB-050-0052,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-06,GBCrclFrst50AnSpTslMtSl,BB-GB-050-0053,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
GB-CIR-FRS-50ML-ASP-07,GBCrclFrst50AnSpTslPnk,BB-GB-050-0054,Circle,50,87 ±1 mm,109 ±2 mm,72 ±1 mm,72,23,,false,best-bottles-master-truth@2026-07-12:f2b25bbe4ffe,catalog-sync-2026-07-20-master-truth
