graceSku,websiteSku,productId,productGroupId,productGroupSlug,family,category,bottleCollection,shape,color,capacityMl,capacityOz,material,glassFinish,axisSemantics,heightWithoutCap_raw,heightWithCap_raw,diameter_raw,capHeight_raw,neckThreadSize,convexWidthMm_live,convexDepthMm_live,widthDepthIndependent,canon_bodyHeightMm,canon_bodyHeight_source,canon_bodyHeight_confidence,canon_widthAxisMm,canon_widthAxis_source,canon_widthAxis_confidence,canon_secondAxisMm,canon_secondAxis_status,canon_heightWithCapMm,conflict_flags,applicator,capStyle,capColor,trimColor,ballMaterial,assemblyType,bottleWeightG,dataGrade,verified,importSource,stockStatus,websiteTruthStatus,readinessStatus,readinessIssues,measurementSource,site_status,site_heightMm,site_heightWithCapMm,site_diameterMm,site_widthMm,site_depthMm,site_dimsRaw,site_url,site_measuredRenderUrl,site_depthviewRenderUrl,site_agreement,imageUrl,productUrl,itemName
GB-ELG-CLR-100ML-AST-BLK,GBElg100AnSpTslBlk,BB-GB-100-0153,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Black,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslBlk.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslBlk.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslBlk.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-sprayer-with-tassel-shiny-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use "
GB-ELG-CLR-100ML-AST-GLD,GBElg100AnSpTslGl,BB-GB-100-0154,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Screw Cap,Gold,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslGl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslGl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-with-tassel-shiny-gold-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Gold vintage style bulb sprayer with tassel with shiny gold collar cap. For use wit"
GB-ELG-CLR-100ML-AST-IVGD,GBElg100AnSpTslIvyGl,BB-GB-100-0155,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Screw Cap,Ivory,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslIvyGl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslIvyGl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslIvyGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-gold-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Ivory vintage style bulb sprayer with tassel with shiny gold collar cap. For use wi"
GB-ELG-CLR-100ML-AST-IVSL,GBElg100AnSpTslIvySl,BB-GB-100-0156,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Ivory,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslIvySl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslIvySl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslIvySl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-sprayer-with-tassel-shiny-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Ivory vintage style bulb sprayer with tassel with shiny silver collar cap. For use "
GB-ELG-CLR-100ML-AST-LVN,GBElg100AnSpTslLvn,BB-GB-100-0157,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Lavender,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslLvn.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslLvn.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslLvn.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-sprayer-with-tassel-shiny-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Lavender vintage style bulb sprayer with tassel with shiny silver collar cap. For u"
GB-ELG-CLR-100ML-AST-MSLV,GBElg100AnSpTslMtSl,BB-GB-100-0158,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Matte Silver,Matte Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslMtSl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslMtSl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslMtSl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-with-tassel-matte-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Silver vintage style bulb sprayer with tassel with matte silver collar cap. For use"
GB-ELG-CLR-100ML-AST-PNK,GBElg100AnSpTslPnk,BB-GB-100-0159,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Pink,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslPnk.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslPnk.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslPnk.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Pink vintage style bulb sprayer with tassel with shiny gold collar cap. For use wit"
GB-ELG-CLR-100ML-AST-RED,GBElg100AnSpTslRed,BB-GB-100-0160,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,Red,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslRed.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslRed.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslRed.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with Red vintage style bulb sprayer with tassel with shiny silver collar cap. For use wi"
GB-ELG-CLR-100ML-AST-WHT,GBElg100AnSpTslWht,BB-GB-100-0161,kh78kyszn7nkt3bw7xh16vrm3183kqx7,elegant-100ml-clear-18-415-antiquespray-tassel,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,131 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),131.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer with Tassel,Spray,White,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,131.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 131 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,https://www.bestbottles.com/images/store/measured/GBElg100AnSpTslWht.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpTslWht.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpTslWht.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-white-vintage-style-sprayer-with-tassel-shiny-silver-collar,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with White vintage style bulb sprayer with tassel with shiny silver collar cap. For use "
GB-ELG-CLR-100ML-ASP-BLK,GBElg100AnSpBlk,BB-GB-100-0145,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Black,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpBlk.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpBlk.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpBlk.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-black-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne"
GB-ELG-CLR-100ML-ASP-GLD,GBElg100AnSpGl,BB-GB-100-0146,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Screw Cap,Gold,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpGl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpGl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-gold-vintage-style-sprayer-shiny-gold-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with gold vintage style sprayer with shiny gold collar cap. For use with cologne, Eau de"
GB-ELG-CLR-100ML-ASP-IVGD,GBElg100AnSpIvyGl,BB-GB-100-0147,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Screw Cap,Ivory,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpIvyGl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpIvyGl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpIvyGl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny gold collar cap. For use with cologne, "
GB-ELG-CLR-100ML-ASP-IVSL,GBElg100AnSpIvySl,BB-GB-100-0148,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Ivory,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpIvySl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpIvySl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpIvySl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne"
GB-ELG-CLR-100ML-ASP-LVN,GBElg100AnSpLvn,BB-GB-100-0149,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Lavender,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpLvn.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpLvn.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpLvn.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-lavender-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with lavender vintage style bulb sprayer with shiny silver collar cap. For use with colo"
GB-ELG-CLR-100ML-ASP-MSLV,GBElg100AnSpMtSl,BB-GB-100-0150,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Matte Silver,Matte Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpMtSl.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpMtSl.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpMtSl.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with colog"
GB-ELG-CLR-100ML-ASP-PNK,GBElg100AnSpPnk,BB-GB-100-0151,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Pink,Shiny Gold,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpPnk.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpPnk.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpPnk.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-pink-vintage-style-bulb-sprayer-shiny-gold-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with pink vintage style bulb sprayer with shiny gold collar cap. For use with cologne, E"
GB-ELG-CLR-100ML-ASP-RED,GBElg100AnSpRed,BB-GB-100-0152,kh7dzs4zhcychajztqmxfw3snx83j6h1,elegant-100ml-clear-18-415-antiquespray,Elegant,Glass Bottle,Elegant,,Clear,100,3.38,Glass,Clear,flat,109 ±2 mm,137 ±2 mm,78 ±1 mm,,18-415,,,,109.0,catalog+site-confirmed,high,61.0,live-site-pdp,high,30.0,from-live-site(Item Depth),137.0,convex_widthaxis_corrected_by_site(was=78.0),Vintage Bulb Sprayer,Spray,Red,Shiny Silver,,2-part,93.74,A,false,grace_products_final_json,In Stock,ready,ready,,catalog,live,109.0,137.0,,61.0,30.0,Item Capacity: 100 ml (3.38 oz) | Item Height with Cap: 137 ±2 mm | Item Height without Cap: 109 ±2 mm | Item Width: 61 ±1 mm | Item Depth: 30 ±0.5 mm | Neck Thread Size: 18-415,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,https://www.bestbottles.com/images/store/measured/GBElg100AnSpRed.gif,https://www.bestbottles.com/images/store/depthview/GBElg100AnSpRed.gif,H:agree;W:DISAGREE(site=61.0),https://www.bestbottles.com/images/store/enlarged_pics/GBElg100AnSpRed.gif,https://www.bestbottles.com/product/elegant-design-105-ml-glass-bottle-red-vintage-style-bulb-sprayer-shiny-silver-collar-cap,"Elegant design 100 ml, 3 1/2oz  clear glass bottle  with red vintage style bulb sprayer with shiny silver collar cap. For use with cologne, "
