family,sku,capacityMl,color,applicator,slots,issues,builderStatus
Cylinder,GBTallCylFrst9Sl,9,Frosted,,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBSpry1ozGl,30,Clear,,body; overcap,partial_separation,compatibility_unresolved
Cylinder,GBSpry1ozSl,30,Clear,,body; overcap,partial_separation,compatibility_unresolved
Cylinder,GBCyl50RollWht,50,Clear,Plastic Roller Ball,body; roller; cap,,compatibility_unresolved
Cylinder,GBCyl5MtlRollBlkSh,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollCuMatt,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollGlMatt,5,Clear,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCyl5MtlRollGlSh,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollPinkDot,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollSlDot,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollSlMatt,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5MtlRollSlSh,5,Clear,Metal Roller Ball,body; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl50RdcrBlkLthr,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBSpry3mlClWht,3.3,Clear,Fine Mist Sprayer,body; sprayer; overcap,,compatibility_unresolved
Cylinder,GBCylBlu5MtlRollBlkSh,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBSpry4mlClWh,4,Clear,Fine Mist Sprayer,body; sprayer; overcap,,compatibility_unresolved
Cylinder,GBCylBlu5MtlRollCuMatt,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SprySlMatt,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollGlMatt,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SpryBlkSh,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollGlSh,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SpryGlSh,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollPinkDot,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SprySlSh,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollSlDot,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SpryBluMatt,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollSlMatt,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SpryCuMatt,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollSlSh,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5SpryGlMatt,5,Clear,Fine Mist Sprayer,body; diptube; sprayer; overcap,,catalog_unavailable
Cylinder,GBCyl100RdcrBlkLthr,100,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5RollBlkDot,5,Clear,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCyl5RollSlSh,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5RollBlkSh,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCylBlu5RollBlkDot,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl5RollGlSh,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5RollSlDot,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5RollPinkDot,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl5RollCuMatt,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCylAmb9RollBlkDot,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCyl5RollGlMatt,5,Clear,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCyl5RollSlMatt,5,Clear,Plastic Roller Ball,body; roller; cap,partial_separation,catalog_unavailable
Cylinder,GBCyl9RollBlkDot,9,Clear,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBTallCyl9RollBlkDot,9,Clear,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9RollBlkDot,9,Frosted,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollGlSh,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollSlSh,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollBlkSh,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollGlMatt,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollPinkDot,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollSlDot,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu5RollCuMatt,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylAmb9MtlRollWht,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylBlu5RollSlMatt,5,Cobalt Blue,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylAmb9MtlRollMattCu,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylAmb9MtlRollMattGl,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylAmb9MtlRollMattSl,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCyl9SpryShSl,9,Clear,Fine Mist Sprayer,,no_served_kit,listed
Cylinder,GBRoll28Blk,28,Clear,Plastic Roller Ball,roller; body; cap,,compatibility_unresolved
Cylinder,GBCylAmb9MtlRollPnkDot,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCyl9SpryRd,9,Clear,Fine Mist Sprayer,body; sprayer; overcap; collar,,compatibility_unresolved
Cylinder,GBCylAmb9MtlRollShBlk,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylAmb9MtlRollShnGl,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylAmb9MtlRollShnSl,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCyl50RollBlk,50,Clear,Plastic Roller Ball,body; roller; cap,,compatibility_unresolved
Cylinder,GBCylAmb9MtlRollSlDot,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCyl5MtlRollBlkDot,5,Clear,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBCylBlu5MtlRollBlkDot,5,Cobalt Blue,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylAmb9MtlRollBlkDot,9,Amber,Metal Roller Ball,roller; body; cap,,catalog_unavailable
Cylinder,GBTallCyl9MtlRollBlkDot,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollBlkDot,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylAmb9RollWht,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollMattCu,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollMattGl,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollMattSl,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollPnkDot,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBMtlRoll28Blk,28,Clear,Metal Roller Ball,body; roller; cap,,compatibility_unresolved
Cylinder,GBCylAmb9RollShBlk,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollShnGl,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollShnSl,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCylAmb9RollSlDot,9,Amber,Plastic Roller Ball,body; roller; cap,,catalog_unavailable
Cylinder,GBCyl50MtlRollBlk,50,Clear,Metal Roller Ball,body; roller; cap,,compatibility_unresolved
Cylinder,GBCyl50RdcrShnGl,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrShnBlkTall,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrShnBlk,50,Clear,Reducer,body; fitment,partial_separation,compatibility_unresolved
Cylinder,GBTallCyl9MtlRollBlkSh,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrBrwnLthr,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollCuMatt,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrLBrwnLthr,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollGlMatt,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrShnSl,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollGlSh,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrMtSlTall,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollPinkDot,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrMtSl,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollSlDot,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrWht,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollSlMatt,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrPnkLthr,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCyl9MtlRollSlSh,9,Clear,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl50RdcrIvyLthr,50,Clear,Reducer,body; fitment,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollSlDot,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollPinkDot,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu9RollPnkDot,9,Cobalt Blue,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBTallCylFrst9MtlRollSlMatt,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollGlMatt,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCylBlu9RollSlDot,9,Cobalt Blue,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBTallCylFrst9MtlRollGlSh,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollSlSh,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollCuMatt,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBTallCylFrst9MtlRollBlkSh,9,Frosted,Metal Roller Ball,body; cap,partial_separation; partial_kit_used_as_bare_body,listed
Cylinder,GBCyl9RollPnkDot,9,Clear,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollShnSl,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollShnGl,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollShBlk,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollMattCu,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollMattSl,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBCylSwrl9RollMattGl,9,Swirl,Plastic Roller Ball,,no_served_kit,listed
Cylinder,GBTallCyl9RollBlkSh,9,Clear,Plastic Roller Ball,body; roller; cap,partial_separation; partial_kit_used_as_bare_body,listed
